1000;T;1525210432
2805;T;1525226407
2890;T;1525226408
4145;T;1525233600
4856;T;1525235400
5567;T;1525243200
6966;T;1525243201
7303;T;1525243202
7526;T;1525243203
7695;T;1525243204
7880;T;1525243205
8028;T;1525243206
8160;T;1525243207
8289;T;1525243208
8391;T;1525243209
8526;T;1525243210
8603;T;1525243211
8647;T;1525243212
8734;T;1525243213
8794;T;1525243214
8877;T;1525243215
8974;T;1525243216
9042;T;1525243217
9089;T;1525243218
9188;T;1525243219
9271;T;1525243220
9355;T;1525243221
9439;T;1525243222
9469;T;1525243223
9509;T;1525243224
9529;T;1525243225
9552;T;1525243226
9568;T;1525243227
9594;T;1525243228
9617;T;1525243229
9648;T;1525243230
9681;T;1525243231
9712;T;1525243232
9754;T;1525243233
9787;T;1525243234
9806;T;1525243235
9828;T;1525243236
9847;T;1525243237
9865;T;1525243238
9883;T;1525243239
9898;T;1525243240
9914;T;1525243241
9934;T;1525243242
9940;T;1525243243
9943;T;1525243244
9953;T;1525243245
9970;T;1525243246
9991;T;1525243247
10015;T;1525243248
10030;T;1525243249
10048;T;1525243250
10051;T;1525243251
10062;T;1525243252
10071;T;1525243253
10084;T;1525243254
10092;T;1525243255
10099;T;1525243256
10109;T;1525243257
10119;T;1525243258
10125;T;1525243259
10130;T;1525243260
10133;T;1525243261
10136;T;1525243262
10143;T;1525243263
10149;T;1525243264
10156;T;1525243265
10165;T;1525243266
10172;T;1525243267
10185;T;1525243268
10190;T;1525243269
10204;T;1525243270
10219;T;1525243271
10228;T;1525243272
10231;T;1525243273
10235;T;1525243274
10243;T;1525243275
10257;T;1525243276
10266;T;1525243277
10270;T;1525243278
10281;T;1525243279
10294;T;1525243280
10303;T;1525243281
10310;T;1525243282
10316;T;1525243283
10328;T;1525243284
10336;T;1525243285
10345;T;1525243286
10352;T;1525243287
10359;T;1525243288
10366;T;1525243289
10371;T;1525243290
10377;T;1525243291
10387;T;1525243292
10394;T;1525243293
10397;T;1525243294
10403;T;1525243295
10410;T;1525243296
10420;T;1525243297
10435;T;1525243298
10442;T;1525243299
10446;T;1525243300
10452;T;1525243301
10457;T;1525243302
10464;T;1525243303
10468;T;1525243304
10473;T;1525243306
