;T;1525244406
;A;8408404;6987443128057334983;70796;B;52;201;8470;0;2
;A;23337897;6987443128057147546;74776;S;98;75;8390;0;2
;A;29375519;6987443128057335104;72076;S;2;718;69350;2;2
;A;29597582;6987443128057335107;74196;S;4;8197;9350;2;2
;A;39460596;6987443128057335167;73616;S;47;1000;2480;0;2
;A;47534866;6987443128057335219;72276;B;12;10;9640;0;2
;A;66934607;6987443128057335244;730599;S;2;15000;80;0;2
;A;67898859;6987443128057335246;1451495;S;1;62000;40;0;2
;A;70569226;6987443128057335251;206310;S;1;250;140;0;2
;A;78158838;6987443128057335257;206310;S;2;300;160;0;2
;A;78195518;6987443128057335258;533990;S;2;40000;50;0;2
;A;80380315;6987443128057335267;206310;S;3;273;5500;0;2
;A;82389938;6987443128057335272;533990;B;1;4511;10;0;2
;A;82413467;6987443128057335273;74196;S;193;1000;9490;0;2
;A;83501467;6987443128057335274;1451034;S;1;6000;90;0;2
;A;84926896;6987443128057335275;1451034;S;2;5004;90;0;2
;A;85360077;6987443128057335276;70796;B;53;305;8470;0;2
;A;86132403;6987443128057335281;2237466;S;2;1000;1400;0;2
;A;87509541;6987443128057335284;2237466;S;3;1000;1600;0;2
;A;89185967;6987443128057335288;2237466;S;4;1000;1800;0;2
;A;90453991;6987443128057335289;2237466;S;5;1000;1950;0;2
;A;94038895;6987443128057335298;1451494;S;1;1000;300;0;2
;A;95995433;6987443128057335301;75236;S;27;1000;6230;0;2
;A;97472817;6987443128057335302;730599;S;2;30000;70;0;2
;A;97518678;6987443128057335303;70796;B;54;1874;8470;0;2
;A;99185987;6987443128057335304;1451035;B;1;110;220;0;2
;A;104376536;6987443128057335316;75246;B;17;50;9080;0;2
;A;107492705;6987443128057335317;75236;S;28;597;6230;0;2
;A;146074620;6987443128057335333;71796;B;12;500;1410;0;2
;A;148227273;6987443128057335335;75236;S;29;1822;6230;0;2
;A;155470392;6987443128057335340;1318892;B;1;25000;150;0;2
;A;155470392;6987443128057335340;1318892;S;1;25000;160;0;2
;A;156110523;6987443128057335341;6299699;B;2;100000;40;0;2
;A;156110523;6987443128057335341;6299699;S;3;100000;60;0;2
;A;156790493;6987443128057335342;794514;S;6;5000;30;0;2
;A;156891105;6987443128057335343;5906483;B;1;10000;200;0;2
;A;156891105;6987443128057335343;5906483;S;1;10000;250;0;2
;A;158593980;6987443128057335344;73776;B;15;977;10230;0;2
;A;160827856;6987443128057335346;991122;B;1;40000;590;0;2
;A;160827856;6987443128057335346;991122;S;1;40000;620;0;2
;A;160978251;6987443128057335347;270316;B;1;10000;500;0;2
;A;160978251;6987443128057335347;270316;S;1;10000;510;0;2
;A;166854438;6987443128057335348;663442;B;2;100000;10;0;2
;A;166854438;6987443128057335348;663442;S;4;5000;30;0;2
;A;167853360;6987443128057335350;1451035;B;2;110;210;0;2
;A;170290967;6987443128057335351;1057819;B;1;70;350;0;2
;A;170797871;6987443128057335352;6692915;B;1;100000;110;0;2
;A;170797871;6987443128057335352;6692915;S;1;100000;140;0;2
;A;170985571;6987443128057335353;532460;B;1;25000;160;0;2
;A;170985571;6987443128057335353;532460;S;1;25000;170;0;2
;A;171943966;6987443128057335355;1057819;B;2;70;330;0;2
;A;172489754;6987443128057335357;72556;S;12;275;35940;0;2
;A;172582800;6987443128057335358;1451035;B;3;5870;170;0;2
;A;172777207;6987443128057335359;663532;B;1;25000;90;0;2
;A;172777207;6987443128057335359;663532;S;1;25000;100;0;2
;A;173109265;6987443128057335360;5775411;B;1;10000;350;0;2
;A;173109265;6987443128057335360;5775411;S;1;10000;410;0;2
;A;173319342;6987443128057335361;204690;B;1;40000;230;0;2
;A;173319342;6987443128057335361;204690;S;1;40000;250;0;2
;A;175941545;6987443128057335365;2105394;B;1;50000;220;0;2
;A;175941545;6987443128057335365;2105394;S;1;50000;230;0;2
;A;185440189;6987443128057335369;75246;B;17;50;9090;0;2
;A;191287778;6987443128057335371;401388;B;1;10000;260;0;2
;A;191287778;6987443128057335371;401388;S;1;10000;270;0;2
;A;191543447;6987443128057335372;794604;B;1;25000;60;0;2
;A;191543447;6987443128057335372;794604;S;1;25000;70;0;2
;A;192114890;6987443128057335373;6037555;B;1;100000;140;0;2
;A;192114890;6987443128057335373;6037555;S;1;100000;180;0;2
;A;194490987;6987443128057335374;73676;S;14;3680;1460;0;2
;A;195139430;6987443128057335376;2236631;B;1;5000;1620;0;2
;A;195139430;6987443128057335376;2236631;S;1;5000;1650;0;2
;A;195698652;6987443128057335377;2757747;B;1;100000;50;0;2
;A;195698652;6987443128057335377;2757747;S;1;100000;60;0;2
;A;196656789;6987443128057335378;2891826;B;1;25000;410;0;2
;A;196656789;6987443128057335378;2891826;S;1;25000;430;0;2
;A;196866755;6987443128057335379;532370;B;3;100000;20;0;2
;A;196866755;6987443128057335379;532370;S;2;100000;30;0;2
;A;197188695;6987443128057335380;1318963;B;1;20000;520;0;2
;A;197188695;6987443128057335380;1318963;S;1;20000;580;0;2
;A;197256220;6987443128057335381;1974487;B;1;100000;80;0;2
;A;197256220;6987443128057335381;1974487;S;1;100000;90;0;2
;A;197319524;6987443128057335382;1056748;B;1;10000;380;0;2
;A;197319524;6987443128057335382;1056748;S;1;10000;390;0;2
;A;197595862;6987443128057335383;1187891;B;1;20000;660;0;2
;A;197595862;6987443128057335383;1187891;S;1;20000;720;0;2
;A;197665206;6987443128057335384;923346;B;1;25000;190;0;2
;A;197665206;6987443128057335384;923346;S;1;25000;220;0;2
;A;200872045;6987443128057335387;1449964;B;1;25000;100;0;2
;A;200872045;6987443128057335387;1449964;S;1;25000;110;0;2
;A;201002147;6987443128057335388;6561843;B;1;100000;210;0;2
;A;201002147;6987443128057335388;6561843;S;2;100000;250;0;2
;A;206013349;6987443128057335391;73396;B;9;3000;4050;0;2
;A;206995209;6987443128057335394;74496;B;19;1000;4200;0;2
;A;207434554;6987443128057335396;71556;S;11;13;34380;0;2
;A;207898595;6987443128057335397;73396;B;20;3000;4040;0;2
;A;209888974;6987443128057335401;71536;B;418;10;25000;0;2
;A;210849115;6987443128057335402;73396;B;30;3000;4030;0;2
;A;212248541;6987443128057335404;73396;B;10;9975;4050;0;2
;A;213132134;6987443128057335405;70796;B;1;10000;8510;0;2
;A;214722496;6987443128057335410;73076;B;1;3000;4970;0;2
;A;214830156;6987443128057335411;74676;S;3;14950;920;0;2
