         Date              Open        High         Low       Close    Typical Price            TWAP
 2/ 7/2018  9:55: 1        4640        5490        4640        4520           4822.5           4822.5
 2/ 7/2018 10: 0: 0        4630        4640        4180        4610             4515          4668.75
 2/ 7/2018 10: 0: 1        4640        4670        4640        4670             4655          4664.17
 2/ 7/2018 10: 0: 2        4640        4640        4490        4490             4565          4639.38
 2/ 7/2018 10: 0: 3        4600        4650        4590        4650           4622.5             4636
 2/ 7/2018 10: 0: 4        4620        4620        4620        4620             4620          4633.33
 2/ 7/2018 10: 0: 7        4660        4660        4660        4660             4660          4637.14
 2/ 7/2018 10: 0: 9        4630        4630        4630        4630             4630          4636.25
 2/ 7/2018 10: 0:10        4640        4640        4640        4640             4640          4636.67
 2/ 7/2018 10: 0:11        4630        4630        4630        4630             4630             4636
 2/ 7/2018 10: 0:18        4630        4940        4630        4940             4785          4649.55
 2/ 7/2018 10: 0:19        4630        4630        4630        4630             4630          4647.92
 2/ 7/2018 10: 0:30        4630        4630        4620        4620             4625          4646.15
 2/ 7/2018 10: 0:33        4640        4640        4640        4640             4640          4645.71
 2/ 7/2018 10: 0:34        4570        4570        4570        4570             4570          4640.67
 2/ 7/2018 10: 0:39        4580        4580        4580        4580             4580          4636.88
 2/ 7/2018 10: 0:40        4620        4620        4620        4620             4620          4635.88
 2/ 7/2018 10: 0:41        4620        4620        4620        4620             4620             4635
 2/ 7/2018 10: 0:43        4600        4600        4600        4600             4600          4633.16
 2/ 7/2018 10: 0:47        4650        4650        4650        4650             4650             4634
 2/ 7/2018 10: 0:48        4660        4660        4660        4660             4660          4635.24
 2/ 7/2018 10: 0:52        4640        4640        4640        4640             4640          4635.45
 2/ 7/2018 10: 0:54        4620        4620        4620        4620             4620          4634.78
 2/ 7/2018 10: 0:56        4710        4710        4710        4710             4710          4637.92
 2/ 7/2018 10: 0:59        4630        4630        4630        4630             4630           4637.6
 2/ 7/2018 10: 1: 0        4640        4640        4530        4530             4585          4635.58
 2/ 7/2018 10: 1: 1        4630        4630        4630        4630             4630          4635.37
