         Date              Open        High         Low       Close    Typical Price            TWAP
 2/ 7/2018 10: 0:34         200         200         200         200              200              200
 2/ 7/2018 10: 0:41         210         210         190         190              200              200
 2/ 7/2018 10: 3:23         200         200         200         200              200              200
 2/ 7/2018 10: 3:24         190         190         190         190              190            197.5
 2/ 7/2018 10:15: 2         200         200         200         200              200              198
 2/ 7/2018 10:15: 8         190         190         190         190              190          196.667
 2/ 7/2018 10:15:29         200         200         200         200              200          197.143
 2/ 7/2018 10:21:57         210         210         210         210              210           198.75
 2/ 7/2018 10:21:58         200         200         200         200              200          198.889
 2/ 7/2018 10:21:59         210         210         200         200              205            199.5
 2/ 7/2018 10:30:21         210         210         210         210              210          200.455
 2/ 7/2018 10:30:22         200         200         200         200              200          200.417
 2/ 7/2018 10:33:56         190         190         190         190              190          199.615
 2/ 7/2018 10:43:10         200         200         200         200              200          199.643
 2/ 7/2018 10:49:15         190         190         190         190              190              199
 2/ 7/2018 10:54:28         210         210         200         200              205          199.375
 2/ 7/2018 10:54:47         190         190         190         190              190          198.824
 2/ 7/2018 11:17:30         180         180         180         180              180          197.778
 2/ 7/2018 11:17:33         190         190         190         190              190          197.368
 2/ 7/2018 11:17:35         180         180         180         180              180            196.5
 2/ 7/2018 11:17:53         190         190         190         190              190           196.19
 2/ 7/2018 11:21:24         180         180         180         180              180          195.455
 2/ 7/2018 11:24:40         190         190         190         190              190          195.217
 2/ 7/2018 11:41:22         180         180         180         180              180          194.583
 2/ 7/2018 11:47:20         190         190         190         190              190            194.4
 2/ 7/2018 11:53:53         180         190         180         190              185          194.038
 2/ 7/2018 11:53:54         180         180         180         180              180          193.519
 2/ 7/2018 11:55: 3         190         190         190         190              190          193.393
 2/ 7/2018 11:55:19         180         180         180         180              180          192.931
 2/ 7/2018 11:55:20         190         190         190         190              190          192.833
 2/ 7/2018 11:55:34         180         180         180         180              180          192.419
 2/ 7/2018 11:55:37         190         190         190         190              190          192.344
 2/ 7/2018 11:55:38         180         180         180         180              180           191.97
 2/ 7/2018 11:55:40         190         190         190         190              190          191.912
 2/ 7/2018 11:55:50         180         180         180         180              180          191.571
 2/ 7/2018 11:58:33         190         190         190         190              190          191.528
 2/ 7/2018 11:58:53         180         190         180         190              185          191.351
 2/ 7/2018 11:59:26         180         190         180         190              185          191.184
 2/ 7/2018 12: 1: 7         180         180         180         180              180          190.897
 2/ 7/2018 12: 1: 8         190         190         190         190              190          190.875
 2/ 7/2018 12:14: 6         180         180         180         180              180           190.61
 2/ 7/2018 12:17:53         190         190         190         190              190          190.595
 2/ 7/2018 12:18: 9         180         180         180         180              180          190.349
 2/ 7/2018 12:18:34         190         190         180         180              185          190.227
 2/ 7/2018 14: 0:25         180         180         180         180              180              190
 2/ 7/2018 14: 7:25         190         190         190         190              190              190
 2/ 7/2018 14: 8:14         180         180         180         180              180          189.787
 2/ 7/2018 16:11:56         190         190         190         190              190          189.792
 2/ 7/2018 16:30:24         180         180         180         180              180          189.592
 2/ 7/2018 16:33:28         190         190         190         190              190            189.6
 2/ 7/2018 16:33:39         180         180         180         180              180          189.412
 2/ 7/2018 17:10: 5         170         170         170         170              170          189.038
 2/ 7/2018 17:10:15         180         180         180         180              180          188.868
 2/ 7/2018 17:11: 6         170         170         170         170              170          188.519
 2/ 7/2018 17:11:41         180         180         180         180              180          188.364
 2/ 7/2018 17:11:51         170         170         170         170              170          188.036
 2/ 7/2018 17:19: 0         180         180         180         180              180          187.895
 2/ 7/2018 17:19:11         180         180         180         180              180          187.759
 2/ 7/2018 17:20: 1         170         170         170         170              170          187.458
 2/ 7/2018 17:20:11         170         170         170         170              170          187.167
 2/ 7/2018 17:20:15         180         180         180         180              180          187.049
 2/ 7/2018 17:20:19         170         170         170         170              170          186.774
 2/ 7/2018 17:20:28         180         180         180         180              180          186.667
 2/ 7/2018 17:20:29         170         170         170         170              170          186.406
 2/ 7/2018 17:36: 9         170         170         170         170              170          186.154
 2/ 7/2018 17:52:48         180         180         180         180              180          186.061
 2/ 7/2018 17:52:58         180         180         180         180              180           185.97
