         Date              Open        High         Low       Close     Typical Price        TWAP    Message Count
10/ 7/2018  0: 2: 1         110         110         110         110               110         110           1
10/ 7/2018  0: 2:24         120         120         120         120               120         115           1
10/ 7/2018 27: 2:14         140         140         140         140               140     123.333           1
10/ 7/2018 51: 2:30         110         110         110         110               110         120           1
10/ 7/2018 55: 2:49         130         130         130         130               130         122           1
10/ 7/2018 55: 2:57         120         120         120         120               120     121.667           1
10/ 7/2018 55: 2:59         130         130         120         120               125     122.143           2
10/ 7/2018 56: 2: 0         130         130         130         130               130     123.125           1
10/ 7/2018 56: 2: 1         120         120         120         120               120     122.778           1
10/ 7/2018 56: 2:27         130         130         130         130               130       123.5           1
10/ 7/2018 56: 2:29         120         120         120         120               120     123.182           1
10/ 7/2018 56: 2:31         130         130         130         130               130      123.75           1
10/ 7/2018 56: 2:32         120         120         120         120               120     123.462           1
10/ 7/2018 56: 2:33         130         130         130         130               130     123.929           1
10/ 7/2018 56: 2:48         120         120         120         120               120     123.667           1
10/ 7/2018 56: 2:53         130         130         130         130               130     124.062           1
10/ 7/2018 56: 2:54         120         120         120         120               120     123.824           1
10/ 7/2018 57: 2:15         130         130         130         130               130     124.167           1
10/ 7/2018 57: 2:23         120         120         120         120               120     123.947           1
10/ 7/2018 57: 2:30         130         130         130         130               130      124.25           1
10/ 7/2018 57: 2:31         120         120         120         120               120     124.048           1
10/ 7/2018 57: 2:32         130         130         130         130               130     124.318           1
10/ 7/2018 57: 2:36         120         120         120         120               120      124.13           1
10/ 7/2018 57: 2:41         130         130         130         130               130     124.375           1
10/ 7/2018 57: 2:43         120         120         120         120               120       124.2           1
10/ 7/2018 57: 2:44         130         130         130         130               130     124.423           1
10/ 7/2018 57: 2:45         120         120         120         120               120     124.259           1
10/ 7/2018 57: 2:46         130         130         130         130               130     124.464           1
10/ 7/2018 57: 2:49         120         120         120         120               120      124.31           1
10/ 7/2018 57: 2:50         130         130         130         130               130       124.5           1
10/ 7/2018 58: 2: 1         120         120         120         120               120     124.355           1
10/ 7/2018 58: 2: 3         130         130         130         130               130     124.531           1
10/ 7/2018 58: 2: 4         120         120         120         120               120     124.394           1
10/ 7/2018 58: 2:13         130         130         130         130               130     124.559           1
10/ 7/2018 58: 2:17         120         120         120         120               120     124.429           1
10/ 7/2018 58: 2:45         130         130         130         130               130     124.583           1
10/ 7/2018 58: 2:46         120         120         120         120               120     124.459           1
10/ 7/2018 58: 2:57         130         130         120         120               125     124.474           2
10/ 7/2018 58: 2:58         130         130         130         130               130     124.615           1
10/ 7/2018 59: 2: 0         120         120         120         120               120       124.5           1
10/ 7/2018 59: 2:15         130         130         130         130               130     124.634           1
10/ 7/2018 59: 2:16         120         120         120         120               120     124.524           1
10/ 7/2018 59: 2:17         130         130         130         130               130     124.651           1
10/ 7/2018 59: 2:19         120         120         120         120               120     124.545           1
10/ 7/2018 59: 2:20         130         130         130         130               130     124.667           1
10/ 7/2018 59: 2:25         120         120         120         120               120     124.565           1
10/ 7/2018 59: 2:26         130         130         130         130               130     124.681           1
10/ 7/2018 59: 2:42         120         120         120         120               120     124.583           1
10/ 7/2018 59: 2:51         130         130         130         130               130     124.694           1
10/ 7/2018 59: 2:52         120         120         120         120               120       124.6           1
14/ 7/2018  0: 2:31         120         120         120         120               120      124.51           1
16/ 7/2018 10: 2:19         130         130         130         130               130     124.615           1
16/ 7/2018 11: 2:32         120         120         120         120               120     124.528           1
16/ 7/2018 11: 2:33         130         130         130         130               130      124.63           1
16/ 7/2018 11: 2:42         120         120         120         120               120     124.545           1
