         Date              Open        High         Low       Close     Typical Price        TWAP    Message Count
10/ 7/2018  0: 2:34         200         200         200         200               200         200           1
10/ 7/2018  0: 2:36         210         210         210         210               210         205           1
10/ 7/2018  1: 2:16         190         190         190         190               190         200           1
10/ 7/2018  2: 2:36         200         200         200         200               200         200           1
10/ 7/2018  2: 2:39         210         210         210         210               210         202           1
10/ 7/2018  3: 2: 4         200         200         200         200               200     201.667           1
10/ 7/2018  3: 2:27         210         210         210         210               210     202.857           1
10/ 7/2018 16: 2: 9         200         200         200         200               200       202.5           1
10/ 7/2018 20: 2:54         210         210         210         210               210     203.333           1
10/ 7/2018 21: 2: 1         200         210         200         210               205       203.5           2
10/ 7/2018 21: 2:10         200         200         200         200               200     203.182           1
10/ 7/2018 21: 2:11         210         210         210         210               210      203.75           1
10/ 7/2018 22: 2: 4         200         200         200         200               200     203.462           1
10/ 7/2018 22: 2:12         210         210         210         210               210     203.929           1
10/ 7/2018 22: 2:23         200         200         200         200               200     203.667           1
10/ 7/2018 22: 2:52         210         210         210         210               210     204.062           1
10/ 7/2018 23: 2: 8         200         200         200         200               200     203.824           1
10/ 7/2018 23: 2:20         210         210         210         210               210     204.167           1
10/ 7/2018 34: 2:54         200         200         200         200               200     203.947           1
10/ 7/2018 45: 2:41         200         200         200         200               200      203.75           1
10/ 7/2018 45: 2:56         210         210         210         210               210     204.048           1
10/ 7/2018 47: 2:15         210         210         210         210               210     204.318           1
11/ 7/2018 12: 2:18         220         220         220         220               220         205           1
11/ 7/2018 12: 2:26         200         200         200         200               200     204.792           1
11/ 7/2018 12: 2:41         210         210         210         210               210         205           1
11/ 7/2018 13: 2:15         210         210         210         210               210     205.192           1
11/ 7/2018 17: 2:36         220         220         220         220               220     205.741           1
11/ 7/2018 17: 2:59         210         210         210         210               210     205.893           1
11/ 7/2018 21: 2:44         220         220         220         220               220     206.379           1
11/ 7/2018 22: 2:49         210         210         210         210               210       206.5           1
11/ 7/2018 23: 2: 2         230         230         230         230               230     207.258           1
11/ 7/2018 23: 2: 3         210         210         210         210               210     207.344           1
11/ 7/2018 23: 2:17         220         220         220         220               220     207.727           1
11/ 7/2018 24: 2: 1         210         210         210         210               210     207.794           1
11/ 7/2018 24: 2:16         230         230         230         230               230     208.429           1
11/ 7/2018 24: 2:18         220         220         220         220               220      208.75           1
11/ 7/2018 24: 2:33         220         220         220         220               220     209.054           1
11/ 7/2018 24: 2:43         230         230         230         230               230     209.605           1
11/ 7/2018 24: 2:55         240         240         240         240               240     210.385           1
11/ 7/2018 25: 2: 2         250         250         250         250               250     211.375           1
11/ 7/2018 25: 2:11         210         210         210         210               210     211.341           1
11/ 7/2018 38: 2:19         220         220         220         220               220     211.548           1
11/ 7/2018 38: 2:27         210         210         210         210               210     211.512           1
11/ 7/2018 39: 2: 8         220         220         220         220               220     211.705           1
11/ 7/2018 47: 2:20         210         210         210         210               210     211.667           1
11/ 7/2018 54: 2: 0         220         220         220         220               220     211.848           1
12/ 7/2018  5: 2:52         210         210         210         210               210     211.809           1
12/ 7/2018  7: 2: 7         220         220         220         220               220     211.979           1
12/ 7/2018  7: 2:27         210         210         210         210               210     211.939           1
12/ 7/2018  7: 2:29         220         220         220         220               220       212.1           1
12/ 7/2018  8: 2:38         210         210         210         210               210     212.059           1
12/ 7/2018 11: 2:11         220         220         220         220               220     212.212           1
12/ 7/2018 11: 2:13         210         210         210         210               210      212.17           1
12/ 7/2018 12: 2:33         220         220         220         220               220     212.315           1
12/ 7/2018 13: 2:34         230         230         230         230               230     212.636           1
12/ 7/2018 13: 2:40         220         230         220         230               225     212.857           2
12/ 7/2018 13: 2:45         220         220         220         220               220     212.982           1
12/ 7/2018 13: 2:51         230         230         230         230               230     213.276           1
12/ 7/2018 14: 2: 3         240         240         240         240               240     213.729           1
12/ 7/2018 14: 2: 4         230         230         230         230               230         214           1
12/ 7/2018 14: 2:18         250         250         230         230               240     214.426           2
12/ 7/2018 14: 2:33         250         250         250         250               250         215           1
12/ 7/2018 14: 2:34         230         230         230         230               230     215.238           1
12/ 7/2018 14: 2:52         240         240         240         240               240     215.625           1
12/ 7/2018 14: 2:53         230         230         230         230               230     215.846           1
12/ 7/2018 15: 2:10         240         240         240         240               240     216.212           1
12/ 7/2018 15: 2:11         230         230         230         230               230     216.418           1
