         Date              Open        High         Low       Close     Typical Price        TWAP    Message Count
 9/ 7/2018 55: 2: 1        5120        5120        3860        4130            4557.5      4557.5          36
10/ 7/2018  0: 2: 0        4310        4420        4310        4420              4365     4461.25          12
10/ 7/2018  5: 2:54        4270        4270        4270        4270              4270      4397.5           1
10/ 7/2018 10: 2: 3        4270        4270        4270        4270              4270     4365.62           1
10/ 7/2018 12: 2:53        4440        4440        4440        4440              4440      4380.5           1
10/ 7/2018 13: 2: 5        4450        4450        4450        4450              4450     4392.08           1
10/ 7/2018 13: 2:15        4460        4460        4460        4460              4460     4401.79           1
10/ 7/2018 24: 2:44        4170        4260        4170        4260              4215     4378.44           2
10/ 7/2018 25: 2: 4        4270        4270        4270        4270              4270     4366.39           1
10/ 7/2018 34: 2:13        4270        4270        4270        4270              4270     4356.75           1
10/ 7/2018 34: 2:53        4270        4270        4270        4270              4270     4348.86           1
10/ 7/2018 53: 2:35        4250        4250        4250        4250              4250     4340.62           1
10/ 7/2018 53: 2:54        4420        4420        4420        4420              4420     4346.73           1
11/ 7/2018 16: 2:59        4260        4260        4260        4260              4260     4340.54           1
11/ 7/2018 36: 2:49        4000        4000        4000        4000              4000     4317.83           1
11/ 7/2018 37: 2:47        4000        4000        4000        4000              4000     4297.97           1
12/ 7/2018 23: 2:22        4260        4260        4260        4260              4260     4295.74           1
12/ 7/2018 37: 2:24        4260        4260        4260        4260              4260     4293.75           1
12/ 7/2018 54: 2:59        4260        4260        4260        4260              4260     4291.97           1
13/ 7/2018 55: 2:19        5120        5120        3860        4440              4635     4309.12          58
14/ 7/2018  3: 2: 4        4260        4260        4260        4260              4260     4306.79           1
14/ 7/2018  5: 2:56        4220        4220        4220        4220              4220     4302.84           1
14/ 7/2018 12: 2:26        4270        4270        4270        4270              4270     4301.41           1
14/ 7/2018 18: 2:47        4260        4260        4260        4260              4260     4299.69           1
14/ 7/2018 28: 2:17        4260        4260        4260        4260              4260      4298.1           1
14/ 7/2018 28: 2:27        4250        4250        4250        4250              4250     4296.25           1
14/ 7/2018 37: 2:20        4270        4270        4270        4270              4270     4295.28           1
14/ 7/2018 43: 2:53        4260        4260        4260        4260              4260     4294.02           1
14/ 7/2018 44: 2:35        4260        4260        4260        4260              4260     4292.84           1
14/ 7/2018 45: 2:39        4270        4270        4270        4270              4270     4292.08           1
14/ 7/2018 46: 2:43        4260        4260        4260        4260              4260     4291.05           1
14/ 7/2018 47: 2:37        4250        4250        4250        4250              4250     4289.77           1
14/ 7/2018 47: 2:52        4260        4260        4260        4260              4260     4288.86           1
14/ 7/2018 49: 2:52        4260        4260        4260        4260              4260     4288.01           1
14/ 7/2018 49: 2:54        4260        4260        4260        4260              4260     4287.21           1
14/ 7/2018 49: 2:57        4270        4270        4270        4270              4270     4286.74           1
15/ 7/2018 30: 2: 9        4250        4250        4250        4250              4250     4285.74           1
15/ 7/2018 30: 2:37        4250        4250        4250        4250              4250      4284.8           1
15/ 7/2018 31: 2:24        4250        4250        4250        4250              4250     4283.91           1
15/ 7/2018 31: 2:48        4250        4250        4250        4250              4250     4283.06           1
15/ 7/2018 31: 2:50        4250        4250        4250        4250              4250     4282.26           1
15/ 7/2018 32: 2:20        4250        4250        4250        4250              4250     4281.49           1
15/ 7/2018 32: 2:58        4250        4250        4250        4250              4250     4280.76           1
15/ 7/2018 33: 2:45        4250        4250        4250        4250              4250     4280.06           1
15/ 7/2018 34: 2: 9        4250        4250        4250        4250              4250     4279.39           1
15/ 7/2018 34: 2:15        4250        4250        4250        4250              4250     4278.75           1
15/ 7/2018 34: 2:45        4250        4250        4250        4250              4250     4278.14           1
15/ 7/2018 34: 2:54        4260        4260        4260        4260              4260     4277.76           1
15/ 7/2018 36: 2:39        4250        4250        4250        4250              4250     4277.19           1
15/ 7/2018 37: 2:19        4250        4250        4250        4250              4250     4276.65           2
15/ 7/2018 37: 2:20        4250        4250        4250        4250              4250     4276.13           2
16/ 7/2018  1: 2:19        4250        4250        4250        4250              4250     4275.62           1
16/ 7/2018 14: 2: 6        4250        4250        4250        4250              4250     4275.14           1
16/ 7/2018 15: 2:35        4250        4250        4250        4250              4250     4274.68           1
16/ 7/2018 34: 2:31        4240        4240        4240        4240              4240     4274.05           1
16/ 7/2018 38: 2:34        4240        4240        4240        4240              4240     4273.44           1
16/ 7/2018 38: 2:44        4250        4250        4250        4250              4250     4273.03           2
16/ 7/2018 38: 2:45        4250        4250        4250        4250              4250     4272.63           2
16/ 7/2018 38: 2:46        4250        4250        4250        4250              4250     4272.25           4
16/ 7/2018 39: 2:29        4250        4250        4250        4250              4250     4271.88           1
16/ 7/2018 40: 2:14        4250        4250        4250        4250              4250     4271.52           1
16/ 7/2018 40: 2:15        4250        4250        4250        4250              4250     4271.17           1
16/ 7/2018 40: 2:16        4250        4250        4250        4250              4250     4270.83           1
16/ 7/2018 41: 2: 3        4250        4250        4250        4250              4250     4270.51           3
16/ 7/2018 41: 2: 4        4250        4250        4250        4250              4250     4270.19           3
16/ 7/2018 43: 2:57        4260        4260        4260        4260              4260     4270.04           1
16/ 7/2018 44: 2:16        4470        4470        4470        4470              4470     4273.02           1
16/ 7/2018 45: 2: 1        4250        4250        4250        4250              4250     4272.68           1
17/ 7/2018 13: 2:58        4260        4260        4260        4260              4260      4272.5           1
17/ 7/2018 14: 2: 6        4250        4250        4250        4250              4250     4272.18           1
18/ 7/2018  5: 2: 5        5120        5120        3860        4380              4620     4277.08          60
18/ 7/2018  8: 2: 0        5120        5120        3860        4260              4590     4281.42          61
