         Date              Open        High         Low       Close     Typical Price        TWAP    Message Count
10/ 7/2018  0: 2: 3          50          50          50          50                50          50           1
10/ 7/2018 28: 2:14          50          50          50          50                50          50           1
10/ 7/2018 50: 2: 7          50          50          50          50                50          50           1
11/ 7/2018  1: 2: 1          50          50          50          50                50          50           1
14/ 7/2018  0: 2: 0          50          50          50          50                50          50           1
14/ 7/2018 52: 2:22          50          50          50          50                50          50           1
16/ 7/2018 14: 2:25          40          40          40          40                40     48.5714           1
16/ 7/2018 20: 2: 9          50          50          50          50                50       48.75           1
16/ 7/2018 38: 2:23          40          40          40          40                40     47.7778           1
16/ 7/2018 41: 2:50          50          50          50          50                50          48           1
16/ 7/2018 45: 2:45          40          40          40          40                40     47.2727           1
16/ 7/2018 45: 2:46          50          50          50          50                50        47.5           1
16/ 7/2018 45: 2:47          40          40          40          40                40     46.9231           1
16/ 7/2018 45: 2:51          50          50          50          50                50     47.1429           1
16/ 7/2018 45: 2:52          40          40          40          40                40     46.6667           1
16/ 7/2018 46: 2: 1          50          50          50          50                50      46.875           1
16/ 7/2018 46: 2: 2          40          40          40          40                40     46.4706           1
16/ 7/2018 46: 2: 6          50          50          50          50                50     46.6667           1
16/ 7/2018 46: 2: 7          40          40          40          40                40     46.3158           1
16/ 7/2018 46: 2: 8          40          40          40          40                40          46           1
16/ 7/2018 46: 2: 9          50          50          50          50                50     46.1905           1
16/ 7/2018 46: 2:10          50          50          50          50                50     46.3636           1
16/ 7/2018 46: 2:11          50          50          50          50                50     46.5217           1
16/ 7/2018 46: 2:12          40          40          40          40                40       46.25           1
16/ 7/2018 46: 2:16          50          50          50          50                50        46.4           1
16/ 7/2018 46: 2:17          50          50          50          50                50     46.5385           1
16/ 7/2018 46: 2:18          40          40          40          40                40     46.2963           1
16/ 7/2018 46: 2:19          50          50          50          50                50     46.4286           1
16/ 7/2018 46: 2:21          40          40          40          40                40     46.2069           1
16/ 7/2018 46: 2:23          50          50          50          50                50     46.3333           1
16/ 7/2018 46: 2:24          40          40          40          40                40      46.129           1
16/ 7/2018 46: 2:25          50          50          50          50                50       46.25           1
16/ 7/2018 46: 2:31          40          40          40          40                40     46.0606           1
16/ 7/2018 46: 2:32          50          50          50          50                50     46.1765           1
16/ 7/2018 46: 2:37          40          40          40          40                40          46           1
16/ 7/2018 46: 2:39          50          50          50          50                50     46.1111           1
16/ 7/2018 46: 2:40          40          40          40          40                40     45.9459           1
16/ 7/2018 46: 2:43          50          50          50          50                50     46.0526           1
16/ 7/2018 46: 2:46          40          40          40          40                40     45.8974           1
16/ 7/2018 46: 2:47          50          50          50          50                50          46           1
16/ 7/2018 47: 2: 2          40          40          40          40                40     45.8537           1
16/ 7/2018 47: 2: 3          50          50          50          50                50     45.9524           1
16/ 7/2018 47: 2: 8          40          40          40          40                40      45.814           1
16/ 7/2018 47: 2: 9          40          40          40          40                40     45.6818           1
16/ 7/2018 47: 2:10          50          50          50          50                50     45.7778           1
16/ 7/2018 47: 2:11          40          40          40          40                40     45.6522           1
16/ 7/2018 47: 2:16          50          50          50          50                50     45.7447           1
16/ 7/2018 47: 2:17          40          40          40          40                40      45.625           1
16/ 7/2018 47: 2:19          50          50          50          50                50     45.7143           1
16/ 7/2018 47: 2:20          40          40          40          40                40        45.6           1
16/ 7/2018 47: 2:21          50          50          50          50                50     45.6863           1
16/ 7/2018 47: 2:22          50          50          50          50                50     45.7692           1
16/ 7/2018 47: 2:23          40          40          40          40                40     45.6604           1
16/ 7/2018 47: 2:26          50          50          50          50                50     45.7407           1
16/ 7/2018 47: 2:29          40          40          40          40                40     45.6364           1
16/ 7/2018 47: 2:31          50          50          50          50                50     45.7143           1
16/ 7/2018 47: 2:32          40          40          40          40                40      45.614           1
16/ 7/2018 47: 2:36          50          50          50          50                50     45.6897           1
16/ 7/2018 47: 2:37          40          40          40          40                40     45.5932           1
16/ 7/2018 47: 2:47          50          50          50          50                50     45.6667           1
16/ 7/2018 47: 2:48          40          40          40          40                40     45.5738           1
16/ 7/2018 48: 2:13          50          50          50          50                50     45.6452           1
16/ 7/2018 48: 2:14          40          40          40          40                40     45.5556           1
16/ 7/2018 48: 2:15          50          50          50          50                50      45.625           1
