         Date              Open        High         Low       Close     Typical Price        TWAP    Message Count
10/ 7/2018  0: 2: 3         400         400         400         400               400         400           1
10/ 7/2018  5: 2:38         410         410         410         410               410         405           1
10/ 7/2018 10: 2:30         400         400         400         400               400     403.333           1
10/ 7/2018 16: 2: 7         410         410         410         410               410         405           1
10/ 7/2018 19: 2:19         420         420         420         420               420         408           1
10/ 7/2018 19: 2:25         410         410         410         410               410     408.333           1
10/ 7/2018 19: 2:26         420         420         420         420               420         410           1
10/ 7/2018 19: 2:27         410         410         410         410               410         410           1
10/ 7/2018 19: 2:28         420         420         420         420               420     411.111           1
10/ 7/2018 19: 2:34         410         410         410         410               410         411           1
10/ 7/2018 19: 2:35         420         420         420         420               420     411.818           1
10/ 7/2018 19: 2:36         420         420         420         420               420       412.5           1
10/ 7/2018 19: 2:37         410         410         410         410               410     412.308           1
10/ 7/2018 19: 2:39         420         420         420         420               420     412.857           1
10/ 7/2018 19: 2:46         410         410         410         410               410     412.667           1
10/ 7/2018 19: 2:47         410         410         410         410               410       412.5           1
10/ 7/2018 19: 2:49         420         420         420         420               420     412.941           1
10/ 7/2018 19: 2:51         410         410         410         410               410     412.778           1
10/ 7/2018 19: 2:52         420         420         420         420               420     413.158           1
10/ 7/2018 19: 2:56         410         410         410         410               410         413           1
10/ 7/2018 19: 2:57         420         420         420         420               420     413.333           1
10/ 7/2018 19: 2:59         410         410         410         410               410     413.182           1
10/ 7/2018 20: 2: 0         420         420         420         420               420     413.478           1
10/ 7/2018 20: 2: 1         420         420         420         420               420      413.75           1
10/ 7/2018 20: 2: 5         410         410         410         410               410       413.6           1
10/ 7/2018 20: 2: 7         420         420         420         420               420     413.846           1
10/ 7/2018 20: 2:27         410         410         410         410               410     413.704           1
10/ 7/2018 20: 2:49         430         430         430         430               430     414.286           1
10/ 7/2018 28: 2:14         410         410         410         410               410     414.138           1
10/ 7/2018 31: 2:40         400         400         400         400               400     413.667           1
10/ 7/2018 35: 2:11         410         410         410         410               410     413.548           1
10/ 7/2018 49: 2: 1         400         400         400         400               400     413.125           1
10/ 7/2018 49: 2:51         390         390         390         390               390     412.424           1
10/ 7/2018 50: 2:43         400         400         400         400               400     412.059           1
11/ 7/2018 10: 2:41         390         390         390         390               390     411.429           1
11/ 7/2018 14: 2:10         400         400         400         400               400     411.111           1
11/ 7/2018 14: 2:26         390         390         390         390               390     410.541           1
11/ 7/2018 14: 2:28         400         400         400         400               400     410.263           1
11/ 7/2018 14: 2:37         390         390         390         390               390     409.744           1
11/ 7/2018 14: 2:38         400         400         400         400               400       409.5           1
11/ 7/2018 14: 2:39         390         390         390         390               390     409.024           1
11/ 7/2018 14: 2:40         400         400         400         400               400      408.81           1
11/ 7/2018 14: 2:41         390         390         390         390               390     408.372           1
11/ 7/2018 14: 2:43         400         400         400         400               400     408.182           1
11/ 7/2018 14: 2:47         390         390         390         390               390     407.778           1
11/ 7/2018 14: 2:48         400         400         400         400               400     407.609           1
11/ 7/2018 14: 2:55         390         390         390         390               390     407.234           1
11/ 7/2018 14: 2:56         400         400         400         400               400     407.083           1
11/ 7/2018 14: 2:57         390         390         390         390               390     406.735           1
11/ 7/2018 14: 2:59         400         400         400         400               400       406.6           1
11/ 7/2018 15: 2: 1         390         390         390         390               390     406.275           1
11/ 7/2018 15: 2: 3         400         400         400         400               400     406.154           1
11/ 7/2018 15: 2: 4         390         390         390         390               390     405.849           1
11/ 7/2018 15: 2:24         400         400         400         400               400     405.741           1
11/ 7/2018 15: 2:25         390         390         390         390               390     405.455           1
11/ 7/2018 15: 2:26         400         400         400         400               400     405.357           1
11/ 7/2018 15: 2:27         390         390         390         390               390     405.088           1
11/ 7/2018 15: 2:28         390         390         390         390               390     404.828           1
11/ 7/2018 15: 2:29         400         400         400         400               400     404.746           1
11/ 7/2018 15: 2:30         400         400         400         400               400     404.667           1
11/ 7/2018 15: 2:31         390         390         390         390               390     404.426           1
11/ 7/2018 15: 2:33         400         400         400         400               400     404.355           1
11/ 7/2018 15: 2:34         390         390         390         390               390     404.127           1
11/ 7/2018 15: 2:35         400         400         400         400               400     404.062           1
11/ 7/2018 15: 2:36         390         390         390         390               390     403.846           1
11/ 7/2018 15: 2:39         400         400         400         400               400     403.788           1
11/ 7/2018 15: 2:41         390         390         390         390               390     403.582           1
11/ 7/2018 15: 2:44         400         400         400         400               400     403.529           1
11/ 7/2018 15: 2:45         390         390         390         390               390     403.333           1
11/ 7/2018 15: 2:49         400         400         400         400               400     403.286           1
11/ 7/2018 15: 2:50         390         390         390         390               390     403.099           1
11/ 7/2018 15: 2:59         400         400         400         400               400     403.056           1
11/ 7/2018 16: 2: 0         390         390         390         390               390     402.877           1
11/ 7/2018 16: 2: 7         400         400         400         400               400     402.838           1
11/ 7/2018 16: 2: 8         400         400         400         400               400       402.8           1
11/ 7/2018 16: 2: 9         390         390         390         390               390     402.632           1
11/ 7/2018 16: 2:10         390         390         390         390               390     402.468           1
11/ 7/2018 16: 2:11         390         390         390         390               390     402.308           1
11/ 7/2018 16: 2:12         400         400         400         400               400     402.278           1
11/ 7/2018 16: 2:15         390         390         390         390               390     402.125           1
11/ 7/2018 16: 2:16         390         390         390         390               390     401.975           1
11/ 7/2018 16: 2:17         390         390         390         390               390     401.829           1
11/ 7/2018 16: 2:18         390         390         390         390               390     401.687           1
11/ 7/2018 16: 2:19         400         400         400         400               400     401.667           1
11/ 7/2018 16: 2:22         390         390         390         390               390     401.529           1
11/ 7/2018 16: 2:23         400         400         400         400               400     401.512           1
11/ 7/2018 16: 2:26         390         390         390         390               390     401.379           1
11/ 7/2018 16: 2:27         400         400         400         400               400     401.364           1
11/ 7/2018 16: 2:28         400         400         400         400               400     401.348           1
11/ 7/2018 16: 2:29         390         390         390         390               390     401.222           1
11/ 7/2018 16: 2:30         400         400         400         400               400     401.209           1
11/ 7/2018 16: 2:31         400         400         400         400               400     401.196           1
11/ 7/2018 16: 2:32         390         390         390         390               390     401.075           1
11/ 7/2018 16: 2:33         400         400         400         400               400     401.064           1
11/ 7/2018 16: 2:34         390         390         390         390               390     400.947           1
11/ 7/2018 16: 2:35         400         400         400         400               400     400.938           1
11/ 7/2018 16: 2:36         390         390         390         390               390     400.825           1
11/ 7/2018 16: 2:44         400         400         400         400               400     400.816           1
11/ 7/2018 16: 2:45         390         390         390         390               390     400.707           1
11/ 7/2018 17: 2:10         400         400         400         400               400       400.7           1
11/ 7/2018 17: 2:11         400         400         400         400               400     400.693           1
11/ 7/2018 17: 2:12         400         400         400         400               400     400.686           1
11/ 7/2018 17: 2:13         390         390         390         390               390     400.583           1
11/ 7/2018 17: 2:15         400         400         400         400               400     400.577           1
11/ 7/2018 17: 2:16         390         390         390         390               390     400.476           1
11/ 7/2018 17: 2:19         400         400         400         400               400     400.472           1
11/ 7/2018 17: 2:20         390         390         390         390               390     400.374           1
11/ 7/2018 17: 2:25         400         400         400         400               400      400.37           1
11/ 7/2018 17: 2:26         390         390         390         390               390     400.275           1
11/ 7/2018 17: 2:27         400         400         400         400               400     400.273           1
11/ 7/2018 17: 2:28         390         390         390         390               390      400.18           1
11/ 7/2018 17: 2:29         400         400         400         400               400     400.179           1
11/ 7/2018 17: 2:30         390         390         390         390               390     400.088           1
11/ 7/2018 17: 2:45         400         400         400         400               400     400.088           1
11/ 7/2018 17: 2:46         390         390         390         390               390         400           1
11/ 7/2018 18: 2:49         400         400         400         400               400         400           1
11/ 7/2018 18: 2:50         390         390         390         390               390     399.915           1
11/ 7/2018 19: 2:10         400         400         400         400               400     399.915           1
11/ 7/2018 19: 2:11         390         390         390         390               390     399.832           1
11/ 7/2018 19: 2:41         400         400         400         400               400     399.833           1
11/ 7/2018 30: 2:14         390         390         390         390               390     399.752           1
11/ 7/2018 30: 2:15         390         390         390         390               390     399.672           1
11/ 7/2018 30: 2:30         400         400         400         400               400     399.675           1
11/ 7/2018 30: 2:31         390         390         390         390               390     399.597           1
11/ 7/2018 30: 2:45         400         400         400         400               400       399.6           1
11/ 7/2018 30: 2:46         390         390         390         390               390     399.524           1
11/ 7/2018 30: 2:59         400         400         400         400               400     399.528           1
11/ 7/2018 31: 2: 1         390         390         390         390               390     399.453           1
11/ 7/2018 31: 2:14         400         400         400         400               400     399.457           1
11/ 7/2018 31: 2:15         390         390         390         390               390     399.385           1
11/ 7/2018 31: 2:55         400         400         400         400               400     399.389           1
11/ 7/2018 31: 2:56         390         390         390         390               390     399.318           1
11/ 7/2018 31: 2:59         400         400         400         400               400     399.323           1
11/ 7/2018 32: 2: 1         390         390         390         390               390     399.254           1
11/ 7/2018 32: 2: 3         400         400         400         400               400     399.259           1
11/ 7/2018 32: 2: 4         390         390         390         390               390     399.191           1
11/ 7/2018 32: 2:23         400         400         400         400               400     399.197           1
11/ 7/2018 40: 2:33         390         390         390         390               390      399.13           1
11/ 7/2018 40: 2:44         400         400         400         400               400     399.137           1
11/ 7/2018 40: 2:46         390         390         390         390               390     399.071           1
11/ 7/2018 40: 2:47         400         400         400         400               400     399.078           1
11/ 7/2018 40: 2:48         390         390         390         390               390     399.014           1
11/ 7/2018 40: 2:54         400         400         400         400               400     399.021           1
11/ 7/2018 40: 2:55         390         390         390         390               390     398.958           1
11/ 7/2018 55: 2: 3         380         380         380         380               380     398.828           1
11/ 7/2018 59: 2:10         390         390         390         390               390     398.767           1
11/ 7/2018 59: 2:11         380         380         380         380               380     398.639           1
11/ 7/2018 59: 2:20         390         390         390         390               390     398.581           1
11/ 7/2018 59: 2:21         380         380         380         380               380     398.456           1
11/ 7/2018 59: 2:22         390         390         390         390               390       398.4           1
11/ 7/2018 59: 2:23         380         380         380         380               380     398.278           1
11/ 7/2018 59: 2:26         390         390         390         390               390     398.224           1
11/ 7/2018 59: 2:27         380         380         380         380               380     398.105           1
11/ 7/2018 59: 2:35         390         390         390         390               390     398.052           1
11/ 7/2018 59: 2:36         380         380         380         380               380     397.935           1
11/ 7/2018 59: 2:46         390         390         390         390               390     397.885           1
11/ 7/2018 59: 2:47         380         380         380         380               380     397.771           1
12/ 7/2018  0: 2: 6         390         390         390         390               390     397.722           1
12/ 7/2018  0: 2: 7         380         380         380         380               380      397.61           1
12/ 7/2018  2: 2: 1         390         390         390         390               390     397.562           1
12/ 7/2018  2: 2: 2         380         380         380         380               380     397.453           1
12/ 7/2018  2: 2: 9         390         390         390         390               390     397.407           1
12/ 7/2018  2: 2:10         380         380         380         380               380     397.301           1
12/ 7/2018  2: 2:53         390         390         390         390               390     397.256           1
12/ 7/2018  2: 2:54         380         380         380         380               380     397.152           1
12/ 7/2018  6: 2:52         390         390         390         390               390     397.108           1
12/ 7/2018  7: 2:43         380         380         380         380               380     397.006           1
12/ 7/2018  8: 2:39         390         390         390         390               390     396.964           1
12/ 7/2018 35: 2:26         400         400         400         400               400     396.982           1
12/ 7/2018 37: 2:32         390         390         390         390               390     396.941           1
12/ 7/2018 39: 2:37         400         400         400         400               400     396.959           1
12/ 7/2018 41: 2:24         390         390         390         390               390     396.919           1
14/ 7/2018  0: 2: 0         390         390         390         390               390     396.879           1
14/ 7/2018 46: 2:25         300         300         300         300               300     396.322           1
15/ 7/2018 36: 2:15         400         400         400         400               400     396.343           1
15/ 7/2018 37: 2:47         390         390         390         390               390     396.307           1
15/ 7/2018 46: 2:20         400         400         400         400               400     396.328           1
16/ 7/2018  1: 2:12         390         390         390         390               390     396.292           1
16/ 7/2018 14: 2:45         400         400         400         400               400     396.313           1
16/ 7/2018 15: 2:55         310         310         310         310               310     395.833           1
16/ 7/2018 36: 2:24         390         390         390         390               390     395.801           1
16/ 7/2018 37: 2:21         400         400         400         400               400     395.824           1
16/ 7/2018 38: 2:37         390         390         390         390               390     395.792           1
16/ 7/2018 40: 2:53         400         400         400         400               400     395.815           1
16/ 7/2018 44: 2:23         410         410         410         410               410     395.892           1
16/ 7/2018 45: 2:52         400         400         400         400               400     395.914           1
16/ 7/2018 50: 2:51         410         410         410         410               410     395.989           1
16/ 7/2018 50: 2:55         400         400         400         400               400     396.011           1
16/ 7/2018 51: 2: 9         410         410         410         410               410     396.085           1
16/ 7/2018 51: 2:24         400         400         400         400               400     396.105           1
16/ 7/2018 59: 2:45         390         390         390         390               390     396.073           1
17/ 7/2018  8: 2:52         380         380         380         380               380      395.99           1
17/ 7/2018  8: 2:53         380         380         380         380               380     395.907           1
17/ 7/2018  9: 2: 0         390         390         390         390               390     395.876           1
17/ 7/2018  9: 2:10         380         380         380         380               380     395.795           1
17/ 7/2018  9: 2:11         380         380         380         380               380     395.714           1
17/ 7/2018  9: 2:15         390         390         390         390               390     395.685           1
17/ 7/2018  9: 2:16         390         390         390         390               390     395.657           1
17/ 7/2018  9: 2:17         380         380         380         380               380     395.578           1
17/ 7/2018  9: 2:18         390         390         390         390               390      395.55           1
17/ 7/2018  9: 2:19         390         390         390         390               390     395.522           1
17/ 7/2018  9: 2:21         380         380         380         380               380     395.446           1
17/ 7/2018  9: 2:25         390         390         390         390               390     395.419           1
17/ 7/2018  9: 2:26         380         380         380         380               380     395.343           1
17/ 7/2018 10: 2:26         390         390         390         390               390     395.317           1
17/ 7/2018 10: 2:27         380         380         380         380               380     395.243           1
17/ 7/2018 10: 2:31         390         390         390         390               390     395.217           1
17/ 7/2018 10: 2:32         390         390         390         390               390     395.192           1
17/ 7/2018 10: 2:33         380         380         380         380               380      395.12           1
17/ 7/2018 10: 2:35         390         390         390         390               390     395.095           1
17/ 7/2018 10: 2:38         380         380         380         380               380     395.024           1
17/ 7/2018 10: 2:44         390         390         390         390               390         395           1
17/ 7/2018 14: 2:21         400         400         400         400               400     395.023           1
17/ 7/2018 14: 2:22         390         390         390         390               390         395           1
17/ 7/2018 14: 2:27         400         400         400         400               400     395.023           1
17/ 7/2018 14: 2:28         390         390         390         390               390         395           1
17/ 7/2018 14: 2:29         400         400         400         400               400     395.023           1
17/ 7/2018 18: 2:55         390         390         390         390               390         395           1
17/ 7/2018 19: 2: 9         400         400         400         400               400     395.023           1
17/ 7/2018 19: 2:10         390         390         390         390               390         395           1
17/ 7/2018 19: 2:19         400         400         400         400               400     395.023           1
17/ 7/2018 19: 2:20         390         390         390         390               390         395           1
17/ 7/2018 19: 2:21         390         390         390         390               390     394.978           1
17/ 7/2018 20: 2:32         400         400         400         400               400         395           1
17/ 7/2018 20: 2:33         390         390         390         390               390     394.978           1
17/ 7/2018 20: 2:34         390         390         390         390               390     394.956           1
17/ 7/2018 20: 2:41         400         400         400         400               400     394.978           1
