         Date              Open        High         Low       Close     Typical Price        TWAP    Message Count
 9/ 7/2018 55: 2: 1        2870        2910        2870        2440            2772.5      2772.5         258
10/ 7/2018  0: 2: 0        2580        2890        2400        2430              2575     2673.75          23
10/ 7/2018  0: 2: 1        2410        2900        2410        2900              2655      2667.5           6
10/ 7/2018  0: 2: 2        2440        2770        2440        2770              2605     2651.88           2
10/ 7/2018  0: 2: 3        2470        2470        2430        2430              2450      2611.5           2
10/ 7/2018  0: 2: 4        2370        2370        2370        2370              2370     2571.25           1
10/ 7/2018  0: 2: 7        2440        2440        2440        2440              2440      2552.5           1
10/ 7/2018  0: 2: 9        2430        2430        2430        2430              2430     2537.19           1
10/ 7/2018  0: 2:10        2410        2410        2410        2410              2410     2523.06           1
10/ 7/2018  0: 2:15        2470        2470        2470        2470              2470     2517.75           1
10/ 7/2018  0: 2:16        2430        2430        2430        2430              2430     2509.77           1
10/ 7/2018  0: 2:17        2900        2900        2900        2900              2900     2542.29           1
10/ 7/2018  0: 2:19        2440        2440        2440        2440              2440     2534.42           1
10/ 7/2018  0: 2:30        2430        2430        2430        2430              2430     2526.96           1
10/ 7/2018  0: 2:32        2340        2340        2340        2340              2340      2514.5           1
10/ 7/2018  0: 2:53        2520        2520        2520        2520              2520     2514.84           1
10/ 7/2018  1: 2:21        2420        2420        2420        2420              2420     2509.26           1
10/ 7/2018  1: 2:22        2400        2400        2400        2400              2400     2503.19           1
10/ 7/2018  1: 2:23        2540        2540        2540        2540              2540     2505.13           1
10/ 7/2018  1: 2:24        2420        2420        2420        2420              2420     2500.88           1
10/ 7/2018  1: 2:26        2440        2440        2440        2440              2440     2497.98           1
10/ 7/2018  1: 2:32        2420        2420        2420        2420              2420     2494.43           1
10/ 7/2018  1: 2:36        2420        2420        2420        2420              2420      2491.2           1
10/ 7/2018  1: 2:42        2370        2370        2370        2370              2370     2486.15           1
10/ 7/2018  1: 2:46        2430        2430        2430        2430              2430      2483.9           1
10/ 7/2018  1: 2:48        2450        2450        2450        2450              2450      2482.6           1
10/ 7/2018  1: 2:57        2430        2430        2430        2430              2430     2480.65           1
10/ 7/2018  2: 2: 1        2360        2360        2360        2360              2360     2476.34           1
10/ 7/2018  2: 2: 7        2520        2520        2520        2520              2520     2477.84           1
10/ 7/2018  2: 2: 8        2420        2420        2420        2420              2420     2475.92           1
10/ 7/2018  2: 2: 9        2420        2420        2420        2420              2420     2474.11           1
10/ 7/2018  2: 2:12        2430        2430        2430        2430              2430     2472.73           1
10/ 7/2018  2: 2:18        2460        2460        2460        2460              2460     2472.35           1
10/ 7/2018  2: 2:22        2440        2440        2440        2440              2440      2471.4           1
10/ 7/2018  2: 2:27        2430        2430        2430        2430              2430     2470.21           1
10/ 7/2018  2: 2:44        2430        2430        2430        2430              2430      2469.1           1
10/ 7/2018  2: 2:45        2430        2430        2430        2430              2430     2468.04           1
10/ 7/2018  3: 2: 8        2420        2420        2420        2420              2420     2466.78           1
10/ 7/2018  3: 2:11        2500        2500        2500        2500              2500     2467.63           1
10/ 7/2018  3: 2:15        2900        2900        2900        2900              2900     2478.44           1
10/ 7/2018  3: 2:21        2480        2480        2480        2480              2480     2478.48           1
10/ 7/2018  3: 2:28        2480        2480        2480        2480              2480     2478.51           1
10/ 7/2018  3: 2:31        2440        2440        2440        2440              2440     2477.62           2
10/ 7/2018  3: 2:32        2480        2480        2480        2480              2480     2477.67           1
10/ 7/2018  3: 2:34        2470        2470        2470        2470              2470      2477.5           1
10/ 7/2018  3: 2:37        2410        2550        2410        2550              2480     2477.55           2
10/ 7/2018  3: 2:40        2400        2400        2400        2400              2400      2475.9           1
10/ 7/2018  3: 2:43        2460        2460        2400        2400              2430     2474.95           2
10/ 7/2018  3: 2:44        2420        2420        2420        2420              2420     2473.83           1
10/ 7/2018  3: 2:45        2440        2440        2440        2440              2440     2473.15           2
10/ 7/2018  3: 2:46        2440        2440        2440        2440              2440      2472.5           1
10/ 7/2018  3: 2:49        2460        2460        2460        2460              2460     2472.26           1
10/ 7/2018  3: 2:50        2460        2460        2460        2460              2460     2472.03           2
10/ 7/2018  3: 2:54        2460        2460        2460        2460              2460     2471.81           1
10/ 7/2018  3: 2:56        2460        2460        2430        2430              2445     2471.32           2
10/ 7/2018  3: 2:57        2450        2450        2450        2450              2450     2470.94           2
10/ 7/2018  3: 2:58        2460        2460        2440        2440              2450     2470.57           2
10/ 7/2018  3: 2:59        2450        2460        2450        2460              2455      2470.3           2
10/ 7/2018  4: 2: 0        2450        2480        2450        2480              2465     2470.21           4
10/ 7/2018  4: 2: 1        2470        2470        2470        2470              2470     2470.21           1
10/ 7/2018  4: 2: 3        2470        2470        2470        2470              2470      2470.2           1
10/ 7/2018  4: 2: 4        2490        2490        2490        2490              2490     2470.52           1
