         Date              Open        High         Low       Close    Typical Price            TWAP
 2/ 7/2018  9:55: 1        1690        1720        1690        1620             1680             1680
 2/ 7/2018 10: 0: 0        1460        1460        1460        1460             1460             1570
 2/ 7/2018 10: 0:13        1440        1440        1440        1440             1440          1526.67
 2/ 7/2018 10: 1:21        1440        1440        1440        1440             1440             1505
 2/ 7/2018 10: 1:34        1450        1450        1450        1450             1450             1494
 2/ 7/2018 10: 1:37        1470        1470        1470        1470             1470             1490
 2/ 7/2018 10: 1:38        1450        1450        1450        1450             1450          1484.29
 2/ 7/2018 10: 2:41        1470        1470        1470        1470             1470           1482.5
 2/ 7/2018 10: 2:44        1430        1430        1430        1430             1430          1476.67
 2/ 7/2018 10: 2:48        1450        1450        1450        1450             1450             1474
 2/ 7/2018 10: 2:54        1440        1440        1440        1440             1440          1470.91
 2/ 7/2018 10: 3: 4        1480        1480        1480        1480             1480          1471.67
 2/ 7/2018 10: 3:13        1460        1460        1460        1460             1460          1470.77
 2/ 7/2018 10: 3:14        1540        1540        1540        1540             1540          1475.71
 2/ 7/2018 10: 3:27        1470        1470        1470        1470             1470          1475.33
 2/ 7/2018 10: 3:37        1470        1470        1470        1470             1470             1475
 2/ 7/2018 10: 4: 2        1570        1570        1570        1570             1570          1480.59
 2/ 7/2018 10: 4:16        1630        1630        1630        1630             1630          1488.89
 2/ 7/2018 10: 5: 6        1440        1440        1440        1440             1440          1486.32
 2/ 7/2018 10: 6:18        1430        1430        1430        1430             1430           1483.5
 2/ 7/2018 10: 6:57        1440        1440        1440        1440             1440          1481.43
 2/ 7/2018 10: 7:16        1440        1440        1440        1440             1440          1479.55
 2/ 7/2018 10: 9:32        1500        1500        1500        1500             1500          1480.43
 2/ 7/2018 10: 9:34        1460        1460        1460        1460             1460          1479.58
 2/ 7/2018 10: 9:39        1400        1400        1400        1400             1400           1476.4
 2/ 7/2018 10:10: 5        1440        1440        1440        1440             1440             1475
 2/ 7/2018 10:10:25        1440        1440        1440        1440             1440           1473.7
 2/ 7/2018 10:10:34        1440        1440        1440        1440             1440           1472.5
 2/ 7/2018 10:11:38        1530        1530        1530        1530             1530          1474.48
 2/ 7/2018 10:13:28        1450        1450        1450        1450             1450          1473.67
 2/ 7/2018 10:13:36        1520        1520        1520        1520             1520          1475.16
 2/ 7/2018 10:14:33        1490        1490        1490        1490             1490          1475.62
 2/ 7/2018 10:14:48        1600        1600        1600        1600             1600          1479.39
 2/ 7/2018 10:15:28        1480        1480        1480        1480             1480          1479.41
 2/ 7/2018 10:16:17        1440        1440        1440        1440             1440          1478.29
 2/ 7/2018 10:16:27        1490        1490        1490        1490             1490          1478.61
 2/ 7/2018 10:18:12        1440        1440        1440        1440             1440          1477.57
 2/ 7/2018 10:21:38        1700        1700        1700        1700             1700          1483.42
 2/ 7/2018 10:22:44        1480        1480        1480        1480             1480          1483.33
 2/ 7/2018 10:24: 8        1430        1430        1430        1430             1430             1482
 2/ 7/2018 10:24:27        1450        1450        1450        1450             1450          1481.22
 2/ 7/2018 10:25:44        1450        1450        1450        1450             1450          1480.48
 2/ 7/2018 10:26:41        1500        1500        1500        1500             1500          1480.93
 2/ 7/2018 10:27:15        1450        1450        1450        1450             1450          1480.23
 2/ 7/2018 10:27:32        1440        1440        1440        1440             1440          1479.33
 2/ 7/2018 10:28:20        1450        1450        1450        1450             1450           1478.7
 2/ 7/2018 10:28:36        1460        1460        1460        1460             1460           1478.3
 2/ 7/2018 10:30: 2        1460        1460        1460        1460             1460          1477.92
 2/ 7/2018 10:30:28        1450        1450        1450        1450             1450          1477.35
 2/ 7/2018 10:30:31        1450        1450        1450        1450             1450           1476.8
 2/ 7/2018 10:30:34        1600        1600        1600        1600             1600          1479.22
 2/ 7/2018 10:30:36        1500        1500        1500        1500             1500          1479.62
 2/ 7/2018 10:30:39        1460        1460        1460        1460             1460          1479.25
 2/ 7/2018 10:31:11        1480        1480        1480        1480             1480          1479.26
 2/ 7/2018 10:31:33        1520        1560        1520        1560             1540          1480.36
 2/ 7/2018 10:31:50        1480        1480        1480        1480             1480          1480.36
 2/ 7/2018 10:32: 5        1440        1440        1440        1440             1440          1479.65
 2/ 7/2018 10:32:58        1450        1450        1450        1450             1450          1479.14
 2/ 7/2018 10:34: 9        1460        1460        1460        1460             1460          1478.81
 2/ 7/2018 10:34:12        1540        1540        1540        1540             1540          1479.83
 2/ 7/2018 10:34:31        1620        1620        1620        1620             1620          1482.13
 2/ 7/2018 10:37:35        1460        1460        1460        1460             1460          1481.77
 2/ 7/2018 10:38:52        1450        1450        1450        1450             1450          1481.27
 2/ 7/2018 10:41:16        1540        1540        1540        1540             1540          1482.19
 2/ 7/2018 10:41:37        1470        1470        1470        1470             1470             1482
 2/ 7/2018 10:42:13        1470        1470        1470        1470             1470          1481.82
 2/ 7/2018 10:42:15        1500        1500        1500        1500             1500          1482.09
 2/ 7/2018 10:43:12        1460        1460        1460        1460             1460          1481.76
 2/ 7/2018 10:44:17        1490        1490        1490        1490             1490          1481.88
 2/ 7/2018 10:44:21        1460        1460        1460        1460             1460          1481.57
 2/ 7/2018 10:46:33        1460        1460        1460        1460             1460          1481.27
 2/ 7/2018 10:49: 6        1460        1460        1460        1460             1460          1480.97
 2/ 7/2018 10:51: 5        1490        1490        1490        1490             1490           1481.1
 2/ 7/2018 10:53:27        1450        1450        1450        1450             1450          1480.68
 2/ 7/2018 10:55:14        1480        1480        1480        1480             1480          1480.67
 2/ 7/2018 10:55:21        1460        1460        1460        1460             1460          1480.39
 2/ 7/2018 10:55:36        1450        1450        1450        1450             1450             1480
 2/ 7/2018 10:55:57        1450        1450        1450        1450             1450          1479.62
 2/ 7/2018 11: 1: 7        1460        1460        1460        1460             1460          1479.37
 2/ 7/2018 11: 2:31        1460        1460        1460        1460             1460          1479.12
 2/ 7/2018 11: 6:46        1460        1460        1460        1460             1460          1478.89
 2/ 7/2018 11: 7:10        1450        1450        1450        1450             1450          1478.54
 2/ 7/2018 11: 7:55        1450        1460        1450        1460             1455          1478.25
 2/ 7/2018 11:10:36        1450        1450        1450        1450             1450          1477.92
 2/ 7/2018 11:11:52        1420        1420        1420        1420             1420          1477.24
 2/ 7/2018 11:12:30        1460        1460        1460        1460             1460          1477.03
 2/ 7/2018 11:12:52        1470        1470        1470        1470             1470          1476.95
 2/ 7/2018 11:13:12        1460        1460        1460        1460             1460          1476.76
 2/ 7/2018 11:19:20        1470        1470        1470        1470             1470          1476.69
 2/ 7/2018 11:19:38        1480        1480        1480        1480             1480          1476.72
 2/ 7/2018 11:19:58        1490        1490        1490        1490             1490          1476.87
 2/ 7/2018 11:20:14        1500        1500        1500        1500             1500          1477.12
 2/ 7/2018 11:20:34        1510        1510        1510        1510             1510          1477.47
 2/ 7/2018 11:21:42        1460        1460        1460        1460             1460          1477.29
 2/ 7/2018 11:21:48        1450        1450        1450        1450             1450             1477
 2/ 7/2018 11:24:57        1490        1490        1490        1490             1490          1477.14
 2/ 7/2018 11:25:15        1460        1460        1460        1460             1460          1476.96
 2/ 7/2018 11:27:25        1460        1460        1460        1460             1460          1476.79
 2/ 7/2018 11:30:25        1470        1470        1470        1470             1470          1476.72
 2/ 7/2018 11:35:44        1440        1440        1440        1440             1440          1476.35
 2/ 7/2018 11:36:58        1450        1450        1450        1450             1450          1476.09
 2/ 7/2018 11:38:43        1450        1450        1450        1450             1450          1475.83
 2/ 7/2018 11:41: 9        1450        1450        1450        1450             1450          1475.58
 2/ 7/2018 11:41:45        1450        1450        1450        1450             1450          1475.34
 2/ 7/2018 11:42:12        1450        1450        1450        1450             1450           1475.1
 2/ 7/2018 11:43:14        1430        1430        1430        1430             1430          1474.67
 2/ 7/2018 11:43:27        1450        1450        1450        1450             1450          1474.44
 2/ 7/2018 11:44:19        1450        1450        1450        1450             1450          1474.21
 2/ 7/2018 11:44:25        1440        1440        1440        1440             1440           1473.9
 2/ 7/2018 11:47:29        1440        1440        1440        1440             1440          1473.59
 2/ 7/2018 11:49:34        1440        1440        1440        1440             1440          1473.29
 2/ 7/2018 11:50:12        1450        1450        1450        1450             1450          1473.08
 2/ 7/2018 11:53:48        1450        1450        1450        1450             1450          1472.88
 2/ 7/2018 12: 0:21        1450        1450        1450        1450             1450          1472.68
 2/ 7/2018 12: 1: 5        1450        1450        1450        1450             1450          1472.48
 2/ 7/2018 12: 2: 9        1450        1450        1450        1450             1450          1472.28
 2/ 7/2018 12: 2:33        1450        1450        1450        1450             1450          1472.09
 2/ 7/2018 12: 4: 4        1440        1440        1440        1440             1440          1471.82
 2/ 7/2018 12: 5:28        1480        1480        1480        1480             1480          1471.89
 2/ 7/2018 12: 5:45        1490        1490        1490        1490             1490          1472.04
 2/ 7/2018 12: 6:29        1450        1450        1450        1450             1450          1471.86
 2/ 7/2018 12: 6:31        1450        1450        1450        1450             1450          1471.68
 2/ 7/2018 12:17:30        1460        1460        1460        1460             1460          1471.59
 2/ 7/2018 12:18: 0        1450        1450        1450        1450             1450          1471.41
