         Date              Open        High         Low       Close     Typical Price        TWAP    Message Count
10/ 7/2018  0: 2: 4         200         200         200         200               200         200           1
10/ 7/2018  0: 2:24         210         210         210         210               210         205           1
10/ 7/2018  3: 2:53         200         200         200         200               200     203.333           1
10/ 7/2018  3: 2:56         210         210         210         210               210         205           1
10/ 7/2018  5: 2: 0         200         200         200         200               200         204           1
10/ 7/2018  5: 2: 1         210         210         210         210               210         205           1
10/ 7/2018  5: 2:12         320         320         320         320               320     221.429           1
10/ 7/2018  5: 2:22         310         310         310         310               310       232.5           1
10/ 7/2018 10: 2: 0         200         200         200         200               200     228.889           1
10/ 7/2018 10: 2: 1         210         210         210         210               210         227           1
10/ 7/2018 11: 2:31         220         220         220         220               220     226.364           1
10/ 7/2018 12: 2: 8         210         210         210         210               210         225           1
10/ 7/2018 12: 2: 9         220         220         220         220               220     224.615           1
10/ 7/2018 12: 2:28         210         210         210         210               210     223.571           1
10/ 7/2018 12: 2:29         220         220         220         220               220     223.333           1
10/ 7/2018 12: 2:34         210         210         210         210               210       222.5           1
10/ 7/2018 12: 2:44         220         220         220         220               220     222.353           1
10/ 7/2018 12: 2:45         210         210         210         210               210     221.667           1
10/ 7/2018 12: 2:46         220         220         220         220               220     221.579           1
10/ 7/2018 12: 2:47         210         210         210         210               210         221           1
10/ 7/2018 14: 2:40         220         220         220         220               220     220.952           1
10/ 7/2018 14: 2:44         210         210         210         210               210     220.455           1
10/ 7/2018 14: 2:46         220         220         220         220               220     220.435           1
10/ 7/2018 14: 2:48         210         210         210         210               210         220           1
10/ 7/2018 14: 2:52         220         220         220         220               220         220           1
10/ 7/2018 14: 2:54         210         210         210         210               210     219.615           1
10/ 7/2018 14: 2:56         220         220         220         220               220      219.63           1
10/ 7/2018 14: 2:59         210         210         210         210               210     219.286           1
10/ 7/2018 15: 2: 0         220         220         220         220               220      219.31           1
10/ 7/2018 15: 2: 1         210         210         210         210               210         219           1
10/ 7/2018 15: 2: 2         220         220         220         220               220     219.032           1
10/ 7/2018 15: 2: 5         210         210         210         210               210      218.75           1
10/ 7/2018 15: 2: 6         220         220         220         220               220     218.788           1
10/ 7/2018 15: 2:13         210         210         210         210               210     218.529           1
10/ 7/2018 15: 2:15         220         220         220         220               220     218.571           1
10/ 7/2018 15: 2:18         210         210         210         210               210     218.333           1
