         Date              Open        High         Low       Close     Typical Price        TWAP    Message Count
10/ 7/2018  0: 2: 3         380         380         380         380               380         380           1
10/ 7/2018 14: 2:14         390         390         390         390               390         385           1
10/ 7/2018 14: 2:15         380         380         380         380               380     383.333           1
10/ 7/2018 14: 2:16         390         390         390         390               390         385           1
10/ 7/2018 14: 2:17         380         380         380         380               380         384           1
10/ 7/2018 14: 2:18         390         390         390         390               390         385           1
10/ 7/2018 14: 2:19         380         380         380         380               380     384.286           1
10/ 7/2018 14: 2:23         390         390         390         390               390         385           1
10/ 7/2018 14: 2:24         380         380         380         380               380     384.444           1
10/ 7/2018 14: 2:25         390         390         390         390               390         385           1
10/ 7/2018 14: 2:30         380         380         380         380               380     384.545           1
10/ 7/2018 14: 2:31         390         390         390         390               390         385           1
10/ 7/2018 14: 2:32         380         380         380         380               380     384.615           1
10/ 7/2018 14: 2:33         390         390         390         390               390         385           1
10/ 7/2018 17: 2:28         380         380         380         380               380     384.667           1
10/ 7/2018 19: 2:22         390         390         390         390               390         385           1
10/ 7/2018 27: 2:54         390         390         390         390               390     385.294           1
10/ 7/2018 29: 2:39         380         380         380         380               380         385           1
10/ 7/2018 29: 2:40         390         390         390         390               390     385.263           1
10/ 7/2018 29: 2:41         380         380         380         380               380         385           1
10/ 7/2018 29: 2:42         380         380         380         380               380     384.762           1
10/ 7/2018 29: 2:43         390         390         390         390               390         385           1
10/ 7/2018 29: 2:44         390         390         390         390               390     385.217           1
10/ 7/2018 29: 2:45         380         380         380         380               380         385           1
10/ 7/2018 29: 2:47         390         390         390         390               390       385.2           1
10/ 7/2018 29: 2:48         380         380         380         380               380         385           1
10/ 7/2018 29: 2:49         390         390         390         390               390     385.185           1
10/ 7/2018 29: 2:50         380         380         380         380               380         385           1
10/ 7/2018 29: 2:51         390         390         390         390               390     385.172           1
10/ 7/2018 29: 2:52         380         380         380         380               380         385           1
10/ 7/2018 29: 2:54         390         390         390         390               390     385.161           1
10/ 7/2018 29: 2:55         390         390         390         390               390     385.312           1
