         Date              Open        High         Low       Close     Typical Price        TWAP    Message Count
10/ 7/2018  0: 2: 3         130         130         130         130               130         130           1
10/ 7/2018 17: 2:42         140         140         140         140               140         135           1
10/ 7/2018 17: 2:43         130         130         130         130               130     133.333           1
10/ 7/2018 17: 2:47         140         140         140         140               140         135           1
10/ 7/2018 17: 2:51         130         130         130         130               130         134           1
10/ 7/2018 18: 2:37         140         140         140         140               140         135           1
10/ 7/2018 18: 2:38         130         130         130         130               130     134.286           1
10/ 7/2018 28: 2: 8         130         130         130         130               130      133.75           1
12/ 7/2018 13: 2:32         120         120         120         120               120     132.222           1
12/ 7/2018 16: 2: 3         130         130         130         130               130         132           1
12/ 7/2018 16: 2: 8         120         120         120         120               120     130.909           1
12/ 7/2018 16: 2: 9         130         130         130         130               130     130.833           1
12/ 7/2018 16: 2:12         120         120         120         120               120         130           1
12/ 7/2018 17: 2:51         130         130         130         130               130         130           1
12/ 7/2018 18: 2:23         120         120         120         120               120     129.333           1
12/ 7/2018 18: 2:25         130         130         130         130               130     129.375           1
12/ 7/2018 18: 2:30         120         120         120         120               120     128.824           1
12/ 7/2018 27: 2:16         130         130         130         130               130     128.889           1
12/ 7/2018 27: 2:41         120         120         120         120               120     128.421           1
12/ 7/2018 28: 2:20         130         130         130         130               130       128.5           1
12/ 7/2018 28: 2:53         120         120         120         120               120     128.095           1
12/ 7/2018 58: 2:54         130         130         130         130               130     128.182           1
14/ 7/2018  0: 2: 0         130         130         130         130               130     128.261           1
14/ 7/2018  8: 2:14         120         120         120         120               120     127.917           1
14/ 7/2018 13: 2:53         130         130         130         130               130         128           1
14/ 7/2018 14: 2: 5         120         120         120         120               120     127.692           1
14/ 7/2018 15: 2:39         130         130         130         130               130     127.778           1
14/ 7/2018 15: 2:43         120         120         120         120               120       127.5           1
14/ 7/2018 15: 2:44         130         130         130         130               130     127.586           1
14/ 7/2018 15: 2:50         120         120         120         120               120     127.333           1
14/ 7/2018 15: 2:56         130         130         130         130               130     127.419           1
14/ 7/2018 16: 2: 6         120         120         120         120               120     127.188           1
14/ 7/2018 16: 2:41         130         130         130         130               130     127.273           1
14/ 7/2018 17: 2: 7         120         120         120         120               120     127.059           1
14/ 7/2018 17: 2:53         130         130         130         130               130     127.143           1
14/ 7/2018 18: 2:47         120         120         120         120               120     126.944           1
14/ 7/2018 19: 2: 4         130         130         130         130               130     127.027           1
14/ 7/2018 19: 2: 5         120         120         120         120               120     126.842           1
14/ 7/2018 19: 2:12         130         130         130         130               130     126.923           1
14/ 7/2018 20: 2:24         120         120         120         120               120      126.75           1
14/ 7/2018 21: 2: 5         130         130         130         130               130     126.829           1
14/ 7/2018 21: 2:17         120         120         120         120               120     126.667           1
14/ 7/2018 53: 2:31         130         130         130         130               130     126.744           1
14/ 7/2018 53: 2:32         120         120         120         120               120     126.591           1
14/ 7/2018 54: 2:46         130         130         130         130               130     126.667           1
15/ 7/2018  7: 2:56         120         120         120         120               120     126.522           1
15/ 7/2018 10: 2:28         130         130         130         130               130     126.596           1
15/ 7/2018 23: 2:10         120         120         120         120               120     126.458           1
15/ 7/2018 26: 2:10         130         130         130         130               130     126.531           1
15/ 7/2018 26: 2:25         120         120         120         120               120       126.4           1
15/ 7/2018 36: 2:42         130         130         130         130               130     126.471           1
