         Date              Open        High         Low       Close     Typical Price        TWAP    Message Count
10/ 7/2018  0: 2: 3         170         170         170         170               170         170           1
10/ 7/2018 28: 2:14         170         170         170         170               170         170           1
11/ 7/2018  6: 2: 9         160         160         160         160               160     166.667           1
11/ 7/2018  6: 2:10         170         170         170         170               170       167.5           1
11/ 7/2018 11: 2:43         160         160         160         160               160         166           1
12/ 7/2018 26: 2:10         150         150         150         150               150     163.333           1
12/ 7/2018 27: 2:13         160         160         160         160               160     162.857           1
12/ 7/2018 30: 2: 7         150         150         150         150               150      161.25           1
12/ 7/2018 31: 2: 8         160         160         160         160               160     161.111           1
12/ 7/2018 31: 2:30         150         150         150         150               150         160           1
12/ 7/2018 31: 2:35         160         160         160         160               160         160           1
12/ 7/2018 31: 2:51         150         150         150         150               150     159.167           1
12/ 7/2018 31: 2:52         160         160         160         160               160     159.231           1
12/ 7/2018 31: 2:56         150         150         150         150               150     158.571           1
12/ 7/2018 31: 2:58         160         160         160         160               160     158.667           1
12/ 7/2018 31: 2:59         150         150         150         150               150     158.125           1
12/ 7/2018 32: 2: 5         160         160         160         160               160     158.235           1
12/ 7/2018 32: 2: 6         150         150         150         150               150     157.778           1
12/ 7/2018 32: 2: 7         150         150         150         150               150     157.368           1
12/ 7/2018 33: 2:47         160         160         160         160               160       157.5           1
12/ 7/2018 37: 2:28         150         150         150         150               150     157.143           1
12/ 7/2018 37: 2:34         160         160         160         160               160     157.273           1
12/ 7/2018 37: 2:50         150         150         150         150               150     156.957           1
12/ 7/2018 37: 2:52         160         160         160         160               160     157.083           1
12/ 7/2018 38: 2:11         150         150         150         150               150       156.8           1
12/ 7/2018 38: 2:12         160         160         160         160               160     156.923           1
12/ 7/2018 41: 2:27         150         150         150         150               150     156.667           1
12/ 7/2018 41: 2:35         160         160         160         160               160     156.786           1
14/ 7/2018  0: 2: 1         160         160         160         160               160     156.897           1
14/ 7/2018 38: 2:10         150         150         150         150               150     156.667           1
14/ 7/2018 47: 2: 3         160         160         160         160               160     156.774           1
15/ 7/2018 23: 2:34         150         150         150         150               150     156.562           1
15/ 7/2018 23: 2:37         160         160         160         160               160     156.667           1
15/ 7/2018 23: 2:39         150         150         150         150               150     156.471           1
15/ 7/2018 25: 2: 7         160         160         160         160               160     156.571           1
15/ 7/2018 25: 2:11         150         150         150         150               150     156.389           1
15/ 7/2018 25: 2:16         160         160         160         160               160     156.486           1
15/ 7/2018 25: 2:30         150         150         150         150               150     156.316           1
15/ 7/2018 26: 2: 9         160         160         160         160               160      156.41           1
15/ 7/2018 28: 2:30         150         150         150         150               150      156.25           1
15/ 7/2018 28: 2:31         150         150         150         150               150     156.098           1
15/ 7/2018 29: 2:56         160         160         160         160               160      156.19           1
15/ 7/2018 30: 2: 9         150         150         150         150               150     156.047           1
15/ 7/2018 46: 2:35         160         160         160         160               160     156.136           1
15/ 7/2018 47: 2:21         150         150         150         150               150         156           1
15/ 7/2018 49: 2: 2         160         160         160         160               160     156.087           1
16/ 7/2018 54: 2:32         150         150         150         150               150     155.957           1
16/ 7/2018 58: 2:53         160         160         160         160               160     156.042           1
16/ 7/2018 59: 2:49         150         150         150         150               150     155.918           1
