         Date              Open        High         Low       Close    Typical Price            TWAP
 2/ 7/2018  9:55: 1        1730        2070        1730        1750             1820             1820
 2/ 7/2018 10: 0: 0        1780        1840        1630        1750             1750             1785
 2/ 7/2018 10: 0: 1        1740        2040        1650        1700           1782.5          1784.17
 2/ 7/2018 10: 0: 2        1750        1830        1650        1680           1727.5             1770
 2/ 7/2018 10: 0: 3        1750        1840        1650        1810           1762.5           1768.5
 2/ 7/2018 10: 0: 4        1750        1750        1740        1740             1745          1764.58
 2/ 7/2018 10: 0: 5        1750        1770        1740        1740             1750           1762.5
 2/ 7/2018 10: 0: 6        1740        1770        1740        1770             1755          1761.56
 2/ 7/2018 10: 0: 7        1750        1800        1740        1750             1760          1761.39
 2/ 7/2018 10: 0: 8        1730        1730        1730        1730             1730          1758.25
 2/ 7/2018 10: 0: 9        1720        1740        1700        1740             1725          1755.23
 2/ 7/2018 10: 0:10        1750        1750        1750        1750             1750          1754.79
 2/ 7/2018 10: 0:12        1750        1750        1750        1750             1750          1754.42
 2/ 7/2018 10: 0:13        1760        1760        1760        1760             1760          1754.82
 2/ 7/2018 10: 0:14        1740        1860        1660        1860             1780           1756.5
 2/ 7/2018 10: 0:16        1700        1740        1690        1700           1707.5          1753.44
 2/ 7/2018 10: 0:17        1720        1720        1720        1720             1720          1751.47
 2/ 7/2018 10: 0:19        1740        1740        1740        1740             1740          1750.83
 2/ 7/2018 10: 0:21        1730        1730        1730        1730             1730          1749.74
 2/ 7/2018 10: 0:22        1740        1740        1740        1740             1740          1749.25
 2/ 7/2018 10: 0:23        1740        1760        1740        1760             1750          1749.29
 2/ 7/2018 10: 0:24        1750        1750        1740        1740             1745          1749.09
 2/ 7/2018 10: 0:26        1770        1770        1740        1740             1755          1749.35
 2/ 7/2018 10: 0:28        1750        1750        1750        1750             1750          1749.38
 2/ 7/2018 10: 0:30        1740        1750        1740        1750             1745           1749.2
 2/ 7/2018 10: 0:31        1740        1740        1740        1740             1740          1748.85
