         Date              Open        High         Low       Close    Typical Price            TWAP
 2/ 7/2018 10: 0:24         130         130         130         130              130              130
 2/ 7/2018 10: 0:45         140         140         140         140              140              135
 2/ 7/2018 10: 0:48         130         130         130         130              130          133.333
 2/ 7/2018 10: 0:49         140         140         140         140              140              135
 2/ 7/2018 10: 0:52         130         130         130         130              130              134
 2/ 7/2018 10: 0:58         140         140         140         140              140              135
 2/ 7/2018 10: 1: 6         130         130         130         130              130          134.286
 2/ 7/2018 10: 1: 7         140         140         140         140              140              135
 2/ 7/2018 10: 1:10         130         130         130         130              130          134.444
 2/ 7/2018 10: 1:12         140         140         140         140              140              135
 2/ 7/2018 10: 1:17         130         130         130         130              130          134.545
 2/ 7/2018 10: 1:19         140         140         140         140              140              135
 2/ 7/2018 10: 1:30         130         130         130         130              130          134.615
 2/ 7/2018 10: 1:32         140         140         140         140              140              135
 2/ 7/2018 10: 1:53         130         130         130         130              130          134.667
 2/ 7/2018 10: 2:42         140         140         140         140              140              135
 2/ 7/2018 10: 2:47         130         130         130         130              130          134.706
 2/ 7/2018 10: 3: 0         140         140         140         140              140              135
 2/ 7/2018 10: 5:38         130         130         130         130              130          134.737
 2/ 7/2018 10: 5:39         140         140         140         140              140              135
 2/ 7/2018 10: 5:48         130         130         130         130              130          134.762
 2/ 7/2018 10: 5:50         140         140         140         140              140              135
 2/ 7/2018 10: 6: 1         130         130         130         130              130          134.783
 2/ 7/2018 10: 6: 8         140         140         140         140              140              135
 2/ 7/2018 10: 6: 9         130         130         130         130              130            134.8
 2/ 7/2018 10: 6:22         140         140         140         140              140              135
 2/ 7/2018 10: 6:25         130         130         130         130              130          134.815
 2/ 7/2018 10: 6:26         140         140         140         140              140              135
 2/ 7/2018 10: 6:50         130         130         130         130              130          134.828
 2/ 7/2018 10: 6:51         140         140         140         140              140              135
 2/ 7/2018 10: 6:52         130         130         130         130              130          134.839
 2/ 7/2018 10: 6:54         140         140         140         140              140              135
 2/ 7/2018 10: 6:55         130         130         130         130              130          134.848
 2/ 7/2018 10: 6:57         140         140         140         140              140              135
 2/ 7/2018 10: 6:58         130         130         130         130              130          134.857
 2/ 7/2018 10: 7: 1         140         140         130         130              135          134.861
 2/ 7/2018 10:10: 0         140         140         140         140              140              135
 2/ 7/2018 10:10: 1         130         130         130         130              130          134.868
 2/ 7/2018 10:10: 7         110         110         110         110              110          134.231
 2/ 7/2018 11:16:54         120         120         120         120              120          133.875
 2/ 7/2018 11:25: 0         130         130         130         130              130           133.78
 2/ 7/2018 11:25: 1         120         120         120         120              120          133.452
 2/ 7/2018 11:27:53         110         110         110         110              110          132.907
 2/ 7/2018 11:40: 0         130         130         130         130              130          132.841
 2/ 7/2018 11:40: 1         120         120         120         120              120          132.556
 2/ 7/2018 11:42:17         130         130         130         130              130            132.5
 2/ 7/2018 11:42:18         120         120         120         120              120          132.234
 2/ 7/2018 11:42:47         130         130         130         130              130          132.188
 2/ 7/2018 11:42:48         120         120         120         120              120          131.939
 2/ 7/2018 11:42:50         130         130         130         130              130            131.9
 2/ 7/2018 11:42:53         120         120         120         120              120          131.667
 2/ 7/2018 11:42:56         130         130         130         130              130          131.635
 2/ 7/2018 11:43:23         120         120         120         120              120          131.415
 2/ 7/2018 11:43:24         130         130         130         130              130          131.389
 2/ 7/2018 11:44:35         120         120         120         120              120          131.182
 2/ 7/2018 11:44:38         130         130         130         130              130          131.161
 2/ 7/2018 11:44:39         120         120         120         120              120          130.965
 2/ 7/2018 11:44:41         130         130         130         130              130          130.948
 2/ 7/2018 11:45:20         120         120         120         120              120          130.763
 2/ 7/2018 11:45:22         130         130         130         130              130           130.75
 2/ 7/2018 11:45:23         120         120         120         120              120          130.574
 2/ 7/2018 11:45:24         130         130         130         130              130          130.565
 2/ 7/2018 11:45:25         120         120         120         120              120          130.397
 2/ 7/2018 11:45:27         130         130         130         130              130          130.391
 2/ 7/2018 11:45:28         120         120         120         120              120          130.231
 2/ 7/2018 11:46:40         130         130         130         130              130          130.227
 2/ 7/2018 11:46:45         120         120         120         120              120          130.075
 2/ 7/2018 11:53:57         130         130         130         130              130          130.074
 2/ 7/2018 11:53:58         120         120         120         120              120          129.928
 2/ 7/2018 11:54:14         130         130         130         130              130          129.929
 2/ 7/2018 11:54:21         120         120         120         120              120          129.789
 2/ 7/2018 11:54:54         130         130         130         130              130          129.792
 2/ 7/2018 11:54:55         120         120         120         120              120          129.658
 2/ 7/2018 11:55: 0         130         130         130         130              130          129.662
 2/ 7/2018 11:55: 1         120         120         120         120              120          129.533
 2/ 7/2018 12: 3:15         130         130         130         130              130          129.539
 2/ 7/2018 12: 5:28         120         120         120         120              120          129.416
 2/ 7/2018 12: 5:33         130         130         130         130              130          129.423
 2/ 7/2018 12: 8:51         120         120         120         120              120          129.304
 2/ 7/2018 12: 8:52         130         130         130         130              130          129.312
 2/ 7/2018 12:48:17         120         120         120         120              120          129.198
 2/ 7/2018 12:48:29         130         130         130         130              130          129.207
 2/ 7/2018 12:48:37         120         120         120         120              120          129.096
 2/ 7/2018 12:48:43         130         130         130         130              130          129.107
 2/ 7/2018 12:50:20         120         120         120         120              120              129
 2/ 7/2018 14: 0:31         120         120         120         120              120          128.895
 2/ 7/2018 14: 7: 1         130         130         130         130              130          128.908
 2/ 7/2018 14: 7:46         120         120         120         120              120          128.807
 2/ 7/2018 14: 7:47         130         130         130         130              130           128.82
 2/ 7/2018 14:38:39         160         160         160         160              160          129.167
 2/ 7/2018 15:40: 0         140         140         140         140              140          129.286
 2/ 7/2018 15:40: 1         130         130         130         130              130          129.293
 2/ 7/2018 15:45: 0         140         140         140         140              140          129.409
 2/ 7/2018 15:45: 1         130         130         130         130              130          129.415
 2/ 7/2018 15:50: 0         140         140         140         140              140          129.526
 2/ 7/2018 15:50: 1         130         130         130         130              130          129.531
 2/ 7/2018 15:53:19         140         140         140         140              140          129.639
