         Date              Open        High         Low       Close     Typical Price        TWAP    Message Count
 9/ 7/2018 55: 2: 1         760         930         760         840             822.5       822.5         111
10/ 7/2018  0: 2: 4         770         770         770         770               770      796.25           1
10/ 7/2018  0: 2: 8         770         770         770         770               770       787.5           1
10/ 7/2018  0: 2:20         830         830         830         830               830     798.125           1
10/ 7/2018  0: 2:56         810         810         810         810               810       800.5           1
10/ 7/2018  2: 2: 8         880         880         880         880               880      813.75           1
10/ 7/2018  2: 2:31         930         930         930         930               930     830.357           1
10/ 7/2018  4: 2:18         720         720         720         720               720     816.562           1
10/ 7/2018  4: 2:41         780         780         780         780               780       812.5           1
10/ 7/2018  4: 2:51         840         840         840         840               840      815.25           1
10/ 7/2018  6: 2:13         790         790         790         790               790     812.955           1
10/ 7/2018  6: 2:28         770         770         770         770               770     809.375           1
10/ 7/2018  6: 2:39         740         740         740         740               740     804.038           1
10/ 7/2018 11: 2:42         790         850         790         850               820     805.179           3
10/ 7/2018 11: 2:43         810         810         810         810               810       805.5           1
10/ 7/2018 11: 2:44         800         800         800         800               800     805.156           1
10/ 7/2018 11: 2:52         780         780         780         780               780     803.676           2
10/ 7/2018 11: 2:58         800         800         800         800               800     803.472           1
10/ 7/2018 12: 2: 0         820         820         820         820               820     804.342           1
10/ 7/2018 12: 2:10         800         800         800         800               800     804.125           1
10/ 7/2018 12: 2:12         800         800         800         800               800     803.929           1
10/ 7/2018 12: 2:28         810         810         810         810               810     804.205           1
10/ 7/2018 12: 2:47         810         810         810         810               810     804.457           1
10/ 7/2018 12: 2:54         790         790         790         790               790     803.854           1
10/ 7/2018 13: 2: 1         800         800         800         800               800       803.7           1
10/ 7/2018 13: 2:34         810         810         810         810               810     803.942           1
10/ 7/2018 13: 2:44         860         860         860         860               860     806.019           1
10/ 7/2018 13: 2:50         840         840         840         840               840     807.232           1
10/ 7/2018 14: 2: 3         800         800         800         800               800     806.983           1
10/ 7/2018 14: 2:13         810         810         810         810               810     807.083           1
10/ 7/2018 14: 2:26         780         780         780         780               780      806.21           1
10/ 7/2018 14: 2:28         800         800         800         800               800     806.016           1
10/ 7/2018 14: 2:31         800         800         800         800               800     805.833           1
10/ 7/2018 14: 2:35         820         820         820         820               820      806.25           1
10/ 7/2018 14: 2:36         870         870         870         870               870     808.071           1
10/ 7/2018 14: 2:48         800         800         800         800               800     807.847           1
10/ 7/2018 15: 2:26         850         850         850         850               850     808.986           1
10/ 7/2018 15: 2:40         810         810         810         810               810     809.013           1
10/ 7/2018 16: 2: 0         820         820         820         820               820     809.295           1
10/ 7/2018 16: 2: 3         810         810         810         810               810     809.312           1
10/ 7/2018 16: 2: 4         830         830         830         830               830     809.817           1
10/ 7/2018 16: 2: 8         810         810         810         810               810     809.821           1
10/ 7/2018 16: 2:25         840         840         840         840               840     810.523           1
10/ 7/2018 16: 2:34         830         830         830         830               830     810.966           1
10/ 7/2018 16: 2:36         850         850         850         850               850     811.833           1
10/ 7/2018 16: 2:42         860         860         860         860               860      812.88           1
10/ 7/2018 16: 2:46         860         860         860         860               860     813.883           1
10/ 7/2018 16: 2:53         810         810         810         810               810     813.802           1
10/ 7/2018 17: 2: 1         870         870         870         870               870     814.949           1
10/ 7/2018 17: 2:18         850         850         850         850               850      815.65           1
10/ 7/2018 17: 2:42         810         810         810         810               810     815.539           1
10/ 7/2018 18: 2: 2         840         840         840         840               840      816.01           1
10/ 7/2018 18: 2:44         800         800         800         800               800     815.708           1
10/ 7/2018 19: 2: 4         810         810         810         810               810     815.602           1
10/ 7/2018 19: 2:29         810         810         810         810               810       815.5           1
10/ 7/2018 19: 2:45         810         810         810         810               810     815.402           1
10/ 7/2018 20: 2:16         810         810         810         810               810     815.307           1
10/ 7/2018 20: 2:33         800         800         800         800               800     815.043           1
10/ 7/2018 20: 2:36         790         790         790         790               790     814.619           1
10/ 7/2018 20: 2:57         830         830         830         830               830     814.875           1
10/ 7/2018 21: 2:21         800         800         800         800               800     814.631           1
10/ 7/2018 21: 2:23         800         800         800         800               800     814.395           1
10/ 7/2018 21: 2:38         810         810         810         810               810     814.325           1
10/ 7/2018 22: 2: 5         790         790         790         790               790     813.945           1
10/ 7/2018 22: 2:21         810         810         810         810               810     813.885           1
10/ 7/2018 22: 2:28         780         780         780         780               780     813.371           1
10/ 7/2018 23: 2:21         810         810         810         810               810     813.321           1
10/ 7/2018 23: 2:28         900         900         900         900               900     814.596           1
10/ 7/2018 23: 2:29         920         920         920         920               920     816.123           1
10/ 7/2018 23: 2:55         790         790         790         790               790      815.75           1
10/ 7/2018 23: 2:59         800         800         800         800               800     815.528           1
10/ 7/2018 24: 2:39         810         810         810         810               810     815.451           1
10/ 7/2018 25: 2: 2         830         830         830         830               830     815.651           1
10/ 7/2018 25: 2:17         810         810         810         810               810     815.574           1
10/ 7/2018 25: 2:26         820         820         820         820               820     815.633           1
10/ 7/2018 26: 2:44         830         830         830         830               830     815.822           1
10/ 7/2018 27: 2:47         840         840         840         840               840     816.136           1
10/ 7/2018 28: 2:26         830         830         830         830               830     816.314           1
10/ 7/2018 28: 2:31         810         810         810         810               810     816.234           1
10/ 7/2018 28: 2:44         810         810         810         810               810     816.156           1
10/ 7/2018 28: 2:57         900         900         900         900               900     817.191           1
10/ 7/2018 29: 2:29         820         820         820         820               820     817.226           1
10/ 7/2018 29: 2:31         810         810         810         810               810     817.139           1
10/ 7/2018 29: 2:57         830         830         830         830               830     817.292           1
10/ 7/2018 30: 2:18         810         810         810         810               810     817.206           1
10/ 7/2018 30: 2:32         850         850         850         850               850     817.587           1
10/ 7/2018 30: 2:34         810         810         810         810               810       817.5           1
10/ 7/2018 30: 2:45         810         810         810         810               810     817.415           2
10/ 7/2018 30: 2:46         820         820         820         820               820     817.444           1
10/ 7/2018 31: 2:17         840         840         840         840               840     817.694           1
10/ 7/2018 31: 2:32         820         820         820         820               820      817.72           1
10/ 7/2018 31: 2:39         820         820         820         820               820     817.745           1
10/ 7/2018 31: 2:40         840         840         840         840               840     817.984           1
10/ 7/2018 31: 2:43         810         810         810         810               810     817.899           1
10/ 7/2018 31: 2:47         820         820         820         820               820     817.921           1
10/ 7/2018 31: 2:54         820         820         820         820               820     817.943           1
10/ 7/2018 32: 2: 9         900         900         900         900               900     818.789           1
10/ 7/2018 32: 2:15         830         830         830         830               830     818.903           1
10/ 7/2018 32: 2:21         840         840         840         840               840     819.116           1
10/ 7/2018 32: 2:25         830         830         830         830               830     819.225           2
10/ 7/2018 32: 2:34         850         850         850         850               850      819.53           1
10/ 7/2018 32: 2:41         820         820         820         820               820     819.534           1
10/ 7/2018 32: 2:44         820         820         820         820               820     819.539           1
10/ 7/2018 32: 2:52         830         830         830         830               830     819.639           1
10/ 7/2018 32: 2:53         790         790         790         790               790     819.357           1
10/ 7/2018 32: 2:56         840         840         840         840               840     819.552           1
10/ 7/2018 32: 2:58         820         820         820         820               820     819.556           1
10/ 7/2018 32: 2:59         830         830         830         830               830     819.653           1
10/ 7/2018 33: 2: 2         830         830         830         830               830     819.748           1
10/ 7/2018 33: 2: 4         870         870         870         870               870     820.205           1
10/ 7/2018 33: 2: 9         830         830         830         830               830     820.293           1
10/ 7/2018 33: 2:14         830         830         830         830               830     820.379           1
10/ 7/2018 33: 2:15         830         830         830         830               830     820.465           1
10/ 7/2018 33: 2:20         830         830         830         830               830     820.548           1
10/ 7/2018 33: 2:28         840         840         840         840               840     820.717           1
10/ 7/2018 33: 2:33         820         850         820         850               835     820.841           2
10/ 7/2018 33: 2:43         820         820         820         820               820     820.833           1
10/ 7/2018 33: 2:50         840         840         840         840               840     820.996           1
10/ 7/2018 33: 2:53         850         850         850         850               850     821.239           1
10/ 7/2018 33: 2:59         780         780         780         780               780     820.896           1
10/ 7/2018 34: 2: 1         830         830         830         830               830     820.971           1
10/ 7/2018 34: 2: 4         860         860         860         860               860     821.291           1
10/ 7/2018 34: 2:25         830         840         830         840               835     821.402           2
10/ 7/2018 34: 2:30         830         830         830         830               830     821.472           1
10/ 7/2018 34: 2:35         830         830         830         830               830      821.54           1
10/ 7/2018 34: 2:36         830         830         830         830               830     821.607           1
10/ 7/2018 34: 2:48         930         930         930         930               930     822.461           1
10/ 7/2018 35: 2: 1         830         830         830         830               830      822.52           1
10/ 7/2018 35: 2: 6         800         800         800         800               800     822.345           1
10/ 7/2018 35: 2:11         820         820         820         820               820     822.327           1
10/ 7/2018 35: 2:13         820         820         820         820               820     822.309           1
10/ 7/2018 35: 2:20         830         830         830         830               830     822.367           1
10/ 7/2018 35: 2:21         820         820         820         820               820      822.35           1
10/ 7/2018 35: 2:25         820         820         820         820               820     822.332           2
10/ 7/2018 35: 2:26         820         820         820         820               820     822.315           1
10/ 7/2018 35: 2:29         820         820         820         820               820     822.298           1
10/ 7/2018 35: 2:30         880         880         880         880               880     822.719           1
10/ 7/2018 35: 2:40         830         830         830         830               830     822.772           1
10/ 7/2018 35: 2:41         820         820         820         820               820     822.752           1
10/ 7/2018 35: 2:57         870         870         870         870               870     823.089           1
10/ 7/2018 36: 2: 1         820         820         820         820               820     823.067           1
10/ 7/2018 36: 2: 6         800         800         800         800               800     822.905           1
10/ 7/2018 36: 2:46         830         830         830         830               830     822.955           1
10/ 7/2018 36: 2:47         840         840         840         840               840     823.073           1
10/ 7/2018 36: 2:52         820         820         820         820               820     823.052           1
10/ 7/2018 37: 2: 4         830         830         830         830               830     823.099           1
10/ 7/2018 37: 2:15         810         810         810         810               810      823.01           1
10/ 7/2018 37: 2:22         810         810         810         810               810     822.922           1
10/ 7/2018 37: 2:31         830         830         830         830               830      822.97           1
10/ 7/2018 38: 2:18         830         830         830         830               830     823.017           1
10/ 7/2018 38: 2:31         890         890         890         890               890      823.46           1
10/ 7/2018 38: 2:34         830         830         830         830               830     823.503           1
10/ 7/2018 38: 2:37         840         840         800         800               820      823.48           2
10/ 7/2018 38: 2:43         820         820         820         820               820     823.458           1
10/ 7/2018 39: 2: 1         820         820         820         820               820     823.435           1
