         Date              Open        High         Low       Close     Typical Price        TWAP    Message Count
10/ 7/2018  0: 2:34          30          30          30          30                30          30           1
10/ 7/2018  0: 2:35          40          40          40          40                40          35           1
10/ 7/2018 17: 2:38          30          30          30          30                30     33.3333           1
10/ 7/2018 20: 2:36          40          40          40          40                40          35           1
10/ 7/2018 20: 2:38          30          30          30          30                30          34           1
10/ 7/2018 20: 2:40          40          40          40          40                40          35           1
10/ 7/2018 21: 2:11          30          30          30          30                30     34.2857           1
10/ 7/2018 22: 2:49          40          40          30          30                35      34.375           2
10/ 7/2018 23: 2:27          40          40          40          40                40          35           1
12/ 7/2018 29: 2:50          30          30          30          30                30        34.5           1
12/ 7/2018 38: 2:47          80          80          80          80                80     38.6364           1
14/ 7/2018  0: 2:25          40          40          40          40                40       38.75           1
14/ 7/2018 29: 2: 3          50          50          50          50                50     39.6154           1
14/ 7/2018 51: 2: 8          40          40          40          40                40     39.6429           1
17/ 7/2018 16: 2:41          50          50          50          50                50     40.3333           1
17/ 7/2018 16: 2:48          40          40          40          40                40     40.3125           1
17/ 7/2018 17: 2:22          50          50          50          50                50     40.8824           1
17/ 7/2018 17: 2:30          40          40          40          40                40     40.8333           1
17/ 7/2018 17: 2:33          50          50          50          50                50     41.3158           1
17/ 7/2018 17: 2:41          40          40          40          40                40       41.25           1
17/ 7/2018 17: 2:49          50          50          50          50                50     41.6667           1
17/ 7/2018 17: 2:51          40          40          40          40                40     41.5909           1
17/ 7/2018 17: 2:54          50          50          50          50                50     41.9565           1
17/ 7/2018 17: 2:57          40          40          40          40                40      41.875           1
17/ 7/2018 18: 2:20          50          50          50          50                50        42.2           1
17/ 7/2018 18: 2:23          40          40          40          40                40     42.1154           1
17/ 7/2018 21: 2:16          50          50          50          50                50     42.4074           1
17/ 7/2018 29: 2:57          40          40          40          40                40     42.3214           1
17/ 7/2018 37: 2:13          40          40          40          40                40     42.2414           2
