         Date              Open        High         Low       Close     Typical Price        TWAP    Message Count
10/ 7/2018  0: 2: 3         560         560         560         560               560         560           1
10/ 7/2018  0: 2:43         550         550         550         550               550         555           1
10/ 7/2018  2: 2:43         540         540         540         540               540         550           1
10/ 7/2018 10: 2: 1         530         530         530         530               530         545           1
10/ 7/2018 12: 2:59         540         540         540         540               540         544           1
10/ 7/2018 14: 2:15         530         530         530         530               530     541.667           1
10/ 7/2018 14: 2:16         540         540         540         540               540     541.429           1
10/ 7/2018 14: 2:18         530         530         530         530               530         540           1
10/ 7/2018 14: 2:19         540         540         540         540               540         540           1
10/ 7/2018 18: 2: 7         530         530         530         530               530         539           1
10/ 7/2018 28: 2:14         530         530         530         530               530     538.182           1
10/ 7/2018 39: 2:56         520         520         520         520               520     536.667           1
10/ 7/2018 40: 2:48         530         530         530         530               530     536.154           1
10/ 7/2018 43: 2:44         520         520         520         520               520         535           1
10/ 7/2018 46: 2:50         520         520         520         520               520         534           1
10/ 7/2018 49: 2:13         530         530         530         530               530      533.75           1
10/ 7/2018 50: 2: 7         520         520         520         520               520     532.941           1
10/ 7/2018 52: 2:14         530         530         530         530               530     532.778           1
10/ 7/2018 54: 2: 4         520         520         520         520               520     532.105           1
10/ 7/2018 56: 2:24         600         600         600         600               600       535.5           1
11/ 7/2018  0: 2:27         530         530         530         530               530     535.238           1
11/ 7/2018  1: 2: 1         530         530         530         530               530         535           1
11/ 7/2018  2: 2: 7         540         540         540         540               540     535.217           1
11/ 7/2018  2: 2:29         530         530         530         530               530         535           1
11/ 7/2018  7: 2:38         520         520         520         520               520       534.4           1
11/ 7/2018 10: 2:53         530         530         530         530               530     534.231           1
11/ 7/2018 17: 2: 7         540         540         540         540               540     534.444           1
11/ 7/2018 33: 2:48         530         530         530         530               530     534.286           1
11/ 7/2018 37: 2: 3         540         540         540         540               540     534.483           1
11/ 7/2018 45: 2:29         550         550         550         550               550         535           1
11/ 7/2018 53: 2: 3         540         540         540         540               540     535.161           1
11/ 7/2018 59: 2: 7         550         550         550         550               550     535.625           1
11/ 7/2018 59: 2:49         540         540         540         540               540     535.758           1
12/ 7/2018  0: 2:53         550         550         550         550               550     536.176           1
12/ 7/2018  2: 2:46         540         540         540         540               540     536.286           1
12/ 7/2018 18: 2: 2         530         530         530         530               530     536.111           1
12/ 7/2018 31: 2:49         550         550         550         550               550     536.486           1
12/ 7/2018 34: 2: 2         540         540         540         540               540     536.579           1
12/ 7/2018 34: 2:33         550         550         550         550               550     536.923           1
12/ 7/2018 34: 2:39         540         540         540         540               540         537           1
12/ 7/2018 35: 2:36         550         550         550         550               550     537.317           1
12/ 7/2018 35: 2:37         540         540         540         540               540     537.381           1
12/ 7/2018 35: 2:46         550         550         550         550               550     537.674           1
12/ 7/2018 35: 2:47         540         540         540         540               540     537.727           1
12/ 7/2018 35: 2:49         550         550         550         550               550         538           1
12/ 7/2018 35: 2:50         540         540         540         540               540     538.043           1
12/ 7/2018 36: 2:17         550         550         550         550               550     538.298           1
12/ 7/2018 36: 2:18         540         540         540         540               540     538.333           1
12/ 7/2018 36: 2:41         550         550         550         550               550     538.571           1
12/ 7/2018 36: 2:43         540         540         540         540               540       538.6           1
12/ 7/2018 36: 2:46         550         550         550         550               550     538.824           1
12/ 7/2018 36: 2:48         540         540         540         540               540     538.846           1
12/ 7/2018 36: 2:58         550         550         550         550               550     539.057           1
12/ 7/2018 36: 2:59         540         540         540         540               540     539.074           1
12/ 7/2018 37: 2: 1         550         550         550         550               550     539.273           1
12/ 7/2018 37: 2: 5         540         540         540         540               540     539.286           1
12/ 7/2018 37: 2: 8         550         550         550         550               550     539.474           1
12/ 7/2018 37: 2: 9         540         540         540         540               540     539.483           1
12/ 7/2018 37: 2:18         550         550         550         550               550     539.661           1
12/ 7/2018 37: 2:19         540         540         540         540               540     539.667           1
12/ 7/2018 37: 2:23         550         550         550         550               550     539.836           1
12/ 7/2018 37: 2:24         540         540         540         540               540     539.839           1
12/ 7/2018 37: 2:34         550         550         550         550               550         540           1
12/ 7/2018 37: 2:35         540         540         540         540               540         540           1
12/ 7/2018 37: 2:36         550         550         550         550               550     540.154           1
12/ 7/2018 37: 2:37         540         540         540         540               540     540.152           1
12/ 7/2018 37: 2:38         550         550         550         550               550     540.299           1
12/ 7/2018 37: 2:39         550         550         550         550               550     540.441           1
12/ 7/2018 37: 2:40         540         540         540         540               540     540.435           1
12/ 7/2018 37: 2:41         550         550         550         550               550     540.571           1
12/ 7/2018 37: 2:42         550         550         550         550               550     540.704           1
12/ 7/2018 37: 2:43         540         540         540         540               540     540.694           1
12/ 7/2018 37: 2:44         550         550         550         550               550     540.822           1
12/ 7/2018 37: 2:45         540         540         540         540               540     540.811           1
12/ 7/2018 37: 2:46         550         550         550         550               550     540.933           1
12/ 7/2018 37: 2:47         540         540         540         540               540     540.921           1
12/ 7/2018 47: 2: 7         530         530         530         530               530     540.779           1
12/ 7/2018 47: 2: 8         540         540         540         540               540     540.769           1
12/ 7/2018 47: 2: 9         530         530         530         530               530     540.633           1
12/ 7/2018 47: 2:11         540         540         540         540               540     540.625           1
12/ 7/2018 47: 2:12         530         530         530         530               530     540.494           1
12/ 7/2018 47: 2:13         540         540         540         540               540     540.488           1
12/ 7/2018 47: 2:14         540         540         540         540               540     540.482           1
12/ 7/2018 47: 2:18         530         530         530         530               530     540.357           1
12/ 7/2018 47: 2:19         530         530         530         530               530     540.235           1
12/ 7/2018 47: 2:20         540         540         540         540               540     540.233           1
12/ 7/2018 47: 2:22         530         530         530         530               530     540.115           1
12/ 7/2018 47: 2:23         540         540         540         540               540     540.114           1
12/ 7/2018 47: 2:24         540         540         540         540               540     540.112           1
12/ 7/2018 47: 2:28         530         530         530         530               530         540           1
12/ 7/2018 47: 2:31         540         540         540         540               540         540           1
12/ 7/2018 47: 2:33         530         530         530         530               530     539.891           1
12/ 7/2018 47: 2:35         540         540         540         540               540     539.892           1
12/ 7/2018 47: 2:42         530         530         530         530               530     539.787           1
12/ 7/2018 47: 2:43         540         540         540         540               540     539.789           1
12/ 7/2018 47: 2:44         530         530         530         530               530     539.688           1
12/ 7/2018 47: 2:45         540         540         540         540               540     539.691           1
12/ 7/2018 47: 2:46         530         530         530         530               530     539.592           1
12/ 7/2018 47: 2:48         540         540         540         540               540     539.596           1
12/ 7/2018 47: 2:49         530         530         530         530               530       539.5           1
12/ 7/2018 47: 2:53         540         540         540         540               540     539.505           1
12/ 7/2018 47: 2:54         530         530         530         530               530     539.412           1
12/ 7/2018 47: 2:58         540         540         540         540               540     539.417           1
12/ 7/2018 47: 2:59         540         540         540         540               540     539.423           1
12/ 7/2018 48: 2: 0         540         540         540         540               540     539.429           1
12/ 7/2018 48: 2: 1         530         530         530         530               530      539.34           1
12/ 7/2018 48: 2: 2         540         540         540         540               540     539.346           1
12/ 7/2018 48: 2: 8         530         530         530         530               530     539.259           1
12/ 7/2018 48: 2:11         540         540         540         540               540     539.266           1
12/ 7/2018 48: 2:13         530         530         530         530               530     539.182           1
12/ 7/2018 48: 2:14         540         540         540         540               540     539.189           1
12/ 7/2018 48: 2:15         540         540         540         540               540     539.196           1
12/ 7/2018 48: 2:16         530         530         530         530               530     539.115           1
12/ 7/2018 48: 2:17         530         530         530         530               530     539.035           1
12/ 7/2018 48: 2:18         540         540         540         540               540     539.043           1
12/ 7/2018 48: 2:33         530         530         530         530               530     538.966           1
12/ 7/2018 48: 2:34         540         540         540         540               540     538.974           1
