         Date              Open        High         Low       Close     Typical Price        TWAP    Message Count
10/ 7/2018  0: 2:34         170         170         170         170               170         170           1
10/ 7/2018  9: 2: 0         200         200         200         200               200         185           1
10/ 7/2018  9: 2:36         220         220         220         220               220     196.667           1
10/ 7/2018 10: 2: 5         180         180         180         180               180       192.5           1
10/ 7/2018 10: 2: 6         170         170         170         170               170         188           1
10/ 7/2018 10: 2:14         230         230         230         230               230         195           1
10/ 7/2018 10: 2:19         180         180         180         180               180     192.857           1
10/ 7/2018 10: 2:25         170         170         170         170               170         190           1
10/ 7/2018 17: 2:38         180         180         180         180               180     188.889           1
10/ 7/2018 18: 2: 0         190         190         180         180               185       188.5           2
10/ 7/2018 18: 2: 1         190         190         190         190               190     188.636           1
10/ 7/2018 18: 2: 2         180         180         180         180               180     187.917           1
10/ 7/2018 18: 2: 5         190         190         190         190               190     188.077           1
10/ 7/2018 18: 2: 7         180         180         180         180               180       187.5           1
10/ 7/2018 20: 2:28         170         170         170         170               170     186.333           1
10/ 7/2018 21: 2:12         180         180         180         180               180     185.938           1
10/ 7/2018 21: 2:16         170         170         170         170               170         185           1
10/ 7/2018 21: 2:43         180         180         180         180               180     184.722           1
10/ 7/2018 23: 2:47         190         190         190         190               190         185           1
10/ 7/2018 23: 2:48         170         170         170         170               170      184.25           1
10/ 7/2018 23: 2:57         180         180         180         180               180     184.048           1
10/ 7/2018 24: 2: 0         190         190         190         190               190     184.318           1
10/ 7/2018 24: 2: 6         180         180         180         180               180      184.13           1
10/ 7/2018 24: 2:56         190         190         190         190               190     184.375           1
10/ 7/2018 24: 2:59         170         170         170         170               170       183.8           1
10/ 7/2018 27: 2:48         180         180         180         180               180     183.654           1
10/ 7/2018 27: 2:51         170         170         170         170               170     183.148           1
10/ 7/2018 42: 2:30         180         180         180         180               180     183.036           1
10/ 7/2018 42: 2:36         170         170         170         170               170     182.586           1
10/ 7/2018 46: 2:38         180         180         180         180               180       182.5           1
10/ 7/2018 46: 2:43         170         170         170         170               170     182.097           1
10/ 7/2018 50: 2:19         180         180         180         180               180     182.031           1
10/ 7/2018 50: 2:20         170         170         170         170               170     181.667           1
10/ 7/2018 58: 2:52         180         180         170         170               175     181.471           2
11/ 7/2018 10: 2:27         160         160         160         160               160     180.857           1
11/ 7/2018 14: 2: 9         170         170         170         170               170     180.556           1
11/ 7/2018 14: 2:10         160         160         160         160               160         180           1
11/ 7/2018 18: 2:22         170         170         170         170               170     179.737           1
11/ 7/2018 18: 2:23         160         160         160         160               160     179.231           1
11/ 7/2018 18: 2:39         170         170         170         170               170         179           1
11/ 7/2018 18: 2:40         160         160         160         160               160     178.537           1
11/ 7/2018 18: 2:44         170         170         170         170               170     178.333           1
11/ 7/2018 18: 2:49         160         160         160         160               160     177.907           1
11/ 7/2018 19: 2:11         170         170         170         170               170     177.727           1
11/ 7/2018 19: 2:12         160         160         160         160               160     177.333           1
11/ 7/2018 19: 2:42         170         170         170         170               170     177.174           1
11/ 7/2018 19: 2:43         160         160         160         160               160     176.809           1
11/ 7/2018 19: 2:44         160         160         160         160               160     176.458           1
11/ 7/2018 21: 2:32         170         170         170         170               170     176.327           1
11/ 7/2018 21: 2:33         160         160         160         160               160         176           1
11/ 7/2018 21: 2:37         170         170         170         170               170     175.882           1
11/ 7/2018 21: 2:39         160         160         160         160               160     175.577           1
11/ 7/2018 23: 2:46         170         170         170         170               170     175.472           1
11/ 7/2018 23: 2:48         160         160         160         160               160     175.185           1
11/ 7/2018 24: 2:17         170         170         170         170               170     175.091           1
11/ 7/2018 24: 2:18         160         160         160         160               160     174.821           1
11/ 7/2018 27: 2: 2         170         170         160         160               165     174.649           2
11/ 7/2018 27: 2: 5         170         170         170         170               170     174.569           1
11/ 7/2018 27: 2: 6         160         160         160         160               160     174.322           1
11/ 7/2018 27: 2: 9         170         170         170         170               170      174.25           1
11/ 7/2018 27: 2:12         160         160         160         160               160     174.016           1
11/ 7/2018 55: 2: 3         170         170         170         170               170     173.952           1
11/ 7/2018 55: 2: 7         160         160         160         160               160      173.73           1
11/ 7/2018 57: 2:25         170         170         160         160               165     173.594           2
11/ 7/2018 59: 2:26         170         170         170         170               170     173.538           1
11/ 7/2018 59: 2:32         160         160         160         160               160     173.333           1
11/ 7/2018 59: 2:37         170         170         160         160               165     173.209           2
12/ 7/2018  8: 2:58         170         170         170         170               170     173.162           1
12/ 7/2018  9: 2: 0         160         160         160         160               160     172.971           1
12/ 7/2018 15: 2:29         170         170         170         170               170     172.929           1
12/ 7/2018 15: 2:31         160         160         160         160               160     172.746           1
12/ 7/2018 15: 2:33         170         170         170         170               170     172.708           1
12/ 7/2018 15: 2:34         160         160         160         160               160     172.534           1
12/ 7/2018 15: 2:35         170         170         170         170               170       172.5           1
12/ 7/2018 15: 2:36         160         160         160         160               160     172.333           1
12/ 7/2018 16: 2: 0         170         170         170         170               170     172.303           1
12/ 7/2018 16: 2: 2         160         160         160         160               160     172.143           1
12/ 7/2018 16: 2: 8         170         170         170         170               170     172.115           1
12/ 7/2018 16: 2:17         160         160         160         160               160     171.962           1
12/ 7/2018 17: 2:51         170         170         170         170               170     171.938           1
12/ 7/2018 17: 2:52         160         160         160         160               160      171.79           1
