         Date              Open        High         Low       Close     Typical Price        TWAP    Message Count
 9/ 7/2018 55: 2: 1        4600        4820        4600        4020              4510        4510          86
10/ 7/2018  0: 2: 1        4030        4100        4030        4100              4065      4287.5           8
10/ 7/2018  0: 2: 2        3950        3950        3830        3830              3890        4155          12
10/ 7/2018  0: 2: 3        3840        3940        3830        3940            3887.5     4088.12           8
10/ 7/2018  0: 2: 4        3950        3950        3840        3890            3907.5        4052           9
10/ 7/2018  1: 2:33        4180        4180        4180        4180              4180     4073.33           1
10/ 7/2018  4: 2:16        3960        3960        3960        3960              3960     4057.14           1
10/ 7/2018  4: 2:25        3960        3960        3960        3960              3960        4045           1
10/ 7/2018  8: 2:41        4070        4070        4070        4070              4070     4047.78           1
10/ 7/2018 29: 2: 6        4010        4010        4010        4010              4010        4044           1
10/ 7/2018 29: 2: 9        4000        4000        4000        4000              4000        4040           1
10/ 7/2018 45: 2:51        4030        4030        4030        4030              4030     4039.17           1
11/ 7/2018 10: 2: 3        4400        4400        4400        4400              4400     4066.92           1
11/ 7/2018 29: 2:16        4000        4000        4000        4000              4000     4062.14           1
11/ 7/2018 30: 2:47        4020        4020        4020        4020              4020     4059.33           1
11/ 7/2018 30: 2:54        4020        4020        4020        4020              4020     4056.88           1
11/ 7/2018 31: 2: 4        4000        4000        4000        4000              4000     4053.53           1
11/ 7/2018 31: 2:28        4130        4130        4130        4130              4130     4057.78           1
11/ 7/2018 32: 2:10        4010        4010        4010        4010              4010     4055.26           1
11/ 7/2018 32: 2:15        4020        4020        4020        4020              4020      4053.5           1
11/ 7/2018 32: 2:35        4070        4070        4070        4070              4070     4054.29           1
11/ 7/2018 34: 2:13        4040        4040        4040        4040              4040     4053.64           1
11/ 7/2018 34: 2:36        4030        4040        4030        4040              4035     4052.83           2
11/ 7/2018 35: 2: 0        4030        4030        4030        4030              4030     4051.88           1
11/ 7/2018 36: 2:28        3800        3800        3800        3800              3800      4041.8           1
11/ 7/2018 36: 2:33        3790        3790        3790        3790              3790     4032.12           1
11/ 7/2018 36: 2:36        3810        3810        3810        3810              3810     4023.89           1
11/ 7/2018 36: 2:39        3780        3780        3780        3780              3780     4015.18           1
11/ 7/2018 36: 2:42        3770        3770        3770        3770              3770     4006.72           1
11/ 7/2018 36: 2:49        3760        3760        3760        3760              3760      3998.5           1
11/ 7/2018 37: 2:18        4040        4040        4040        4040              4040     3999.84           1
11/ 7/2018 48: 2:26        4010        4010        4010        4010              4010     4000.16           1
11/ 7/2018 48: 2:56        4000        4000        4000        4000              4000     4000.15           1
11/ 7/2018 49: 2:15        4010        4010        4010        4010              4010     4000.44           1
11/ 7/2018 49: 2:19        4020        4020        4020        4020              4020        4001           1
11/ 7/2018 49: 2:23        4030        4030        4030        4030              4030     4001.81           1
11/ 7/2018 49: 2:46        4040        4040        4040        4040              4040     4002.84           1
11/ 7/2018 49: 2:59        4040        4040        4020        4020              4030     4003.55           2
11/ 7/2018 51: 2:35        4010        4010        4010        4010              4010     4003.72           1
11/ 7/2018 51: 2:41        4020        4020        4020        4020              4020     4004.12           1
11/ 7/2018 51: 2:46        4020        4020        4020        4020              4020     4004.51           1
11/ 7/2018 51: 2:51        4010        4010        4010        4010              4010     4004.64           1
11/ 7/2018 51: 2:56        4010        4010        4010        4010              4010     4004.77           1
11/ 7/2018 52: 2: 2        4010        4010        4010        4010              4010     4004.89           1
11/ 7/2018 52: 2: 7        4020        4020        4020        4020              4020     4005.22           1
11/ 7/2018 52: 2:12        4020        4020        4020        4020              4020     4005.54           1
11/ 7/2018 52: 2:16        4030        4030        4030        4030              4030     4006.06           1
11/ 7/2018 52: 2:21        4040        4040        4040        4040              4040     4006.77           1
11/ 7/2018 52: 2:43        4000        4000        4000        4000              4000     4006.63           1
11/ 7/2018 52: 2:57        3960        3960        3960        3960              3960      4005.7           1
