         Date              Open        High         Low       Close     Typical Price        TWAP    Message Count
10/ 7/2018  0: 2: 1         200         200         200         200               200         200           1
10/ 7/2018  0: 2: 2          60          60          60          60                60         130           1
10/ 7/2018  0: 2:30          60          60          60          60                60     106.667           1
10/ 7/2018 12: 2:45          50          50          50          50                50        92.5           1
10/ 7/2018 15: 2:34          70          70          70          70                70          88           1
10/ 7/2018 15: 2:35          60          60          60          60                60     83.3333           1
10/ 7/2018 45: 2:44          50          50          50          50                50     78.5714           1
10/ 7/2018 45: 2:55          50          50          50          50                50          75           1
10/ 7/2018 49: 2:11          40          40          40          40                40     71.1111           1
11/ 7/2018 30: 2:10          40          40          40          40                40          68           1
11/ 7/2018 44: 2:21          60          60          60          60                60     67.2727           1
11/ 7/2018 46: 2:18          50          50          50          50                50     65.8333           1
12/ 7/2018 21: 2: 9          60          60          60          60                60     65.3846           1
12/ 7/2018 31: 2:15          70          70          70          70                70     65.7143           1
12/ 7/2018 31: 2:30          60          60          60          60                60     65.3333           1
12/ 7/2018 40: 2:49          70          70          70          70                70      65.625           1
12/ 7/2018 41: 2:39          50          50          50          50                50     64.7059           1
12/ 7/2018 41: 2:59          60          60          60          60                60     64.4444           1
12/ 7/2018 42: 2: 3          70          70          70          70                70     64.7368           1
12/ 7/2018 42: 2:58          60          60          60          60                60        64.5           1
12/ 7/2018 45: 2:53          70          70          60          60                65     64.5238           2
12/ 7/2018 45: 2:58          70          70          70          70                70     64.7727           1
12/ 7/2018 46: 2:34          60          60          60          60                60     64.5652           1
12/ 7/2018 47: 2:17          70          70          70          70                70     64.7917           1
12/ 7/2018 48: 2:23          60          60          60          60                60        64.6           1
12/ 7/2018 48: 2:43          70          70          70          70                70     64.8077           1
12/ 7/2018 49: 2: 1          60          60          60          60                60     64.6296           1
12/ 7/2018 49: 2: 5          70          70          70          70                70     64.8214           1
12/ 7/2018 49: 2:22          60          60          60          60                60     64.6552           1
12/ 7/2018 50: 2:11          70          70          70          70                70     64.8333           1
12/ 7/2018 50: 2:19          60          60          60          60                60     64.6774           1
14/ 7/2018  0: 2:21          60          60          60          60                60     64.5312           1
14/ 7/2018 23: 2:15          50          50          50          50                50     64.0909           1
14/ 7/2018 24: 2: 6          70          70          70          70                70     64.2647           1
14/ 7/2018 25: 2:58          60          60          60          60                60     64.1429           1
14/ 7/2018 26: 2: 0          70          70          70          70                70     64.3056           1
14/ 7/2018 27: 2:38          60          60          60          60                60     64.1892           1
14/ 7/2018 27: 2:48          70          70          70          70                70     64.3421           1
14/ 7/2018 28: 2:26          60          60          60          60                60     64.2308           1
14/ 7/2018 29: 2:26          70          70          70          70                70      64.375           1
14/ 7/2018 39: 2:28          60          60          60          60                60     64.2683           1
