         Date              Open        High         Low       Close    Typical Price            TWAP
 2/ 7/2018 10: 0: 3          50          50          50          50               50               50
 2/ 7/2018 10: 2:55          40          40          40          40               40               45
 2/ 7/2018 10:27:50          50          50          50          50               50          46.6667
 2/ 7/2018 10:28:14          50          50          50          50               50             47.5
 2/ 7/2018 11: 8: 7          60          60          60          60               60               50
 2/ 7/2018 11: 8:34          60          60          60          60               60          51.6667
 2/ 7/2018 11:26:45          60          60          60          60               60          52.8571
 2/ 7/2018 12:11:33          50          50          50          50               50             52.5
 2/ 7/2018 12:13: 5          60          60          60          60               60          53.3333
 2/ 7/2018 12:14: 3          50          50          50          50               50               53
 2/ 7/2018 12:15:28          60          60          60          60               60          53.6364
 2/ 7/2018 12:15:44          50          50          50          50               50          53.3333
 2/ 7/2018 14: 0: 1          50          50          50          50               50          53.0769
 2/ 7/2018 15:43:50          40          40          40          40               40          52.1429
