         Date              Open        High         Low       Close     Typical Price        TWAP    Message Count
10/ 7/2018  0: 2: 0          50          50          50          50                50          50           1
10/ 7/2018  0: 2: 3          70          70          70          70                70          60           1
10/ 7/2018 13: 2:17          60          60          60          60                60          60           1
10/ 7/2018 15: 2:32          60          60          60          60                60          60           1
10/ 7/2018 17: 2:54          60          60          60          60                60          60           1
10/ 7/2018 27: 2:43          70          70          70          70                70     61.6667           1
10/ 7/2018 36: 2:22          60          60          60          60                60     61.4286           1
10/ 7/2018 49: 2:29          80          80          80          80                80       63.75           1
10/ 7/2018 59: 2:38          70          70          70          70                70     64.4444           1
11/ 7/2018 14: 2: 3          60          60          60          60                60          64           1
11/ 7/2018 25: 2:54          70          70          70          70                70     64.5455           1
11/ 7/2018 53: 2:33          90          90          90          90                90     66.6667           1
12/ 7/2018 21: 2:53          80          80          80          80                80     67.6923           1
12/ 7/2018 35: 2:38          70          70          70          70                70     67.8571           1
14/ 7/2018  0: 2: 0          90          90          90          90                90     69.3333           1
15/ 7/2018  4: 2:30          80          80          80          80                80          70           1
15/ 7/2018 34: 2: 4          90          90          90          90                90     71.1765           1
15/ 7/2018 35: 2:35          80          80          80          80                80     71.6667           1
15/ 7/2018 37: 2:47          90          90          90          90                90     72.6316           1
15/ 7/2018 46: 2:19          80          80          80          80                80          73           1
16/ 7/2018  2: 2:19          90          90          90          90                90     73.8095           1
16/ 7/2018  5: 2: 7          80          80          80          80                80     74.0909           1
16/ 7/2018  7: 2:42          90          90          90          90                90     74.7826           1
16/ 7/2018 13: 2: 6          80          80          80          80                80          75           1
16/ 7/2018 33: 2:27          70          70          70          70                70        74.8           1
16/ 7/2018 35: 2:52          70          70          70          70                70     74.6154           1
16/ 7/2018 36: 2:48          90          90          90          90                90     75.1852           1
16/ 7/2018 44: 2:22          80          80          80          80                80     75.3571           1
16/ 7/2018 46: 2: 6          90          90          90          90                90     75.8621           1
16/ 7/2018 46: 2: 7          80          80          80          80                80          76           1
16/ 7/2018 46: 2: 8          80          80          80          80                80      76.129           1
16/ 7/2018 46: 2:15          90          90          90          90                90     76.5625           1
16/ 7/2018 46: 2:16          90          90          90          90                90     76.9697           1
16/ 7/2018 46: 2:17          90          90          90          90                90     77.3529           1
16/ 7/2018 46: 2:18          80          80          80          80                80     77.4286           1
16/ 7/2018 46: 2:19          90          90          90          90                90     77.7778           1
16/ 7/2018 46: 2:22          80          80          80          80                80     77.8378           1
16/ 7/2018 46: 2:23          90          90          90          90                90     78.1579           1
16/ 7/2018 46: 2:39          80          80          80          80                80     78.2051           1
16/ 7/2018 46: 2:40          90          90          90          90                90        78.5           1
16/ 7/2018 51: 2:37          80          80          80          80                80     78.5366           1
16/ 7/2018 51: 2:38          90          90          90          90                90     78.8095           1
16/ 7/2018 51: 2:48          80          80          80          80                80     78.8372           1
16/ 7/2018 51: 2:49          90          90          90          90                90     79.0909           1
16/ 7/2018 54: 2:18          80          80          80          80                80     79.1111           1
16/ 7/2018 54: 2:19          90          90          90          90                90     79.3478           1
16/ 7/2018 54: 2:51          80          80          80          80                80     79.3617           1
16/ 7/2018 54: 2:52          90          90          90          90                90     79.5833           1
16/ 7/2018 54: 2:59          80          80          80          80                80     79.5918           1
16/ 7/2018 55: 2: 0          90          90          90          90                90        79.8           1
16/ 7/2018 56: 2:43          80          80          80          80                80     79.8039           1
16/ 7/2018 56: 2:44          80          80          80          80                80     79.8077           1
16/ 7/2018 56: 2:45          90          90          90          90                90          80           1
16/ 7/2018 56: 2:46          80          80          80          80                80          80           1
16/ 7/2018 56: 2:55          90          90          90          90                90     80.1818           1
16/ 7/2018 56: 2:56          80          80          80          80                80     80.1786           1
16/ 7/2018 57: 2: 0          90          90          90          90                90     80.3509           1
16/ 7/2018 57: 2: 1          80          80          80          80                80     80.3448           1
16/ 7/2018 57: 2: 3          90          90          90          90                90     80.5085           1
16/ 7/2018 57: 2: 4          80          80          80          80                80        80.5           1
16/ 7/2018 57: 2: 5          90          90          90          90                90     80.6557           1
16/ 7/2018 57: 2: 6          80          80          80          80                80     80.6452           1
16/ 7/2018 57: 2: 9          90          90          90          90                90     80.7937           1
16/ 7/2018 57: 2:19          80          80          80          80                80     80.7812           1
16/ 7/2018 57: 2:20          90          90          90          90                90     80.9231           1
16/ 7/2018 57: 2:21          80          80          80          80                80     80.9091           1
16/ 7/2018 57: 2:24          90          90          90          90                90     81.0448           1
16/ 7/2018 57: 2:30          80          80          80          80                80     81.0294           1
16/ 7/2018 57: 2:31          90          90          90          90                90     81.1594           1
16/ 7/2018 57: 2:33          80          80          80          80                80     81.1429           1
16/ 7/2018 57: 2:40          90          90          90          90                90     81.2676           1
16/ 7/2018 57: 2:46          80          80          80          80                80       81.25           1
16/ 7/2018 57: 2:47          90          90          90          90                90     81.3699           1
17/ 7/2018 14: 2:47          80          80          80          80                80     81.3514           1
17/ 7/2018 15: 2: 2          90          90          90          90                90     81.4667           1
17/ 7/2018 18: 2:32          70          70          70          70                70     81.3158           1
