         Date              Open        High         Low       Close    Typical Price            TWAP
 2/ 7/2018 10: 0: 3         180         180         180         180              180              180
 2/ 7/2018 10:23:33          10          10          10          10               10               95
 2/ 7/2018 10:28:14         180         180         180         180              180          123.333
 2/ 7/2018 11: 8: 7         190         190         190         190              190              140
 2/ 7/2018 11:19:27         200         200         200         200              200              152
 2/ 7/2018 11:21:14         190         190         190         190              190          158.333
 2/ 7/2018 11:21:17         200         200         200         200              200          164.286
 2/ 7/2018 11:21:18         190         190         190         190              190            167.5
 2/ 7/2018 11:21:28         200         200         200         200              200          171.111
 2/ 7/2018 11:23: 9         190         190         190         190              190              173
 2/ 7/2018 12:11:33         180         180         180         180              180          173.636
 2/ 7/2018 12:13: 5         190         190         190         190              190              175
 2/ 7/2018 12:14: 3         180         180         180         180              180          175.385
 2/ 7/2018 12:15:28         190         190         190         190              190          176.429
 2/ 7/2018 12:15:44         180         180         180         180              180          176.667
 2/ 7/2018 14: 0: 1         180         180         180         180              180          176.875
 2/ 7/2018 16: 6:26         170         170         170         170              170          176.471
 2/ 7/2018 17: 9:55         180         180         180         180              180          176.667
 2/ 7/2018 17: 9:56         170         170         170         170              170          176.316
 2/ 7/2018 17: 9:57         180         180         180         180              180            176.5
 2/ 7/2018 17:11:43         170         170         170         170              170           176.19
