         Date              Open        High         Low       Close     Typical Price        TWAP    Message Count
10/ 7/2018  0: 2: 0         160         160         160         160               160         160           1
10/ 7/2018  0: 2: 1         300         300         300         300               300         230           1
10/ 7/2018  0: 2:24         100         100         100         100               100     186.667           1
10/ 7/2018  5: 2: 0          90          90          90          90                90       162.5           1
10/ 7/2018  5: 2: 1         100         100         100         100               100         150           1
10/ 7/2018 26: 2:40         110         110         110         110               110     143.333           1
10/ 7/2018 26: 2:41         100         100         100         100               100     137.143           1
10/ 7/2018 28: 2:32         110         110         110         110               110      133.75           1
10/ 7/2018 28: 2:59         100         100         100         100               100         130           1
10/ 7/2018 29: 2: 4         110         110         110         110               110         128           1
10/ 7/2018 29: 2: 7         100         100         100         100               100     125.455           1
10/ 7/2018 33: 2: 4          90          90          90          90                90       122.5           1
10/ 7/2018 33: 2:22         100         100         100         100               100     120.769           1
11/ 7/2018 17: 2: 8          80          80          80          80                80     117.857           1
12/ 7/2018  5: 2:42         120         120         120         120               120         118           1
12/ 7/2018  9: 2:52          90          90          90          90                90      116.25           1
12/ 7/2018  9: 2:57         100         100         100         100               100     115.294           1
12/ 7/2018  9: 2:58          90          90          90          90                90     113.889           1
12/ 7/2018 10: 2: 3         100         100         100         100               100     113.158           1
12/ 7/2018 10: 2: 8          90          90          90          90                90         112           1
12/ 7/2018 10: 2: 9         100         100         100         100               100     111.429           1
12/ 7/2018 11: 2:41          90          90          90          90                90     110.455           1
12/ 7/2018 11: 2:42         100         100         100         100               100         110           1
12/ 7/2018 11: 2:43          90          90          90          90                90     109.167           1
12/ 7/2018 11: 2:44         100         100         100         100               100       108.8           1
12/ 7/2018 11: 2:45          90          90          90          90                90     108.077           1
12/ 7/2018 12: 2:12         100         100         100         100               100     107.778           1
12/ 7/2018 12: 2:14          90          90          90          90                90     107.143           1
12/ 7/2018 12: 2:27         100         100         100         100               100     106.897           1
12/ 7/2018 12: 2:28          90          90          90          90                90     106.333           1
12/ 7/2018 12: 2:31         100         100         100         100               100     106.129           1
12/ 7/2018 12: 2:37          90          90          90          90                90     105.625           1
12/ 7/2018 12: 2:38         100         100         100         100               100     105.455           1
12/ 7/2018 12: 2:39          90          90          90          90                90         105           1
12/ 7/2018 12: 2:50         100         100         100         100               100     104.857           1
