         Date              Open        High         Low       Close     Typical Price        TWAP    Message Count
10/ 7/2018  0: 2: 3          60          60          60          60                60          60           1
10/ 7/2018  5: 2: 3          60          60          60          60                60          60           1
10/ 7/2018  5: 2:32          50          50          50          50                50     56.6667           1
10/ 7/2018  5: 2:34          60          60          60          60                60        57.5           1
10/ 7/2018  5: 2:35          50          50          50          50                50          56           1
10/ 7/2018  5: 2:50          60          60          60          60                60     56.6667           1
10/ 7/2018 10: 2: 2          50          50          50          50                50     55.7143           1
10/ 7/2018 27: 2:54          50          50          50          50                50          55           1
11/ 7/2018 15: 2:27          60          60          60          60                60     55.5556           1
11/ 7/2018 15: 2:28          50          50          50          50                50          55           1
11/ 7/2018 15: 2:29          60          60          60          60                60     55.4545           1
11/ 7/2018 15: 2:31          50          50          50          50                50          55           1
11/ 7/2018 15: 2:32          60          60          60          60                60     55.3846           1
11/ 7/2018 15: 2:34          50          50          50          50                50          55           1
11/ 7/2018 15: 2:35          60          60          60          60                60     55.3333           1
11/ 7/2018 15: 2:57          50          50          50          50                50          55           1
11/ 7/2018 15: 2:59          60          60          60          60                60     55.2941           1
11/ 7/2018 16: 2: 0          50          50          50          50                50          55           1
11/ 7/2018 16: 2: 2          60          60          60          60                60     55.2632           1
11/ 7/2018 16: 2: 5          50          50          50          50                50          55           1
11/ 7/2018 16: 2: 6          60          60          60          60                60     55.2381           1
11/ 7/2018 16: 2: 7          60          60          60          60                60     55.4545           1
11/ 7/2018 16: 2: 8          60          60          60          60                60     55.6522           1
11/ 7/2018 16: 2:28          50          50          50          50                50     55.4167           1
11/ 7/2018 16: 2:29          60          60          60          60                60        55.6           1
11/ 7/2018 16: 2:32          50          50          50          50                50     55.3846           1
11/ 7/2018 16: 2:33          60          60          60          60                60     55.5556           1
11/ 7/2018 16: 2:46          50          50          50          50                50     55.3571           1
11/ 7/2018 16: 2:47          60          60          60          60                60     55.5172           1
11/ 7/2018 16: 2:48          50          50          50          50                50     55.3333           1
11/ 7/2018 16: 2:49          60          60          60          60                60     55.4839           1
11/ 7/2018 16: 2:50          50          50          50          50                50     55.3125           1
11/ 7/2018 16: 2:51          50          50          50          50                50     55.1515           1
11/ 7/2018 16: 2:54          60          60          60          60                60     55.2941           1
11/ 7/2018 16: 2:55          50          50          50          50                50     55.1429           1
11/ 7/2018 16: 2:59          60          60          60          60                60     55.2778           1
11/ 7/2018 17: 2: 0          50          50          50          50                50     55.1351           1
11/ 7/2018 17: 2: 1          50          50          50          50                50          55           1
11/ 7/2018 17: 2: 3          60          60          60          60                60     55.1282           1
11/ 7/2018 17: 2: 4          50          50          50          50                50          55           1
11/ 7/2018 17: 2: 5          50          50          50          50                50      54.878           1
11/ 7/2018 17: 2: 6          60          60          60          60                60          55           1
11/ 7/2018 17: 2: 9          50          50          50          50                50     54.8837           1
11/ 7/2018 17: 2:10          60          60          60          60                60          55           1
11/ 7/2018 17: 2:20          50          50          50          50                50     54.8889           1
11/ 7/2018 17: 2:21          50          50          50          50                50     54.7826           1
11/ 7/2018 17: 2:22          60          60          60          60                60     54.8936           1
11/ 7/2018 17: 2:23          50          50          50          50                50     54.7917           1
11/ 7/2018 17: 2:25          60          60          60          60                60      54.898           1
11/ 7/2018 17: 2:26          60          60          60          60                60          55           1
11/ 7/2018 17: 2:27          50          50          50          50                50      54.902           1
11/ 7/2018 17: 2:28          50          50          50          50                50     54.8077           1
11/ 7/2018 17: 2:29          60          60          60          60                60     54.9057           1
11/ 7/2018 17: 2:31          50          50          50          50                50     54.8148           1
11/ 7/2018 17: 2:32          60          60          60          60                60     54.9091           1
11/ 7/2018 17: 2:33          50          50          50          50                50     54.8214           1
11/ 7/2018 17: 2:34          60          60          60          60                60     54.9123           1
11/ 7/2018 17: 2:36          50          50          50          50                50     54.8276           1
11/ 7/2018 17: 2:37          60          60          60          60                60     54.9153           1
11/ 7/2018 17: 2:43          50          50          50          50                50     54.8333           1
11/ 7/2018 17: 2:44          60          60          60          60                60      54.918           1
11/ 7/2018 17: 2:45          50          50          50          50                50     54.8387           1
11/ 7/2018 17: 2:46          60          60          60          60                60     54.9206           1
11/ 7/2018 17: 2:49          50          50          50          50                50     54.8438           1
11/ 7/2018 17: 2:51          60          60          60          60                60     54.9231           1
11/ 7/2018 17: 2:52          50          50          50          50                50     54.8485           1
