         Date              Open        High         Low       Close     Typical Price        TWAP    Message Count
10/ 7/2018  0: 2: 3         470         470         470         470               470         470           1
10/ 7/2018  0: 2: 6         480         480         480         480               480         475           1
10/ 7/2018  0: 2:43         480         480         480         480               480     476.667           1
10/ 7/2018  2: 2:43         490         490         490         490               490         480           1
10/ 7/2018 10: 2: 1         500         500         500         500               500         484           1
10/ 7/2018 12: 2:59         490         490         490         490               490         485           1
10/ 7/2018 18: 2: 7         500         500         500         500               500     487.143           1
10/ 7/2018 28: 2:14         500         500         500         500               500      488.75           1
10/ 7/2018 39: 2:56         510         510         510         510               510     491.111           1
10/ 7/2018 40: 2:48         500         500         500         500               500         492           1
10/ 7/2018 46: 2:50         510         510         510         510               510     493.636           1
10/ 7/2018 49: 2:13         500         500         500         500               500     494.167           1
10/ 7/2018 50: 2: 7         510         510         510         510               510     495.385           1
10/ 7/2018 52: 2:14         500         500         500         500               500     495.714           1
10/ 7/2018 54: 2: 4         510         510         510         510               510     496.667           1
11/ 7/2018  0: 2:27         500         500         500         500               500     496.875           1
11/ 7/2018  1: 2: 1         500         500         500         500               500     497.059           1
11/ 7/2018  2: 2: 7         490         490         490         490               490     496.667           1
11/ 7/2018  2: 2:29         500         500         500         500               500     496.842           1
11/ 7/2018  7: 2:38         510         510         510         510               510       497.5           1
11/ 7/2018 10: 2:53         500         500         500         500               500     497.619           1
11/ 7/2018 17: 2: 7         490         490         490         490               490     497.273           1
11/ 7/2018 33: 2:48         500         500         500         500               500     497.391           1
11/ 7/2018 37: 2: 3         490         490         490         490               490     497.083           1
11/ 7/2018 41: 2:53         480         480         480         480               480       496.4           1
11/ 7/2018 41: 2:54         490         490         490         490               490     496.154           1
11/ 7/2018 41: 2:55         480         480         480         480               480     495.556           1
11/ 7/2018 41: 2:56         490         490         490         490               490     495.357           1
11/ 7/2018 42: 2: 0         480         480         480         480               480     494.828           1
11/ 7/2018 42: 2: 1         490         490         490         490               490     494.667           1
11/ 7/2018 42: 2: 2         480         480         480         480               480     494.194           1
11/ 7/2018 42: 2: 3         490         490         490         490               490     494.062           1
11/ 7/2018 42: 2: 4         490         490         490         490               490     493.939           1
11/ 7/2018 42: 2: 7         480         480         480         480               480     493.529           1
11/ 7/2018 42: 2: 8         490         490         490         490               490     493.429           1
11/ 7/2018 42: 2:12         480         480         480         480               480     493.056           1
11/ 7/2018 42: 2:14         490         490         490         490               490     492.973           1
11/ 7/2018 42: 2:46         480         480         480         480               480     492.632           1
11/ 7/2018 42: 2:47         490         490         490         490               490     492.564           1
11/ 7/2018 42: 2:48         480         480         480         480               480      492.25           1
11/ 7/2018 42: 2:49         490         490         490         490               490     492.195           1
11/ 7/2018 42: 2:54         480         480         480         480               480     491.905           1
11/ 7/2018 42: 2:55         490         490         490         490               490      491.86           1
11/ 7/2018 43: 2: 2         480         480         480         480               480     491.591           1
11/ 7/2018 43: 2: 3         480         480         480         480               480     491.333           1
11/ 7/2018 43: 2: 4         490         490         490         490               490     491.304           1
11/ 7/2018 43: 2:16         480         480         480         480               480     491.064           1
11/ 7/2018 43: 2:17         490         490         490         490               490     491.042           1
11/ 7/2018 43: 2:31         480         480         480         480               480     490.816           1
11/ 7/2018 43: 2:32         490         490         490         490               490       490.8           1
11/ 7/2018 43: 2:38         480         480         480         480               480     490.588           1
11/ 7/2018 43: 2:40         490         490         490         490               490     490.577           1
11/ 7/2018 43: 2:48         480         480         480         480               480     490.377           1
11/ 7/2018 43: 2:49         480         480         480         480               480     490.185           1
11/ 7/2018 43: 2:51         490         490         490         490               490     490.182           1
11/ 7/2018 44: 2: 0         480         480         480         480               480         490           1
