         Date              Open        High         Low       Close     Typical Price        TWAP    Message Count
10/ 7/2018  0: 2:24          70          70          70          70                70          70           1
12/ 7/2018 12: 2:30          60          60          60          60                60          65           1
14/ 7/2018  0: 2:31          70          70          70          70                70     66.6667           1
15/ 7/2018 31: 2:32          90          90          90          90                90        72.5           1
15/ 7/2018 31: 2:33          80          80          80          80                80          74           1
15/ 7/2018 34: 2:25          90          90          90          90                90     76.6667           1
15/ 7/2018 34: 2:26          80          80          80          80                80     77.1429           1
15/ 7/2018 46: 2:47          70          70          70          70                70       76.25           1
15/ 7/2018 46: 2:48          80          80          80          80                80     76.6667           1
15/ 7/2018 47: 2:59          70          70          70          70                70          76           1
15/ 7/2018 54: 2:18          80          80          80          80                80     76.3636           1
16/ 7/2018  6: 2:12          70          70          70          70                70     75.8333           1
16/ 7/2018  7: 2:27          80          80          80          80                80     76.1538           1
16/ 7/2018  8: 2:36          70          70          70          70                70     75.7143           1
16/ 7/2018  8: 2:37          80          80          80          80                80          76           1
16/ 7/2018 20: 2:26          70          70          70          70                70      75.625           1
16/ 7/2018 20: 2:41          80          80          80          80                80     75.8824           1
16/ 7/2018 20: 2:48          70          70          70          70                70     75.5556           1
16/ 7/2018 20: 2:52          80          80          80          80                80     75.7895           1
16/ 7/2018 21: 2:35          70          70          70          70                70        75.5           1
16/ 7/2018 21: 2:44          80          80          80          80                80     75.7143           1
16/ 7/2018 21: 2:46          70          70          70          70                70     75.4545           1
16/ 7/2018 21: 2:54          80          80          80          80                80     75.6522           1
16/ 7/2018 21: 2:58          70          70          70          70                70     75.4167           1
16/ 7/2018 22: 2: 9          80          80          80          80                80        75.6           1
16/ 7/2018 22: 2:12          70          70          70          70                70     75.3846           1
16/ 7/2018 22: 2:15          80          80          80          80                80     75.5556           1
16/ 7/2018 22: 2:17          70          70          70          70                70     75.3571           1
16/ 7/2018 22: 2:22          80          80          80          80                80     75.5172           1
16/ 7/2018 23: 2:22          70          70          70          70                70     75.3333           1
16/ 7/2018 23: 2:28          80          80          80          80                80     75.4839           1
16/ 7/2018 23: 2:38          70          70          70          70                70     75.3125           1
16/ 7/2018 23: 2:39          80          80          80          80                80     75.4545           1
16/ 7/2018 23: 2:47          70          70          70          70                70     75.2941           1
16/ 7/2018 23: 2:48          80          80          80          80                80     75.4286           1
16/ 7/2018 23: 2:52          70          70          70          70                70     75.2778           1
16/ 7/2018 23: 2:56          80          80          80          80                80     75.4054           1
16/ 7/2018 23: 2:59          70          70          70          70                70     75.2632           1
16/ 7/2018 24: 2:16          60          60          60          60                60     74.8718           1
16/ 7/2018 24: 2:54          80          80          80          80                80          75           1
16/ 7/2018 24: 2:56          70          70          70          70                70      74.878           1
16/ 7/2018 25: 2:10          80          80          80          80                80          75           1
17/ 7/2018 25: 2: 8          70          70          70          70                70     74.8837           1
17/ 7/2018 25: 2: 9          80          80          80          80                80          75           1
17/ 7/2018 25: 2:11          70          70          70          70                70     74.8889           1
17/ 7/2018 25: 2:20          80          80          80          80                80          75           1
17/ 7/2018 25: 2:30          70          70          70          70                70     74.8936           1
17/ 7/2018 25: 2:31          80          80          80          80                80          75           1
17/ 7/2018 25: 2:44          70          70          70          70                70      74.898           1
17/ 7/2018 25: 2:54          80          80          80          80                80          75           1
17/ 7/2018 25: 2:58          70          70          70          70                70      74.902           1
17/ 7/2018 26: 2: 0          80          80          80          80                80          75           1
17/ 7/2018 26: 2:15          70          70          70          70                70     74.9057           1
17/ 7/2018 26: 2:31          80          80          80          80                80          75           1
17/ 7/2018 54: 2:21          70          70          70          70                70     74.9091           1
17/ 7/2018 54: 2:46          80          80          80          80                80          75           1
17/ 7/2018 54: 2:53          70          70          70          70                70     74.9123           1
17/ 7/2018 54: 2:55          80          80          80          80                80          75           1
17/ 7/2018 54: 2:59          70          70          70          70                70     74.9153           1
17/ 7/2018 55: 2:37          80          80          80          80                80          75           1
17/ 7/2018 55: 2:42          70          70          70          70                70      74.918           1
17/ 7/2018 56: 2:26          80          80          80          80                80          75           1
17/ 7/2018 56: 2:27          70          70          70          70                70     74.9206           1
17/ 7/2018 56: 2:59          80          80          80          80                80          75           1
17/ 7/2018 57: 2: 1          70          70          70          70                70     74.9231           1
17/ 7/2018 57: 2:41          80          80          80          80                80          75           1
17/ 7/2018 57: 2:54          70          70          70          70                70     74.9254           1
17/ 7/2018 58: 2: 3          80          80          80          80                80          75           1
17/ 7/2018 58: 2: 9          70          70          70          70                70     74.9275           1
17/ 7/2018 58: 2:10          80          80          80          80                80          75           1
17/ 7/2018 58: 2:12          70          70          70          70                70     74.9296           1
17/ 7/2018 58: 2:17          80          80          80          80                80          75           1
17/ 7/2018 58: 2:18          70          70          70          70                70     74.9315           1
17/ 7/2018 58: 2:19          80          80          80          80                80          75           1
17/ 7/2018 58: 2:25          70          70          70          70                70     74.9333           1
17/ 7/2018 58: 2:26          80          80          80          80                80          75           1
17/ 7/2018 58: 2:27          70          70          70          70                70     74.9351           1
17/ 7/2018 58: 2:29          80          80          80          80                80          75           1
17/ 7/2018 58: 2:31          70          70          70          70                70     74.9367           1
17/ 7/2018 58: 2:42          80          80          80          80                80          75           1
17/ 7/2018 59: 2: 5          70          70          70          70                70     74.9383           1
17/ 7/2018 59: 2:11          80          80          80          80                80          75           1
17/ 7/2018 59: 2:59          70          70          70          70                70     74.9398           1
