         Date              Open        High         Low       Close     Typical Price        TWAP    Message Count
 9/ 7/2018 55: 2: 1        2960        3100        2960        2590            2902.5      2902.5         188
10/ 7/2018  0: 2: 0        2640        2700        2630        2640            2652.5      2777.5           8
10/ 7/2018  0: 2: 1        2610        2630        2610        2630              2620        2725           8
10/ 7/2018  0: 2: 2        2650        2720        2630        2640              2660     2708.75           6
10/ 7/2018  0: 2: 3        2640        2740        2580        2630            2647.5      2696.5           6
10/ 7/2018  0: 2: 5        2650        2680        2630        2680              2660     2690.42           5
10/ 7/2018  0: 2: 6        2670        2670        2670        2670              2670      2687.5           1
10/ 7/2018  0: 2: 8        2740        2740        2740        2740              2740     2694.06           1
10/ 7/2018  0: 2: 9        2680        2700        2680        2700              2690     2693.61           2
10/ 7/2018  0: 2:11        2630        2800        2630        2800              2715     2695.75           3
10/ 7/2018  0: 2:13        2850        2850        2850        2850              2850     2709.77           1
10/ 7/2018  0: 2:21        2650        2650        2650        2650              2650     2704.79           1
10/ 7/2018  0: 2:24        2780        2780        2780        2780              2780     2710.58           1
10/ 7/2018  0: 2:25        2630        2630        2630        2630              2630     2704.82           1
10/ 7/2018  0: 2:27        2580        2580        2580        2580              2580      2696.5           1
10/ 7/2018  0: 2:30        2540        2540        2540        2540              2540     2686.72           1
10/ 7/2018  0: 2:31        2630        2630        2620        2620              2625     2683.09           2
10/ 7/2018  0: 2:34        2630        2630        2630        2630              2630     2680.14           1
10/ 7/2018  0: 2:40        2590        2590        2590        2590              2590     2675.39           1
10/ 7/2018  0: 2:43        2620        2620        2620        2620              2620     2672.62           1
10/ 7/2018  0: 2:45        2610        2690        2610        2690              2650     2671.55           3
10/ 7/2018  0: 2:51        2610        2610        2610        2610              2610     2668.75           1
10/ 7/2018  0: 2:58        2640        2730        2640        2730              2685     2669.46           2
10/ 7/2018  1: 2: 8        2650        2650        2650        2650              2650     2668.65           1
10/ 7/2018  1: 2:11        2630        2630        2630        2630              2630      2667.1           1
10/ 7/2018  1: 2:18        2640        2640        2640        2640              2640     2666.06           1
10/ 7/2018  1: 2:25        2610        2610        2610        2610              2610     2663.98           1
10/ 7/2018  1: 2:30        2620        2620        2620        2620              2620     2662.41           1
10/ 7/2018  1: 2:32        2630        2630        2630        2630              2630     2661.29           2
10/ 7/2018  1: 2:36        2630        2630        2630        2630              2630     2660.25           1
10/ 7/2018  1: 2:37        2700        2700        2700        2700              2700     2661.53           1
10/ 7/2018  1: 2:38        2630        2630        2630        2630              2630     2660.55           1
10/ 7/2018  1: 2:39        2620        2620        2620        2620              2620     2659.32           1
10/ 7/2018  1: 2:41        2630        2840        2630        2840              2735     2661.54           2
10/ 7/2018  1: 2:47        2630        2630        2630        2630              2630     2660.64           1
10/ 7/2018  1: 2:59        2840        2840        2840        2840              2840     2665.62           1
10/ 7/2018  2: 2: 6        2610        2610        2610        2610              2610     2664.12           1
10/ 7/2018  2: 2:11        2620        2620        2620        2620              2620     2662.96           1
10/ 7/2018  2: 2:12        2650        2650        2650        2650              2650     2662.63           1
10/ 7/2018  2: 2:13        2620        2620        2620        2620              2620     2661.56           1
10/ 7/2018  2: 2:16        2620        2620        2620        2620              2620     2660.55           1
10/ 7/2018  2: 2:17        2620        2620        2620        2620              2620     2659.58           2
10/ 7/2018  2: 2:19        2840        2840        2840        2840              2840     2663.78           1
10/ 7/2018  2: 2:32        2640        2640        2640        2640              2640     2663.24           1
10/ 7/2018  2: 2:33        2600        2600        2600        2600              2600     2661.83           1
10/ 7/2018  2: 2:43        2610        2630        2600        2600              2610     2660.71           6
10/ 7/2018  3: 2: 4        2640        2640        2640        2640              2640     2660.27           1
10/ 7/2018  3: 2:10        2580        2580        2580        2580              2580     2658.59           1
10/ 7/2018  3: 2:18        2600        2600        2600        2600              2600      2657.4           2
10/ 7/2018  3: 2:25        2620        2620        2620        2620              2620     2656.65           1
10/ 7/2018  3: 2:27        2640        2640        2600        2600              2620     2655.93           2
10/ 7/2018  3: 2:28        2700        2700        2700        2700              2700     2656.78           1
10/ 7/2018  3: 2:31        2600        2600        2600        2600              2600     2655.71           1
10/ 7/2018  3: 2:34        2600        2600        2600        2600              2600     2654.68           1
10/ 7/2018  3: 2:37        2950        2950        2950        2950              2950     2660.05           1
10/ 7/2018  3: 2:38        2590        2590        2590        2590              2590     2658.79           1
10/ 7/2018  3: 2:45        2590        2590        2590        2590              2590     2657.59           1
