         Date              Open        High         Low       Close     Typical Price        TWAP    Message Count
10/ 7/2018  0: 2: 3          50          50          50          50                50          50           1
10/ 7/2018 27: 2:54          50          50          50          50                50          50           1
10/ 7/2018 40: 2:52          60          60          60          60                60     53.3333           1
14/ 7/2018  0: 2: 1          50          50          50          50                50        52.5           1
15/ 7/2018 31: 2:32          40          40          40          40                40          50           1
15/ 7/2018 31: 2:33          50          50          50          50                50          50           1
15/ 7/2018 34: 2:25          40          40          40          40                40     48.5714           1
15/ 7/2018 34: 2:26          50          50          50          50                50       48.75           1
16/ 7/2018 35: 2:39          40          40          40          40                40     47.7778           1
16/ 7/2018 35: 2:48          50          50          50          50                50          48           1
16/ 7/2018 36: 2: 5          40          40          40          40                40     47.2727           1
16/ 7/2018 42: 2:49          50          50          50          50                50        47.5           1
16/ 7/2018 42: 2:50          50          50          50          50                50     47.6923           1
16/ 7/2018 42: 2:55          40          40          40          40                40     47.1429           1
16/ 7/2018 42: 2:59          50          50          50          50                50     47.3333           1
16/ 7/2018 43: 2: 1          40          40          40          40                40      46.875           1
16/ 7/2018 43: 2: 2          50          50          50          50                50     47.0588           1
16/ 7/2018 43: 2: 4          40          40          40          40                40     46.6667           1
16/ 7/2018 43: 2:11          50          50          50          50                50     46.8421           1
16/ 7/2018 44: 2: 1          40          40          40          40                40        46.5           1
16/ 7/2018 44: 2: 2          50          50          50          50                50     46.6667           1
16/ 7/2018 44: 2: 5          40          40          40          40                40     46.3636           1
16/ 7/2018 44: 2:17          50          50          50          50                50     46.5217           1
16/ 7/2018 44: 2:18          50          50          50          50                50     46.6667           1
16/ 7/2018 44: 2:25          40          40          40          40                40        46.4           1
16/ 7/2018 44: 2:26          50          50          50          50                50     46.5385           1
16/ 7/2018 44: 2:31          40          40          40          40                40     46.2963           1
16/ 7/2018 44: 2:32          40          40          40          40                40     46.0714           1
16/ 7/2018 44: 2:39          50          50          50          50                50     46.2069           1
16/ 7/2018 44: 2:40          40          40          40          40                40          46           1
16/ 7/2018 44: 2:41          50          50          50          50                50      46.129           1
16/ 7/2018 44: 2:45          40          40          40          40                40     45.9375           1
16/ 7/2018 44: 2:47          50          50          50          50                50     46.0606           1
16/ 7/2018 44: 2:48          40          40          40          40                40     45.8824           1
16/ 7/2018 44: 2:52          50          50          50          50                50          46           1
16/ 7/2018 44: 2:53          50          50          50          50                50     46.1111           1
16/ 7/2018 44: 2:54          50          50          50          50                50     46.2162           1
16/ 7/2018 44: 2:55          40          40          40          40                40     46.0526           1
16/ 7/2018 44: 2:56          50          50          50          50                50     46.1538           1
16/ 7/2018 45: 2: 0          40          40          40          40                40          46           1
16/ 7/2018 45: 2: 4          50          50          50          50                50     46.0976           1
16/ 7/2018 45: 2:17          40          40          40          40                40     45.9524           1
16/ 7/2018 48: 2:56          50          50          50          50                50     46.0465           1
16/ 7/2018 48: 2:57          40          40          40          40                40     45.9091           1
16/ 7/2018 51: 2:21          50          50          50          50                50          46           1
16/ 7/2018 51: 2:42          40          40          40          40                40     45.8696           1
16/ 7/2018 52: 2:28          50          50          50          50                50     45.9574           1
16/ 7/2018 52: 2:57          40          40          40          40                40     45.8333           1
16/ 7/2018 52: 2:58          50          50          50          50                50     45.9184           1
16/ 7/2018 53: 2: 9          40          40          40          40                40        45.8           1
16/ 7/2018 53: 2:23          50          50          50          50                50     45.8824           1
16/ 7/2018 54: 2:11          40          40          40          40                40     45.7692           1
16/ 7/2018 54: 2:14          50          50          50          50                50     45.8491           1
16/ 7/2018 54: 2:18          40          40          40          40                40     45.7407           1
16/ 7/2018 54: 2:19          50          50          50          50                50     45.8182           1
16/ 7/2018 54: 2:25          40          40          40          40                40     45.7143           1
16/ 7/2018 54: 2:29          50          50          50          50                50     45.7895           1
16/ 7/2018 54: 2:32          40          40          40          40                40     45.6897           1
16/ 7/2018 54: 2:34          50          50          50          50                50     45.7627           1
