         Date              Open        High         Low       Close      Volume    Typical Price         V*P    Total VP     Total V            VWAP
 2/ 7/2018  9:55: 1        8900        9120        8900        7800         100          8606.67      860666      860666         100          8606.66
 2/ 7/2018 10: 0: 0        7490        7640        7480        7640         100          7586.67      758666     1619332         200          8096.66
 2/ 7/2018 10: 0: 1        7930        7930        7930        7930           2             7930       15860     1635192         202          8095.01
 2/ 7/2018 10: 0: 2        7470        7470        7070        7070         500          7203.33     3601666     5236858         702          7459.91
 2/ 7/2018 10: 0: 3        7850        7850        7850        7850        1000             7850     7850000    13086858        1702          7689.11
 2/ 7/2018 10: 0:10        7970        7970        7970        7970           8             7970       63760    13150618        1710          7690.42
 2/ 7/2018 10: 1: 2        7800        7800        7800        7800        3000             7800    23400000    36550618        4710          7760.22
 2/ 7/2018 10: 1:40        7610        7610        7610        7610           3             7610       22830    36573448        4713          7760.12
 2/ 7/2018 10: 2:26        7700        7700        7700        7700           3             7700       23100    36596548        4716          7760.08
 2/ 7/2018 10: 2:52        7650        7650        7650        7650        3000             7650    22950000    59546548        7716          7717.28
 2/ 7/2018 10: 2:54        7650        7650        7650        7650        2100             7650    16065000    75611548        9816          7702.89
 2/ 7/2018 10: 3:13        7610        7610        7610        7610           3             7610       22830    75634378        9819          7702.86
 2/ 7/2018 10: 3:53        7750        7750        7750        7750        3000             7750    23250000    98884378       12819          7713.89
 2/ 7/2018 10: 5:10        7600        7600        7600        7600          42             7600      319200    99203578       12861          7713.52
 2/ 7/2018 10: 5:41        7580        7580        7580        7580         250             7580     1895000   101098578       13111          7710.97
 2/ 7/2018 10: 5:49        7570        7570        7570        7570         250             7570     1892500   102991078       13361          7708.34
 2/ 7/2018 10: 8:44        7610        7610        7610        7610          47             7610      357670   103348748       13408          7707.99
 2/ 7/2018 10: 8:49        7950        7950        7950        7950         150             7950     1192500   104541248       13558          7710.67
 2/ 7/2018 10:10:21        7650        7650        7650        7650        3000             7650    22950000   127491248       16558          7699.68
 2/ 7/2018 10:10:22        7620        7620        7620        7620          17             7620      129540   127620788       16575           7699.6
 2/ 7/2018 10:10:48        7750        7750        7750        7750         250             7750     1937500   129558288       16825          7700.34
 2/ 7/2018 10:11: 7        7800        7800        7800        7800         500             7800     3900000   133458288       17325          7703.22
 2/ 7/2018 10:11:39        7650        7650        7650        7650           1             7650        7650   133465938       17326          7703.22
 2/ 7/2018 10:12:36        7920        7920        7920        7920          79             7920      625680   134091618       17405           7704.2
 2/ 7/2018 10:15: 4        7770        7770        7770        7770         100             7770      777000   134868618       17505          7704.58
 2/ 7/2018 10:21:49        7750        7750        7750        7750        3000             7750    23250000   158118618       20505          7711.22
 2/ 7/2018 10:22: 5        8050        8050        8050        8050          25             8050      201250   158319868       20530          7711.64
 2/ 7/2018 10:22: 6        8100        8150        8100        8150          25          8133.33      203333   158523201       20555          7712.15
 2/ 7/2018 10:22: 7        8200        8300        8200        8300          25          8266.67      206666   158729867       20580          7712.82
 2/ 7/2018 10:22: 8        8350        8450        8350        8450          25          8416.67      210416   158940283       20605          7713.68
 2/ 7/2018 10:22: 9        8500        8550        8500        8550          25          8533.33      213333   159153616       20630          7714.67
 2/ 7/2018 10:22:10        8600        8650        7850        7850          25          8116.67      202916   159356532       20655          7715.16
 2/ 7/2018 10:22:11        7900        8000        7900        8000          25          7966.67      199166   159555698       20680          7715.46
 2/ 7/2018 10:25:37        7750        7750        7750        7750         500             7750     3875000   163430698       21180          7716.27
 2/ 7/2018 10:29: 6        7550        7550        7550        7550         330             7550     2491500   165922198       21510          7713.72
 2/ 7/2018 10:29:21        7630        7630        7630        7630          56             7630      427280   166349478       21566          7713.51
 2/ 7/2018 10:29:45        7800        7800        7800        7800         124             7800      967200   167316678       21690             7714
 2/ 7/2018 10:30:26        7660        7660        7660        7660         225             7660     1723500   169040178       21915          7713.45
 2/ 7/2018 10:30:29        7900        7900        7900        7900         200             7900     1580000   170620178       22115          7715.13
 2/ 7/2018 10:31: 8        7610        7610        7610        7610           1             7610        7610   170627788       22116          7715.13
 2/ 7/2018 10:32: 1        7550        7550        7550        7550         105             7550      792750   171420538       22221          7714.35
 2/ 7/2018 10:32:32        7740        7740        7740        7740         250             7740     1935000   173355538       22471          7714.63
 2/ 7/2018 10:32:34        7950        7950        7950        7950          25             7950      198750   173554288       22496           7714.9
 2/ 7/2018 10:33:22        7950        7950        7950        7950          99             7950      787050   174341338       22595          7715.93
 2/ 7/2018 10:33:49        7730        7730        7730        7730         250             7730     1932500   176273838       22845          7716.08
 2/ 7/2018 10:35:30        7680        7680        7680        7680         208             7680     1597440   177871278       23053          7715.75
 2/ 7/2018 10:35:38        7840        7840        7840        7840         100             7840      784000   178655278       23153          7716.29
 2/ 7/2018 10:35:47        7930        7930        7930        7930         100             7930      793000   179448278       23253          7717.21
 2/ 7/2018 10:41:20        7680        7680        7680        7680        3000             7680    23040000   202488278       26253          7712.96
 2/ 7/2018 10:51: 6        8000        8000        8000        8000          90             8000      720000   203208278       26343          7713.94
 2/ 7/2018 10:57:31        7680        7680        7680        7680         200             7680     1536000   204744278       26543          7713.68
 2/ 7/2018 11: 4:25        7720        7720        7720        7720        5000             7720    38600000   243344278       31543          7714.68
 2/ 7/2018 11: 4:37        7740        7740        7740        7740        5000             7740    38700000   282044278       36543          7718.15
 2/ 7/2018 11: 4:41        7740        7740        7740        7740        2075             7740    16060500   298104778       38618          7719.32
 2/ 7/2018 11: 4:44        7730        7730        7730        7730         375             7730     2898750   301003528       38993          7719.42
 2/ 7/2018 11: 5:10        8000        8000        8000        8000        1000             8000     8000000   309003528       39993          7726.44
 2/ 7/2018 11: 5:33        7740        7740        7740        7740         100             7740      774000   309777528       40093          7726.47
 2/ 7/2018 11: 5:35        7730        7730        7730        7730        1000             7730     7730000   317507528       41093          7726.56
 2/ 7/2018 11: 6:31        7720        7720        7720        7720         320             7720     2470400   319977928       41413          7726.51
 2/ 7/2018 11: 6:47        7660        7660        7660        7660         250             7660     1915000   321892928       41663          7726.11
 2/ 7/2018 11: 6:54        7640        7640        7640        7640         250             7640     1910000   323802928       41913           7725.6
 2/ 7/2018 11: 7: 0        7860        7860        7860        7860         100             7860      786000   324588928       42013          7725.92
 2/ 7/2018 11: 7: 3        7890        7890        7890        7890         100             7890      789000   325377928       42113          7726.31
 2/ 7/2018 11: 7: 4        7910        7910        7910        7910         100             7910      791000   326168928       42213          7726.74
 2/ 7/2018 11: 7: 6        7940        7940        7940        7940         100             7940      794000   326962928       42313          7727.25
 2/ 7/2018 11: 7: 8        7970        7970        7970        7970         100             7970      797000   327759928       42413          7727.82
 2/ 7/2018 11: 7:10        8000        8000        8000        8000         100             8000      800000   328559928       42513          7728.46
 2/ 7/2018 11: 7:11        8030        8030        8030        8030         100             8030      803000   329362928       42613          7729.17
 2/ 7/2018 11: 7:13        8040        8040        8040        8040         100             8040      804000   330166928       42713          7729.89
