         Date              Open        High         Low       Close      Volume    Typical Price         V*P    Total VP     Total V            VWAP
 2/ 7/2018 10: 0: 3         140         140         140         140           1              140         140         140           1              140
 2/ 7/2018 10: 0: 4         120         120         120         120       49999              120     5999880     6000020       50000              120
 2/ 7/2018 10:17:41         110         110         110         110       50000              110     5500000    11500020      100000              115
 2/ 7/2018 10:18: 0         120         120         120         120       50000              120     6000000    17500020      150000          116.667
 2/ 7/2018 10:18: 1         110         110         110         110       50000              110     5500000    23000020      200000              115
 2/ 7/2018 10:18: 6         120         120         120         120       50000              120     6000000    29000020      250000              116
 2/ 7/2018 10:18:37         110         110         110         110       50000              110     5500000    34500020      300000              115
 2/ 7/2018 10:18:58         120         120         120         120       50000              120     6000000    40500020      350000          115.714
 2/ 7/2018 10:27:57         120         120         120         120       50000              120     6000000    46500020      400000           116.25
 2/ 7/2018 10:29:59          70          70          70          70        1500               70      105000    46605020      401500          116.077
 2/ 7/2018 11:12:19         130         130         130         130       50000              130     6500000    53105020      451500          117.619
 2/ 7/2018 14: 0: 1         130         130         130         130       50000              130     6500000    59605020      501500          118.853
 2/ 7/2018 16: 8:12         120         120         120         120       50000              120     6000000    65605020      551500          118.957
 2/ 7/2018 16:36:45         130         130         130         130       50000              130     6500000    72105020      601500          119.875
 2/ 7/2018 16:36:47         120         120         120         120       50000              120     6000000    78105020      651500          119.885
 2/ 7/2018 16:52:50         130         130         130         130       50000              130     6500000    84605020      701500          120.606
 2/ 7/2018 16:52:55         120         120         120         120       50000              120     6000000    90605020      751500          120.566
 2/ 7/2018 16:52:59         130         130         130         130       50000              130     6500000    97105020      801500          121.154
 2/ 7/2018 16:53: 1         120         120         120         120       50000              120     6000000   103105020      851500          121.086
 2/ 7/2018 16:53: 8         130         130         130         130       50000              130     6500000   109605020      901500          121.581
 2/ 7/2018 16:53:30         120         120         120         120       50000              120     6000000   115605020      951500          121.498
 2/ 7/2018 16:54:22         130         130         130         130       50000              130     6500000   122105020     1001500          121.922
