         Date              Open        High         Low       Close      Volume     Typical Price         V*P    Total VP     Total V        VWAP    Message Count
10/ 7/2018  0: 2: 3         130         130         130         130       50000               130     6500000     6500000       50000         130           1
10/ 7/2018 17: 2:42         140         140         140         140       50000               140     7000000    13500000      100000         135           1
10/ 7/2018 17: 2:43         130         130         130         130       50000               130     6500000    20000000      150000     133.333           1
10/ 7/2018 17: 2:47         140         140         140         140       50000               140     7000000    27000000      200000         135           1
10/ 7/2018 17: 2:51         130         130         130         130       50000               130     6500000    33500000      250000         134           1
10/ 7/2018 18: 2:37         140         140         140         140       50000               140     7000000    40500000      300000         135           1
10/ 7/2018 18: 2:38         130         130         130         130       50000               130     6500000    47000000      350000     134.286           1
10/ 7/2018 28: 2: 8         130         130         130         130       50000               130     6500000    53500000      400000      133.75           1
12/ 7/2018 13: 2:32         120         120         120         120       50000               120     6000000    59500000      450000     132.222           1
12/ 7/2018 16: 2: 3         130         130         130         130       50000               130     6500000    66000000      500000         132           1
12/ 7/2018 16: 2: 8         120         120         120         120       50000               120     6000000    72000000      550000     130.909           1
12/ 7/2018 16: 2: 9         130         130         130         130       50000               130     6500000    78500000      600000     130.833           1
12/ 7/2018 16: 2:12         120         120         120         120       50000               120     6000000    84500000      650000         130           1
12/ 7/2018 17: 2:51         130         130         130         130       50000               130     6500000    91000000      700000         130           1
12/ 7/2018 18: 2:23         120         120         120         120       50000               120     6000000    97000000      750000     129.333           1
12/ 7/2018 18: 2:25         130         130         130         130       50000               130     6500000   103500000      800000     129.375           1
12/ 7/2018 18: 2:30         120         120         120         120       50000               120     6000000   109500000      850000     128.824           1
12/ 7/2018 27: 2:16         130         130         130         130       50000               130     6500000   116000000      900000     128.889           1
12/ 7/2018 27: 2:41         120         120         120         120       50000               120     6000000   122000000      950000     128.421           1
12/ 7/2018 28: 2:20         130         130         130         130       50000               130     6500000   128500000     1000000       128.5           1
12/ 7/2018 28: 2:53         120         120         120         120       50000               120     6000000   134500000     1050000     128.095           1
12/ 7/2018 58: 2:54         130         130         130         130       50000               130     6500000   141000000     1100000     128.182           1
14/ 7/2018  0: 2: 0         130         130         130         130       50000               130     6500000   147500000     1150000     128.261           1
14/ 7/2018  8: 2:14         120         120         120         120       50000               120     6000000   153500000     1200000     127.917           1
14/ 7/2018 13: 2:53         130         130         130         130       50000               130     6500000   160000000     1250000         128           1
14/ 7/2018 14: 2: 5         120         120         120         120       50000               120     6000000   166000000     1300000     127.692           1
14/ 7/2018 15: 2:39         130         130         130         130       50000               130     6500000   172500000     1350000     127.778           1
14/ 7/2018 15: 2:43         120         120         120         120       50000               120     6000000   178500000     1400000       127.5           1
14/ 7/2018 15: 2:44         130         130         130         130       50000               130     6500000   185000000     1450000     127.586           1
14/ 7/2018 15: 2:50         120         120         120         120       50000               120     6000000   191000000     1500000     127.333           1
14/ 7/2018 15: 2:56         130         130         130         130       50000               130     6500000   197500000     1550000     127.419           1
14/ 7/2018 16: 2: 6         120         120         120         120       50000               120     6000000   203500000     1600000     127.188           1
14/ 7/2018 16: 2:41         130         130         130         130       50000               130     6500000   210000000     1650000     127.273           1
14/ 7/2018 17: 2: 7         120         120         120         120       50000               120     6000000   216000000     1700000     127.059           1
14/ 7/2018 17: 2:53         130         130         130         130       50000               130     6500000   222500000     1750000     127.143           1
14/ 7/2018 18: 2:47         120         120         120         120       50000               120     6000000   228500000     1800000     126.944           1
14/ 7/2018 19: 2: 4         130         130         130         130       50000               130     6500000   235000000     1850000     127.027           1
14/ 7/2018 19: 2: 5         120         120         120         120       50000               120     6000000   241000000     1900000     126.842           1
14/ 7/2018 19: 2:12         130         130         130         130       50000               130     6500000   247500000     1950000     126.923           1
14/ 7/2018 20: 2:24         120         120         120         120       50000               120     6000000   253500000     2000000      126.75           1
14/ 7/2018 21: 2: 5         130         130         130         130       50000               130     6500000   260000000     2050000     126.829           1
14/ 7/2018 21: 2:17         120         120         120         120       50000               120     6000000   266000000     2100000     126.667           1
14/ 7/2018 53: 2:31         130         130         130         130       50000               130     6500000   272500000     2150000     126.744           1
14/ 7/2018 53: 2:32         120         120         120         120       50000               120     6000000   278500000     2200000     126.591           1
14/ 7/2018 54: 2:46         130         130         130         130       50000               130     6500000   285000000     2250000     126.667           1
15/ 7/2018  7: 2:56         120         120         120         120       50000               120     6000000   291000000     2300000     126.522           1
15/ 7/2018 10: 2:28         130         130         130         130       50000               130     6500000   297500000     2350000     126.596           1
15/ 7/2018 23: 2:10         120         120         120         120       50000               120     6000000   303500000     2400000     126.458           1
15/ 7/2018 26: 2:10         130         130         130         130       50000               130     6500000   310000000     2450000     126.531           1
15/ 7/2018 26: 2:25         120         120         120         120       50000               120     6000000   316000000     2500000       126.4           1
15/ 7/2018 36: 2:42         130         130         130         130       50000               130     6500000   322500000     2550000     126.471           1
