         Date              Open        High         Low       Close      Volume     Typical Price         V*P    Total VP     Total V        VWAP    Message Count
 9/ 7/2018 55: 2: 1        3370        4050        3370        3350          20              3590       71800       71800          20        3590         310
10/ 7/2018  8: 2:20        3390        3390        3390        3390        2000              3390     6780000  2037540392      593968     3430.39           1
10/ 7/2018  8: 2:23        3500        3500        3500        3500         150              3500      525000  2038065392      594118     3430.41           1
10/ 7/2018  8: 2:39        3380        3380        3380        3380         108              3380      365040  2038430432      594226      3430.4           1
10/ 7/2018  8: 2:40        3380        3380        3380        3380       10000              3380    33800000  2072230432      604226     3429.56           2
10/ 7/2018  8: 2:41        3360        3410        3360        3410        2597           3393.33     8812486  2081042918      606823     3429.41           2
10/ 7/2018  8: 2:43        3380        3380        3380        3380        5000              3380    16900000  2097942918      611823        3429           1
10/ 7/2018  8: 2:47        3380        3380        3380        3380        1000              3380     3380000  2101322918      612823     3428.92           1
10/ 7/2018  8: 2:49        3380        3380        3380        3380        1000              3380     3380000  2104702918      613823     3428.84           2
10/ 7/2018  8: 2:53        3380        3380        3380        3380        1000              3380     3380000  2108082918      614823     3428.76           1
10/ 7/2018  9: 2: 6        3400        3400        3400        3400        1167              3400     3967800  2112050718      615990     3428.71           1
10/ 7/2018  9: 2: 7        3380        3380        3380        3380        1000              3380     3380000  2115430718      616990     3428.63           1
10/ 7/2018  9: 2: 9        3380        3380        3380        3380        1500              3380     5070000  2120500718      618490     3428.51           1
10/ 7/2018  9: 2:15        3370        3370        3370        3370          50              3370      168500  2120669218      618540     3428.51           1
10/ 7/2018  9: 2:19        3390        3390        3390        3390        3000              3390    10170000  2130839218      621540     3428.32           1
10/ 7/2018  9: 2:21        3380        3380        3380        3380        1000              3380     3380000  2134219218      622540     3428.24           1
10/ 7/2018  9: 2:33        3390        3390        3390        3390        3000              3390    10170000  2144389218      625540     3428.06           1
10/ 7/2018  9: 2:34        3380        3380        3380        3380        1000              3380     3380000  2147769218      626540     3427.98           1
10/ 7/2018  9: 2:35        3400        3400        3400        3400        1352              3400     4596800  2152366018      627892     3427.92           1
10/ 7/2018  9: 2:44        3470        3470        3470        3470        1000              3470     3470000  2155836018      628892     3427.99           1
10/ 7/2018  9: 2:46        3390        3390        3390        3390        2100              3390     7119000  2162955018      630992     3427.86           1
10/ 7/2018  9: 2:52        3390        3390        3390        3390        1000              3390     3390000  2166345018      631992      3427.8           1
10/ 7/2018 10: 2: 2        3380        3390        3380        3390         975           3386.67     3302000  2169647018      632967     3427.74           2
10/ 7/2018 10: 2: 9        3380        3380        3380        3380        1000              3380     3380000  2173027018      633967     3427.67           1
10/ 7/2018 10: 2:12        3370        3370        3370        3370       19673              3370    66298010  2239325028      653640     3425.93           1
10/ 7/2018 10: 2:18        3390        3390        3390        3390       15000              3390    50850000  2290175028      668640     3425.12           1
10/ 7/2018 10: 2:30        3380        3380        3380        3380        1000              3380     3380000  2293555028      669640     3425.06           1
10/ 7/2018 10: 2:41        3940        3940        3940        3940        5002              3940    19707880  2313262908      674642     3428.87           1
10/ 7/2018 10: 2:59        3420        3420        3390        3390        5000              3400    17000000  2330262908      679642     3428.66           2
10/ 7/2018 11: 2: 0        3390        3390        3390        3390        1869              3390     6335910  2336598818      681511     3428.56           1
10/ 7/2018 11: 2: 1        3360        3360        3360        3360        3778              3360    12694080  2349292898      685289     3428.18           1
10/ 7/2018 11: 2: 2        3360        3360        3360        3360        3778              3360    12694080  2361986978      689067      3427.8           1
10/ 7/2018 11: 2: 3        3360        3360        3360        3360        3778              3360    12694080  2374681058      692845     3427.43           1
10/ 7/2018 11: 2: 4        3360        3360        3360        3360        3778              3360    12694080  2387375138      696623     3427.07           1
10/ 7/2018 11: 2: 6        3380        3380        3380        3380        1000              3380     3380000  2390755138      697623        3427           1
10/ 7/2018 11: 2: 8        3380        3380        3380        3380        1000              3380     3380000  2394135138      698623     3426.93           1
10/ 7/2018 11: 2:10        3390        3390        3390        3390        4000              3390    13560000  2407695138      702623     3426.72           1
10/ 7/2018 11: 2:14        3380        3380        3380        3380        1000              3380     3380000  2411075138      703623     3426.66           1
10/ 7/2018 11: 2:15        3600        3600        3600        3600         300              3600     1080000  2412155138      703923     3426.73           1
10/ 7/2018 11: 2:34        3390        3390        3390        3390         270              3390      915300  2413070438      704193     3426.72           1
10/ 7/2018 11: 2:35        3380        3380        3380        3380        5891              3380    19911580  2432982018      710084     3426.33           1
10/ 7/2018 11: 2:39        3420        3420        3420        3420       25000              3420    85500000  2518482018      735084     3426.11           1
10/ 7/2018 11: 2:54        3380        3380        3380        3380        1598              3380     5401240  2523883258      736682     3426.01           1
10/ 7/2018 11: 2:56        3380        3380        3380        3380       10000              3380    33800000  2557683258      746682      3425.4           1
10/ 7/2018 12: 2:11        3400        3400        3400        3400        2000              3400     6800000  2564483258      748682     3425.33           1
10/ 7/2018 12: 2:14        3380        3400        3380        3400        5001           3393.33    16970060  2581453318      753683     3425.12           2
10/ 7/2018 12: 2:17        3470        3470        3470        3470         400              3470     1388000  2582841318      754083     3425.14           1
10/ 7/2018 12: 2:28        3380        3380        3380        3380          95              3380      321100  2583162418      754178     3425.14           1
10/ 7/2018 12: 2:35        3550        3550        3550        3550         100              3550      355000  2583517418      754278     3425.15           1
10/ 7/2018 12: 2:36        3390        3390        3390        3390        3082              3390    10447980  2593965398      757360     3425.01           1
10/ 7/2018 12: 2:51        3380        3380        3380        3380       15000              3380    50700000  2644665398      772360     3424.14           1
10/ 7/2018 12: 2:54        3280        3280        3280        3280       60975              3280   199998000  2844663398      833335     3413.59           1
10/ 7/2018 12: 2:59        3180        3180        3180        3180       76220              3180   242379600  3087042998      909555     3394.01           1
10/ 7/2018 13: 2:57        3390        3390        3390        3390        1095              3390     3712050  3090755048      910650     3394.01           1
10/ 7/2018 13: 2:59        3390        3390        3390        3390        5000              3390    16950000  3107705048      915650     3393.99           1
10/ 7/2018 14: 2:10        3380        3380        3380        3380         190              3380      642200  3108347248      915840     3393.99           1
10/ 7/2018 14: 2:20        3430        3430        3430        3430          70              3430      240100  3108587348      915910     3393.99           1
10/ 7/2018 14: 2:25        3390        3390        3390        3390        1000              3390     3390000  3111977348      916910     3393.98           1
10/ 7/2018 14: 2:53        3380        3380        3380        3380        5100              3380    17238000  3129215348      922010     3393.91           1
10/ 7/2018 15: 2: 0        3380        3380        3380        3380         250              3380      845000  3130060348      922260      3393.9           1
