         Date              Open        High         Low       Close      Volume     Typical Price         V*P    Total VP     Total V        VWAP    Message Count
 9/ 7/2018 55: 2: 1        4600        4820        4600        4020          50              4480      224000      224000          50        4480          86
10/ 7/2018  0: 2: 1        4030        4100        4030        4100         100           4076.67      407666      631666         150     4211.11           8
10/ 7/2018  0: 2: 2        3950        3950        3830        3830         100              3870      387000     1018666         250     4074.66          12
10/ 7/2018  0: 2: 3        3840        3940        3830        3940          75           3903.33      292750     1311416         325     4035.13           8
10/ 7/2018  0: 2: 4        3950        3950        3840        3890          83           3893.33      323146     1634562         408     4006.28           9
10/ 7/2018  1: 2:33        4180        4180        4180        4180         200              4180      836000     2470562         608     4063.42           1
10/ 7/2018  4: 2:16        3960        3960        3960        3960          25              3960       99000     2569562         633     4059.34           1
10/ 7/2018  4: 2:25        3960        3960        3960        3960          35              3960      138600     2708162         668     4054.13           1
10/ 7/2018  8: 2:41        4070        4070        4070        4070        1000              4070     4070000     6778162        1668     4063.65           1
10/ 7/2018 29: 2: 6        4010        4010        4010        4010          25              4010      100250     6878412        1693     4062.85           1
10/ 7/2018 29: 2: 9        4000        4000        4000        4000          10              4000       40000     6918412        1703     4062.49           1
10/ 7/2018 45: 2:51        4030        4030        4030        4030         251              4030     1011530     7929942        1954     4058.31           1
11/ 7/2018 10: 2: 3        4400        4400        4400        4400         651              4400     2864400    10794342        2605      4143.7           1
11/ 7/2018 29: 2:16        4000        4000        4000        4000          42              4000      168000    10962342        2647     4141.42           1
11/ 7/2018 30: 2:47        4020        4020        4020        4020         905              4020     3638100    14600442        3552     4110.48           1
11/ 7/2018 30: 2:54        4020        4020        4020        4020          15              4020       60300    14660742        3567      4110.1           1
11/ 7/2018 31: 2: 4        4000        4000        4000        4000          15              4000       60000    14720742        3582     4109.64           1
11/ 7/2018 31: 2:28        4130        4130        4130        4130           5              4130       20650    14741392        3587     4109.67           1
11/ 7/2018 32: 2:10        4010        4010        4010        4010           3              4010       12030    14753422        3590     4109.59           1
11/ 7/2018 32: 2:15        4020        4020        4020        4020           2              4020        8040    14761462        3592     4109.54           1
11/ 7/2018 32: 2:35        4070        4070        4070        4070         251              4070     1021570    15783032        3843     4106.96           1
11/ 7/2018 34: 2:13        4040        4040        4040        4040        2363              4040     9546520    25329552        6206     4081.46           1
11/ 7/2018 34: 2:36        4030        4040        4030        4040          15           4036.67       60550    25390102        6221     4081.35           2
11/ 7/2018 35: 2: 0        4030        4030        4030        4030          50              4030      201500    25591602        6271     4080.94           1
11/ 7/2018 36: 2:28        3800        3800        3800        3800        1250              3800     4750000    30341602        7521     4034.25           1
11/ 7/2018 36: 2:33        3790        3790        3790        3790        1250              3790     4737500    35079102        8771     3999.44           1
11/ 7/2018 36: 2:36        3810        3810        3810        3810        1250              3810     4762500    39841602       10021     3975.81           1
11/ 7/2018 36: 2:39        3780        3780        3780        3780        1250              3780     4725000    44566602       11271     3954.09           1
11/ 7/2018 36: 2:42        3770        3770        3770        3770        1250              3770     4712500    49279102       12521     3935.72           1
11/ 7/2018 36: 2:49        3760        3760        3760        3760        1250              3760     4700000    53979102       13771     3919.77           1
11/ 7/2018 37: 2:18        4040        4040        4040        4040          50              4040      202000    54181102       13821      3920.2           1
11/ 7/2018 48: 2:26        4010        4010        4010        4010          15              4010       60150    54241252       13836      3920.3           1
11/ 7/2018 48: 2:56        4000        4000        4000        4000        2500              4000    10000000    64241252       16336      3932.5           1
11/ 7/2018 49: 2:15        4010        4010        4010        4010          20              4010       80200    64321452       16356     3932.59           1
11/ 7/2018 49: 2:19        4020        4020        4020        4020           2              4020        8040    64329492       16358      3932.6           1
11/ 7/2018 49: 2:23        4030        4030        4030        4030           2              4030        8060    64337552       16360     3932.61           1
11/ 7/2018 49: 2:46        4040        4040        4040        4040         408              4040     1648320    65985872       16768     3935.23           1
11/ 7/2018 49: 2:59        4040        4040        4020        4020          15           4026.67       60400    66046272       16783     3935.31           2
11/ 7/2018 51: 2:35        4010        4010        4010        4010          10              4010       40100    66086372       16793     3935.35           1
11/ 7/2018 51: 2:41        4020        4020        4020        4020          12              4020       48240    66134612       16805     3935.41           1
11/ 7/2018 51: 2:46        4020        4020        4020        4020          10              4020       40200    66174812       16815     3935.46           1
11/ 7/2018 51: 2:51        4010        4010        4010        4010          10              4010       40100    66214912       16825     3935.51           1
11/ 7/2018 51: 2:56        4010        4010        4010        4010          50              4010      200500    66415412       16875     3935.73           1
11/ 7/2018 52: 2: 2        4010        4010        4010        4010          12              4010       48120    66463532       16887     3935.78           1
11/ 7/2018 52: 2: 7        4020        4020        4020        4020          20              4020       80400    66543932       16907     3935.88           1
11/ 7/2018 52: 2:12        4020        4020        4020        4020          10              4020       40200    66584132       16917     3935.93           1
11/ 7/2018 52: 2:16        4030        4030        4030        4030          10              4030       40300    66624432       16927     3935.99           1
11/ 7/2018 52: 2:21        4040        4040        4040        4040          10              4040       40400    66664832       16937     3936.05           1
11/ 7/2018 52: 2:43        4000        4000        4000        4000          50              4000      200000    66864832       16987     3936.24           1
11/ 7/2018 52: 2:57        3960        3960        3960        3960         100              3960      396000    67260832       17087     3936.37           1
11/ 7/2018 53: 2:15        3910        3910        3910        3910         150              3910      586500    67847332       17237     3936.15           1
12/ 7/2018  3: 2:21        4070        4070        4070        4070         251              4070     1021570    68868902       17488     3938.07           1
12/ 7/2018 16: 2:23        4040        4040        4040        4040          36              4040      145440    69014342       17524     3938.28           1
12/ 7/2018 17: 2:20        4040        4040        4040        4040         646              4040     2609840    71624182       18170     3941.89           1
12/ 7/2018 21: 2:19        4040        4040        4040        4040           8              4040       32320    71656502       18178     3941.94           1
12/ 7/2018 26: 2:31        4000        4000        4000        4000         102              4000      408000    72064502       18280     3942.26           1
12/ 7/2018 43: 2:25        4050        4050        4050        4050          35              4050      141750    72206252       18315     3942.47           1
12/ 7/2018 46: 2:37        4050        4050        4050        4050        1467              4050     5941350    78147602       19782     3950.44           1
12/ 7/2018 46: 2:53        4030        4030        4030        4030          35              4030      141050    78288652       19817     3950.58           1
