         Date              Open        High         Low       Close      Volume     Typical Price         V*P    Total VP     Total V        VWAP    Message Count
10/ 7/2018  0: 2: 3         560         560         560         560      100000               560    56000000    56000000      100000         560           1
10/ 7/2018  0: 2:43         550         550         550         550      100000               550    55000000   111000000      200000         555           1
10/ 7/2018  2: 2:43         540         540         540         540      100000               540    54000000   165000000      300000         550           1
10/ 7/2018 10: 2: 1         530         530         530         530      100000               530    53000000   218000000      400000         545           1
10/ 7/2018 12: 2:59         540         540         540         540      100000               540    54000000   272000000      500000         544           1
10/ 7/2018 14: 2:15         530         530         530         530      100000               530    53000000   325000000      600000     541.667           1
10/ 7/2018 14: 2:16         540         540         540         540      100000               540    54000000   379000000      700000     541.429           1
10/ 7/2018 14: 2:18         530         530         530         530      100000               530    53000000   432000000      800000         540           1
10/ 7/2018 14: 2:19         540         540         540         540      100000               540    54000000   486000000      900000         540           1
10/ 7/2018 18: 2: 7         530         530         530         530      100000               530    53000000   539000000     1000000         539           1
10/ 7/2018 28: 2:14         530         530         530         530      100000               530    53000000   592000000     1100000     538.182           1
10/ 7/2018 39: 2:56         520         520         520         520      100000               520    52000000   644000000     1200000     536.667           1
10/ 7/2018 40: 2:48         530         530         530         530      100000               530    53000000   697000000     1300000     536.154           1
10/ 7/2018 43: 2:44         520         520         520         520        2000               520     1040000   698040000     1302000     536.129           1
10/ 7/2018 46: 2:50         520         520         520         520       98000               520    50960000   749000000     1400000         535           1
10/ 7/2018 49: 2:13         530         530         530         530      100000               530    53000000   802000000     1500000     534.667           1
10/ 7/2018 50: 2: 7         520         520         520         520      100000               520    52000000   854000000     1600000      533.75           1
10/ 7/2018 52: 2:14         530         530         530         530      100000               530    53000000   907000000     1700000     533.529           1
10/ 7/2018 54: 2: 4         520         520         520         520      100000               520    52000000   959000000     1800000     532.778           1
10/ 7/2018 56: 2:24         600         600         600         600        1000               600      600000   959600000     1801000     532.815           1
11/ 7/2018  0: 2:27         530         530         530         530      100000               530    53000000  1012600000     1901000     532.667           1
11/ 7/2018  1: 2: 1         530         530         530         530      100000               530    53000000  1065600000     2001000     532.534           1
11/ 7/2018  2: 2: 7         540         540         540         540      100000               540    54000000  1119600000     2101000     532.889           1
11/ 7/2018  2: 2:29         530         530         530         530      100000               530    53000000  1172600000     2201000     532.758           1
11/ 7/2018  7: 2:38         520         520         520         520      100000               520    52000000  1224600000     2301000     532.203           1
11/ 7/2018 10: 2:53         530         530         530         530      100000               530    53000000  1277600000     2401000     532.112           1
11/ 7/2018 17: 2: 7         540         540         540         540      100000               540    54000000  1331600000     2501000     532.427           1
11/ 7/2018 33: 2:48         530         530         530         530      100000               530    53000000  1384600000     2601000     532.334           1
11/ 7/2018 37: 2: 3         540         540         540         540      100000               540    54000000  1438600000     2701000     532.618           1
11/ 7/2018 45: 2:29         550         550         550         550      100000               550    55000000  1493600000     2801000     533.238           1
11/ 7/2018 53: 2: 3         540         540         540         540      100000               540    54000000  1547600000     2901000     533.471           1
11/ 7/2018 59: 2: 7         550         550         550         550      100000               550    55000000  1602600000     3001000     534.022           1
11/ 7/2018 59: 2:49         540         540         540         540      100000               540    54000000  1656600000     3101000     534.215           1
12/ 7/2018  0: 2:53         550         550         550         550      100000               550    55000000  1711600000     3201000     534.708           1
12/ 7/2018  2: 2:46         540         540         540         540      100000               540    54000000  1765600000     3301000     534.868           1
12/ 7/2018 18: 2: 2         530         530         530         530         750               530      397500  1765997500     3301750     534.867           1
12/ 7/2018 31: 2:49         550         550         550         550      100000               550    55000000  1820997500     3401750     535.312           1
12/ 7/2018 34: 2: 2         540         540         540         540      100000               540    54000000  1874997500     3501750     535.446           1
12/ 7/2018 34: 2:33         550         550         550         550      100000               550    55000000  1929997500     3601750      535.85           1
12/ 7/2018 34: 2:39         540         540         540         540      100000               540    54000000  1983997500     3701750     535.962           1
12/ 7/2018 35: 2:36         550         550         550         550      100000               550    55000000  2038997500     3801750     536.331           1
12/ 7/2018 35: 2:37         540         540         540         540      100000               540    54000000  2092997500     3901750     536.425           1
12/ 7/2018 35: 2:46         550         550         550         550      100000               550    55000000  2147997500     4001750     536.765           1
12/ 7/2018 35: 2:47         540         540         540         540      100000               540    54000000  2201997500     4101750     536.843           1
12/ 7/2018 35: 2:49         550         550         550         550      100000               550    55000000  2256997500     4201750     537.157           1
12/ 7/2018 35: 2:50         540         540         540         540      100000               540    54000000  2310997500     4301750     537.223           1
12/ 7/2018 36: 2:17         550         550         550         550      100000               550    55000000  2365997500     4401750     537.513           1
12/ 7/2018 36: 2:18         540         540         540         540      100000               540    54000000  2419997500     4501750     537.568           1
12/ 7/2018 36: 2:41         550         550         550         550      100000               550    55000000  2474997500     4601750     537.838           1
12/ 7/2018 36: 2:43         540         540         540         540      100000               540    54000000  2528997500     4701750     537.884           1
12/ 7/2018 36: 2:46         550         550         550         550      100000               550    55000000  2583997500     4801750     538.137           1
12/ 7/2018 36: 2:48         540         540         540         540      100000               540    54000000  2637997500     4901750     538.175           1
12/ 7/2018 36: 2:58         550         550         550         550      100000               550    55000000  2692997500     5001750     538.411           1
12/ 7/2018 36: 2:59         540         540         540         540      100000               540    54000000  2746997500     5101750     538.442           1
12/ 7/2018 37: 2: 1         550         550         550         550      100000               550    55000000  2801997500     5201750     538.664           1
12/ 7/2018 37: 2: 5         540         540         540         540      100000               540    54000000  2855997500     5301750      538.69           1
12/ 7/2018 37: 2: 8         550         550         550         550      100000               550    55000000  2910997500     5401750     538.899           1
12/ 7/2018 37: 2: 9         540         540         540         540      100000               540    54000000  2964997500     5501750     538.919           1
12/ 7/2018 37: 2:18         550         550         550         550      100000               550    55000000  3019997500     5601750     539.117           1
12/ 7/2018 37: 2:19         540         540         540         540      100000               540    54000000  3073997500     5701750     539.132           1
12/ 7/2018 37: 2:23         550         550         550         550      100000               550    55000000  3128997500     5801750      539.32           1
12/ 7/2018 37: 2:24         540         540         540         540      100000               540    54000000  3182997500     5901750     539.331           1
12/ 7/2018 37: 2:34         550         550         550         550      100000               550    55000000  3237997500     6001750     539.509           1
12/ 7/2018 37: 2:35         540         540         540         540      100000               540    54000000  3291997500     6101750     539.517           1
12/ 7/2018 37: 2:36         550         550         550         550      100000               550    55000000  3346997500     6201750     539.686           1
12/ 7/2018 37: 2:37         540         540         540         540      100000               540    54000000  3400997500     6301750     539.691           1
12/ 7/2018 37: 2:38         550         550         550         550      100000               550    55000000  3455997500     6401750     539.852           1
12/ 7/2018 37: 2:39         550         550         550         550      100000               550    55000000  3510997500     6501750     540.008           1
12/ 7/2018 37: 2:40         540         540         540         540      100000               540    54000000  3564997500     6601750     540.008           1
12/ 7/2018 37: 2:41         550         550         550         550      100000               550    55000000  3619997500     6701750     540.157           1
12/ 7/2018 37: 2:42         550         550         550         550      100000               550    55000000  3674997500     6801750     540.302           1
12/ 7/2018 37: 2:43         540         540         540         540      100000               540    54000000  3728997500     6901750     540.297           1
12/ 7/2018 37: 2:44         550         550         550         550      100000               550    55000000  3783997500     7001750     540.436           1
12/ 7/2018 37: 2:45         540         540         540         540      100000               540    54000000  3837997500     7101750      540.43           1
12/ 7/2018 37: 2:46         550         550         550         550      100000               550    55000000  3892997500     7201750     540.563           1
12/ 7/2018 37: 2:47         540         540         540         540      100000               540    54000000  3946997500     7301750     540.555           1
12/ 7/2018 47: 2: 7         530         530         530         530       99250               530    52602500  3999600000     7401000     540.413           1
12/ 7/2018 47: 2: 8         540         540         540         540      100000               540    54000000  4053600000     7501000     540.408           1
12/ 7/2018 47: 2: 9         530         530         530         530      100000               530    53000000  4106600000     7601000     540.271           1
12/ 7/2018 47: 2:11         540         540         540         540      100000               540    54000000  4160600000     7701000     540.267           1
12/ 7/2018 47: 2:12         530         530         530         530      100000               530    53000000  4213600000     7801000     540.136           1
12/ 7/2018 47: 2:13         540         540         540         540      100000               540    54000000  4267600000     7901000     540.134           1
12/ 7/2018 47: 2:14         540         540         540         540      100000               540    54000000  4321600000     8001000     540.132           1
12/ 7/2018 47: 2:18         530         530         530         530      100000               530    53000000  4374600000     8101000     540.007           1
12/ 7/2018 47: 2:19         530         530         530         530      100000               530    53000000  4427600000     8201000     539.885           1
12/ 7/2018 47: 2:20         540         540         540         540      100000               540    54000000  4481600000     8301000     539.887           1
12/ 7/2018 47: 2:22         530         530         530         530      100000               530    53000000  4534600000     8401000     539.769           1
12/ 7/2018 47: 2:23         540         540         540         540      100000               540    54000000  4588600000     8501000     539.772           1
12/ 7/2018 47: 2:24         540         540         540         540      100000               540    54000000  4642600000     8601000     539.774           1
12/ 7/2018 47: 2:28         530         530         530         530      100000               530    53000000  4695600000     8701000     539.662           1
12/ 7/2018 47: 2:31         540         540         540         540      100000               540    54000000  4749600000     8801000     539.666           1
12/ 7/2018 47: 2:33         530         530         530         530      100000               530    53000000  4802600000     8901000     539.557           1
12/ 7/2018 47: 2:35         540         540         540         540      100000               540    54000000  4856600000     9001000     539.562           1
12/ 7/2018 47: 2:42         530         530         530         530      100000               530    53000000  4909600000     9101000     539.457           1
