         Date              Open        High         Low       Close      Volume    Typical Price         V*P    Total VP     Total V            VWAP
 2/ 7/2018 10: 0: 0         150         230         120         190        2000              180      360000      360000        2000              180
 2/ 7/2018 10: 0: 1         130         230         130         170        2101          176.667      371176      731176        4101          178.292
 2/ 7/2018 10: 0:25         140         140         130         130      100000          133.333    13333333    14064509      104101          135.104
 2/ 7/2018 10: 1: 8         140         140         140         140      100000              140    14000000    28064509      204101          137.503
 2/ 7/2018 10: 1:10         130         130         130         130      100000              130    13000000    41064509      304101          135.036
 2/ 7/2018 10: 1:12         140         140         140         140      100000              140    14000000    55064509      404101          136.264
 2/ 7/2018 10: 1:15         130         130         130         130      100000              130    13000000    68064509      504101          135.022
 2/ 7/2018 10: 1:21         140         140         140         140      100000              140    14000000    82064509      604101          135.846
 2/ 7/2018 10: 1:22         130         130         130         130      100000              130    13000000    95064509      704101          135.015
 2/ 7/2018 10: 1:53         140         140         140         140       97500              140    13650000   108714509      801601          135.622
 2/ 7/2018 10: 1:54         130         130         130         130       97500              130    12675000   121389509      899101          135.012
 2/ 7/2018 10: 2: 6         140         140         140         140       97500              140    13650000   135039509      996601            135.5
 2/ 7/2018 10: 2: 7         130         130         130         130       97500              130    12675000   147714509     1094101           135.01
 2/ 7/2018 10: 2: 8         140         140         140         140       97500              140    13650000   161364509     1191601          135.418
 2/ 7/2018 10: 2:10         130         130         130         130       97500              130    12675000   174039509     1289101          135.008
 2/ 7/2018 10: 2:23         140         140         140         140       95000              140    13300000   187339509     1384101          135.351
 2/ 7/2018 10: 2:24         130         130         130         130       95000              130    12350000   199689509     1479101          135.007
 2/ 7/2018 10: 2:25         140         140         140         140       95000              140    13300000   212989509     1574101          135.309
 2/ 7/2018 10: 2:26         130         130         130         130       95000              130    12350000   225339509     1669101          135.007
 2/ 7/2018 10: 2:28         140         140         140         140       95000              140    13300000   238639509     1764101          135.275
 2/ 7/2018 10: 2:29         130         130         130         130       95000              130    12350000   250989509     1859101          135.006
 2/ 7/2018 10: 3:11         130         130         130         130        3000              130      390000   251379509     1862101          134.998
 2/ 7/2018 10: 3:43         140         140         140         140       94999              140    13299860   264679369     1957100          135.241
 2/ 7/2018 10: 3:44         130         130         130         130       94999              130    12349870   277029239     2052099          134.998
 2/ 7/2018 10: 3:46         140         140         140         140       94999              140    13299860   290329099     2147098          135.219
 2/ 7/2018 10: 3:47         130         130         130         130       94999              130    12349870   302678969     2242097          134.998
 2/ 7/2018 10: 6:36         120         120         120         120        5000              120      600000   303278969     2247097          134.965
 2/ 7/2018 10: 7:14         120         120         120         120       12500              120     1500000   304778969     2259597          134.882
 2/ 7/2018 10: 8:30         130         130         130         130        1000              130      130000   304908969     2260597           134.88
 2/ 7/2018 10:19:38         120         120         120         120         500              120       60000   304968969     2261097          134.877
 2/ 7/2018 10:22:54         160         160         160         160       10000              160     1600000   306568969     2271097          134.987
 2/ 7/2018 10:25:40         110         110         110         110        1500              110      165000   306733969     2272597          134.971
 2/ 7/2018 10:25:46         100         100         100         100        2500              100      250000   306983969     2275097          134.932
 2/ 7/2018 10:31:34         120         120         120         120       10000              120     1200000   308183969     2285097          134.867
 2/ 7/2018 10:34:13         120         120         120         120         500              120       60000   308243969     2285597          134.864
 2/ 7/2018 10:34:14         120         120         120         120       12300              120     1476000   309719969     2297897          134.784
 2/ 7/2018 10:34:24         130         130         130         130       94998              130    12349740   322069709     2392895          134.594
 2/ 7/2018 10:38: 1         130         130         130         130        5000              130      650000   322719709     2397895          134.585
 2/ 7/2018 10:41:21         120         120         120         120        5000              120      600000   323319709     2402895          134.554
 2/ 7/2018 10:52:30         140         140         140         140        5000              140      700000   324019709     2407895          134.566
 2/ 7/2018 10:52:44         110         110         110         110        5000              110      550000   324569709     2412895          134.515
 2/ 7/2018 11: 6:10         130         130         130         130          10              130        1300   324571009     2412905          134.515
 2/ 7/2018 11:16:56         140         140         140         140       74698              140    10457720   335028729     2487603          134.679
 2/ 7/2018 11:16:57         130         130         130         130       74698              130     9710740   344739469     2562301          134.543
 2/ 7/2018 11:17:24         140         140         140         140       74698              140    10457720   355197189     2636999          134.698
 2/ 7/2018 11:17:28         130         130         130         130       74698              130     9710740   364907929     2711697          134.568
 2/ 7/2018 11:17:34         140         140         140         140       74698              140    10457720   375365649     2786395          134.714
 2/ 7/2018 11:17:35         130         130         130         130       74698              130     9710740   385076389     2861093          134.591
 2/ 7/2018 11:17:49         140         140         140         140       74698              140    10457720   395534109     2935791          134.728
 2/ 7/2018 11:17:50         130         130         130         130       74698              130     9710740   405244849     3010489          134.611
 2/ 7/2018 11:18:47         140         140         140         140       74698              140    10457720   415702569     3085187          134.741
 2/ 7/2018 11:18:48         130         130         130         130       74698              130     9710740   425413309     3159885          134.629
 2/ 7/2018 11:18:49         140         140         140         140       74698              140    10457720   435871029     3234583          134.753
 2/ 7/2018 11:18:50         130         130         130         130       74698              130     9710740   445581769     3309281          134.646
 2/ 7/2018 11:20: 0         140         140         140         140       74698              140    10457720   456039489     3383979          134.764
 2/ 7/2018 11:20: 1         130         130         130         130       74698              130     9710740   465750229     3458677          134.661
 2/ 7/2018 11:20: 5         140         140         140         140       74698              140    10457720   476207949     3533375          134.774
 2/ 7/2018 11:20: 8         130         130         130         130       74698              130     9710740   485918689     3608073          134.675
 2/ 7/2018 11:20:12         140         140         140         140       74698              140    10457720   496376409     3682771          134.783
 2/ 7/2018 11:20:13         130         130         130         130       74698              130     9710740   506087149     3757469          134.688
 2/ 7/2018 11:20:26         140         140         140         140       74698              140    10457720   516544869     3832167          134.792
 2/ 7/2018 11:20:27         130         130         130         130       74698              130     9710740   526255609     3906865            134.7
 2/ 7/2018 11:20:37         140         140         140         140       74198              140    10387720   536643329     3981063          134.799
 2/ 7/2018 11:20:38         130         130         130         130       74198              130     9645740   546289069     4055261          134.711
 2/ 7/2018 11:21:20         140         140         140         140       74198              140    10387720   556676789     4129459          134.806
 2/ 7/2018 11:21:21         130         130         130         130       74198              130     9645740   566322529     4203657          134.721
 2/ 7/2018 11:21:22         140         140         140         140       74198              140    10387720   576710249     4277855          134.813
 2/ 7/2018 11:21:23         130         130         130         130       74198              130     9645740   586355989     4352053          134.731
 2/ 7/2018 11:21:44         140         140         140         140       74198              140    10387720   596743709     4426251          134.819
 2/ 7/2018 11:21:45         130         130         130         130       74198              130     9645740   606389449     4500449           134.74
 2/ 7/2018 11:22: 8         140         140         140         140       74198              140    10387720   616777169     4574647          134.825
 2/ 7/2018 11:22: 9         130         130         130         130       74198              130     9645740   626422909     4648845          134.748
 2/ 7/2018 11:22:10         140         140         140         140       74198              140    10387720   636810629     4723043          134.831
 2/ 7/2018 11:22:12         130         130         130         130       74198              130     9645740   646456369     4797241          134.756
 2/ 7/2018 11:22:27         140         140         140         140       74198              140    10387720   656844089     4871439          134.836
 2/ 7/2018 11:22:28         130         130         130         130       74198              130     9645740   666489829     4945637          134.763
 2/ 7/2018 11:22:31         140         140         140         140       74198              140    10387720   676877549     5019835          134.841
 2/ 7/2018 11:22:32         130         130         130         130       74198              130     9645740   686523289     5094033           134.77
 2/ 7/2018 11:22:55         140         140         140         140       74198              140    10387720   696911009     5168231          134.845
 2/ 7/2018 11:22:56         130         130         130         130       74198              130     9645740   706556749     5242429          134.777
 2/ 7/2018 11:23: 0         140         140         140         140       74198              140    10387720   716944469     5316627          134.849
 2/ 7/2018 11:23: 1         130         130         130         130       74198              130     9645740   726590209     5390825          134.783
