         Date              Open        High         Low       Close      Volume    Typical Price         V*P    Total VP     Total V            VWAP
 2/ 7/2018  9:55: 1        3420        4030        3420        3350         319             3600     1148400     1148400         319             3600
 2/ 7/2018 10: 0: 0        3350        3350        3220        3330           5             3300       16500     1164900         324          3595.37
 2/ 7/2018 10: 0: 1        3340        3480        3300        3380        5000          3386.67    16933333    18098233        5324          3399.37
 2/ 7/2018 10: 0: 2        3340        3340        3340        3340          10             3340       33400    18131633        5334          3399.26
 2/ 7/2018 10: 0: 3        3380        3530        3180        3180        5000          3296.67    16483333    34614966       10334          3349.62
 2/ 7/2018 10: 0: 4        3300        4030        3210        3210        7000          3483.33    24383333    58998299       17334          3403.62
 2/ 7/2018 10: 0:13        3400        3400        3400        3400        2000             3400     6800000    65798299       19334          3403.24
 2/ 7/2018 10: 0:29        3350        3410        3350        3350        3000             3370    10110000    75908299       22334          3398.78
 2/ 7/2018 10: 0:30        3370        3370        3370        3370        1300             3370     4381000    80289299       23634          3397.19
 2/ 7/2018 10: 0:45        3420        3420        3420        3420        3000             3420    10260000    90549299       26634          3399.76
 2/ 7/2018 10: 0:52        3350        3350        3350        3350        5000             3350    16750000   107299299       31634           3391.9
 2/ 7/2018 10: 1: 0        4030        4030        4030        4030        3000             4030    12090000   119389299       34634          3447.17
 2/ 7/2018 10: 1:35        3360        3360        3360        3360         400             3360     1344000   120733299       35034          3446.18
 2/ 7/2018 10: 1:46        3360        3360        3360        3360        4089             3360    13739040   134472339       39123          3437.17
 2/ 7/2018 10: 1:50        3340        3340        3340        3340        4500             3340    15030000   149502339       43623          3427.14
 2/ 7/2018 10: 2: 0        3350        3350        3350        3350         100             3350      335000   149837339       43723          3426.97
 2/ 7/2018 10: 2: 5        3410        3410        3410        3410       25000             3410    85250000   235087339       68723           3420.8
 2/ 7/2018 10: 2:13        3350        3350        3350        3350          10             3350       33500   235120839       68733          3420.79
 2/ 7/2018 10: 2:14        3340        3340        3340        3340         100             3340      334000   235454839       68833          3420.67
 2/ 7/2018 10: 2:41        3360        3360        3360        3360        1742             3360     5853120   241307959       70575          3419.17
 2/ 7/2018 10: 2:46        3550        3550        3350        3350        1000          3416.67     3416666   244724625       71575          3419.14
 2/ 7/2018 10: 2:51        3350        3350        3350        3350        3000             3350    10050000   254774625       74575          3416.35
 2/ 7/2018 10: 2:52        3360        3360        3360        3360          52             3360      174720   254949345       74627          3416.32
 2/ 7/2018 10: 3:19        3350        3350        3350        3350         148             3350      495800   255445145       74775          3416.18
 2/ 7/2018 10: 3:27        3360        3360        3360        3360        1300             3360     4368000   259813145       76075          3415.22
 2/ 7/2018 10: 3:31        3350        3350        3350        3350          15             3350       50250   259863395       76090          3415.21
 2/ 7/2018 10: 3:33        4000        4000        4000        4000        2000             4000     8000000   267863395       78090          3430.19
 2/ 7/2018 10: 3:37        3370        3370        3370        3370        1000             3370     3370000   271233395       79090          3429.43
 2/ 7/2018 10: 3:46        3350        3350        3350        3350         100             3350      335000   271568395       79190          3429.33
 2/ 7/2018 10: 4: 2        3370        3370        3340        3340         100             3350      335000   271903395       79290          3429.23
 2/ 7/2018 10: 4: 9        3370        3370        3370        3370         100             3370      337000   272240395       79390          3429.15
 2/ 7/2018 10: 4:10        3370        3370        3370        3370        2000             3370     6740000   278980395       81390           3427.7
 2/ 7/2018 10: 4:16        3380        3380        3380        3380         100             3380      338000   279318395       81490          3427.64
 2/ 7/2018 10: 4:17        3360        3360        3360        3360         148             3360      497280   279815675       81638          3427.52
 2/ 7/2018 10: 4:24        3430        3430        3430        3430           1             3430        3430   279819105       81639          3427.52
 2/ 7/2018 10: 4:28        3370        3370        3370        3370        2000             3370     6740000   286559105       83639          3426.14
