         Date              Open        High         Low       Close      Volume     Typical Price         V*P    Total VP     Total V        VWAP    Message Count
10/ 7/2018  0: 2:24         270         270         270         270      100000               270    27000000    27000000      100000         270           1
10/ 7/2018  5: 2: 0         260         260         260         260      100000               260    26000000    53000000      200000         265           1
10/ 7/2018  5: 2: 1         270         270         270         270      100000               270    27000000    80000000      300000     266.667           1
10/ 7/2018 11: 2:22         280         280         280         280      100000               280    28000000   108000000      400000         270           1
10/ 7/2018 12: 2:35         270         270         270         270      100000               270    27000000   135000000      500000         270           1
10/ 7/2018 12: 2:36         280         280         280         280      100000               280    28000000   163000000      600000     271.667           1
10/ 7/2018 12: 2:53         270         270         270         270      100000               270    27000000   190000000      700000     271.429           1
10/ 7/2018 14: 2:29         280         280         280         280      100000               280    28000000   218000000      800000       272.5           1
10/ 7/2018 14: 2:30         270         270         270         270      100000               270    27000000   245000000      900000     272.222           1
10/ 7/2018 14: 2:40         280         280         280         280      100000               280    28000000   273000000     1000000         273           1
10/ 7/2018 17: 2: 1         270         270         270         270      100000               270    27000000   300000000     1100000     272.727           1
10/ 7/2018 17: 2: 2         280         280         280         280      100000               280    28000000   328000000     1200000     273.333           1
10/ 7/2018 17: 2:10         270         270         270         270      100000               270    27000000   355000000     1300000     273.077           1
10/ 7/2018 17: 2:13         280         280         280         280      100000               280    28000000   383000000     1400000     273.571           1
10/ 7/2018 17: 2:17         270         270         270         270      100000               270    27000000   410000000     1500000     273.333           1
10/ 7/2018 17: 2:28         280         280         280         280      100000               280    28000000   438000000     1600000      273.75           1
10/ 7/2018 17: 2:29         270         270         270         270      100000               270    27000000   465000000     1700000     273.529           1
10/ 7/2018 17: 2:37         280         280         280         280      100000               280    28000000   493000000     1800000     273.889           1
10/ 7/2018 17: 2:38         270         270         270         270      100000               270    27000000   520000000     1900000     273.684           1
10/ 7/2018 17: 2:40         280         280         280         280      100000               280    28000000   548000000     2000000         274           1
10/ 7/2018 17: 2:41         270         270         270         270      100000               270    27000000   575000000     2100000      273.81           1
10/ 7/2018 19: 2:25         280         280         280         280      100000               280    28000000   603000000     2200000     274.091           1
10/ 7/2018 19: 2:41         270         270         270         270      100000               270    27000000   630000000     2300000     273.913           1
10/ 7/2018 19: 2:46         280         280         280         280      100000               280    28000000   658000000     2400000     274.167           1
10/ 7/2018 19: 2:47         270         270         270         270      100000               270    27000000   685000000     2500000         274           1
10/ 7/2018 19: 2:49         280         280         280         280      100000               280    28000000   713000000     2600000     274.231           1
10/ 7/2018 20: 2: 0         270         270         270         270      100000               270    27000000   740000000     2700000     274.074           1
10/ 7/2018 20: 2: 1         280         280         280         280      100000               280    28000000   768000000     2800000     274.286           1
10/ 7/2018 28: 2:46         290         290         290         290      100000               290    29000000   797000000     2900000     274.828           1
10/ 7/2018 28: 2:59         280         280         280         280      100000               280    28000000   825000000     3000000         275           1
10/ 7/2018 33: 2:51         270         270         270         270      100000               270    27000000   852000000     3100000     274.839           1
10/ 7/2018 33: 2:52         280         280         280         280      100000               280    28000000   880000000     3200000         275           1
10/ 7/2018 33: 2:58         270         270         270         270      100000               270    27000000   907000000     3300000     274.848           1
10/ 7/2018 33: 2:59         280         280         280         280      100000               280    28000000   935000000     3400000         275           1
10/ 7/2018 40: 2: 0         270         270         270         270      100000               270    27000000   962000000     3500000     274.857           1
10/ 7/2018 40: 2: 1         280         280         280         280      100000               280    28000000   990000000     3600000         275           1
10/ 7/2018 41: 2:21         270         270         270         270      100000               270    27000000  1017000000     3700000     274.865           1
10/ 7/2018 42: 2:44         280         280         280         280      100000               280    28000000  1045000000     3800000         275           1
10/ 7/2018 42: 2:47         270         270         270         270      100000               270    27000000  1072000000     3900000     274.872           1
10/ 7/2018 43: 2: 6         280         280         280         280      100000               280    28000000  1100000000     4000000         275           1
10/ 7/2018 45: 2: 0         270         270         270         270      100000               270    27000000  1127000000     4100000     274.878           1
10/ 7/2018 45: 2: 1         280         280         280         280      100000               280    28000000  1155000000     4200000         275           1
10/ 7/2018 46: 2:17         270         270         270         270      100000               270    27000000  1182000000     4300000     274.884           1
10/ 7/2018 46: 2:18         280         280         280         280      100000               280    28000000  1210000000     4400000         275           1
10/ 7/2018 46: 2:19         270         270         270         270      100000               270    27000000  1237000000     4500000     274.889           1
10/ 7/2018 46: 2:22         280         280         280         280      100000               280    28000000  1265000000     4600000         275           1
10/ 7/2018 46: 2:24         270         270         270         270      100000               270    27000000  1292000000     4700000     274.894           1
10/ 7/2018 46: 2:29         280         280         280         280      100000               280    28000000  1320000000     4800000         275           1
10/ 7/2018 46: 2:48         270         270         270         270      100000               270    27000000  1347000000     4900000     274.898           1
10/ 7/2018 46: 2:49         280         280         280         280      100000               280    28000000  1375000000     5000000         275           1
10/ 7/2018 46: 2:50         270         270         270         270      100000               270    27000000  1402000000     5100000     274.902           1
10/ 7/2018 46: 2:55         280         280         280         280      100000               280    28000000  1430000000     5200000         275           1
10/ 7/2018 46: 2:56         270         270         270         270      100000               270    27000000  1457000000     5300000     274.906           1
10/ 7/2018 46: 2:57         280         280         280         280      100000               280    28000000  1485000000     5400000         275           1
10/ 7/2018 46: 2:58         270         270         270         270      100000               270    27000000  1512000000     5500000     274.909           1
10/ 7/2018 47: 2: 1         280         280         280         280      100000               280    28000000  1540000000     5600000         275           1
10/ 7/2018 47: 2:17         270         270         270         270      100000               270    27000000  1567000000     5700000     274.912           1
10/ 7/2018 47: 2:22         280         280         280         280      100000               280    28000000  1595000000     5800000         275           1
10/ 7/2018 47: 2:25         270         270         270         270      100000               270    27000000  1622000000     5900000     274.915           1
10/ 7/2018 47: 2:32         280         280         280         280      100000               280    28000000  1650000000     6000000         275           1
10/ 7/2018 49: 2:15         270         270         270         270      100000               270    27000000  1677000000     6100000     274.918           1
10/ 7/2018 49: 2:16         280         280         280         280      100000               280    28000000  1705000000     6200000         275           1
10/ 7/2018 50: 2: 0         270         270         270         270      100000               270    27000000  1732000000     6300000     274.921           1
10/ 7/2018 50: 2: 1         280         280         280         280      100000               280    28000000  1760000000     6400000         275           1
10/ 7/2018 50: 2:21         270         270         270         270      100000               270    27000000  1787000000     6500000     274.923           1
10/ 7/2018 50: 2:22         280         280         280         280      100000               280    28000000  1815000000     6600000         275           1
10/ 7/2018 57: 2:56         270         270         270         270      100000               270    27000000  1842000000     6700000     274.925           1
10/ 7/2018 57: 2:59         280         280         280         280      100000               280    28000000  1870000000     6800000         275           1
10/ 7/2018 58: 2: 0         270         270         270         270      100000               270    27000000  1897000000     6900000     274.928           1
10/ 7/2018 58: 2: 3         280         280         280         280      100000               280    28000000  1925000000     7000000         275           1
10/ 7/2018 58: 2: 5         270         280         270         280      100000           276.667    27666666  1952666666     7100000     275.023           2
10/ 7/2018 58: 2: 7         270         270         270         270      100000               270    27000000  1979666666     7200000     274.954           1
10/ 7/2018 58: 2: 9         280         280         280         280      100000               280    28000000  2007666666     7300000     275.023           1
10/ 7/2018 58: 2:35         270         270         270         270      100000               270    27000000  2034666666     7400000     274.955           1
10/ 7/2018 58: 2:36         280         280         280         280      100000               280    28000000  2062666666     7500000     275.022           1
10/ 7/2018 59: 2:20         270         270         270         270      100000               270    27000000  2089666666     7600000     274.956           1
10/ 7/2018 59: 2:26         280         280         280         280      100000               280    28000000  2117666666     7700000     275.022           1
10/ 7/2018 59: 2:27         270         270         270         270      100000               270    27000000  2144666666     7800000     274.957           1
10/ 7/2018 59: 2:50         280         280         280         280      100000               280    28000000  2172666666     7900000     275.021           1
11/ 7/2018  6: 2: 2         270         270         270         270      100000               270    27000000  2199666666     8000000     274.958           1
11/ 7/2018  6: 2: 3         280         280         280         280      100000               280    28000000  2227666666     8100000     275.021           1
11/ 7/2018  6: 2: 4         270         270         270         270      100000               270    27000000  2254666666     8200000     274.959           1
11/ 7/2018  6: 2: 6         280         280         280         280      100000               280    28000000  2282666666     8300000      275.02           1
11/ 7/2018  6: 2:17         270         270         270         270      100000               270    27000000  2309666666     8400000      274.96           1
11/ 7/2018  6: 2:18         280         280         280         280      100000               280    28000000  2337666666     8500000      275.02           1
11/ 7/2018 11: 2:43         270         270         270         270      100000               270    27000000  2364666666     8600000     274.961           1
11/ 7/2018 11: 2:45         280         280         280         280      100000               280    28000000  2392666666     8700000     275.019           1
11/ 7/2018 12: 2: 2         270         270         270         270      100000               270    27000000  2419666666     8800000     274.962           1
11/ 7/2018 12: 2: 6         280         280         280         280      100000               280    28000000  2447666666     8900000     275.019           1
11/ 7/2018 12: 2: 7         270         270         270         270      100000               270    27000000  2474666666     9000000     274.963           1
11/ 7/2018 12: 2:42         280         280         280         280      100000               280    28000000  2502666666     9100000     275.018           1
11/ 7/2018 13: 2:37         270         270         270         270      100000               270    27000000  2529666666     9200000     274.964           1
11/ 7/2018 13: 2:38         280         280         280         280      100000               280    28000000  2557666666     9300000     275.018           1
11/ 7/2018 13: 2:39         270         270         270         270      100000               270    27000000  2584666666     9400000     274.965           1
11/ 7/2018 16: 2: 8         280         280         280         280      100000               280    28000000  2612666666     9500000     275.018           1
11/ 7/2018 16: 2:22         270         270         270         270      100000               270    27000000  2639666666     9600000     274.965           1
11/ 7/2018 16: 2:26         280         280         280         280      100000               280    28000000  2667666666     9700000     275.017           1
11/ 7/2018 16: 2:27         270         270         270         270      100000               270    27000000  2694666666     9800000     274.966           1
11/ 7/2018 16: 2:54         260         260         260         260      100000               260    26000000  2720666666     9900000     274.815           1
11/ 7/2018 17: 2:21         270         270         270         270       81000               270    21870000  2742536666     9981000     274.776           1
11/ 7/2018 17: 2:22         260         260         260         260       81000               260    21060000  2763596666    10062000     274.657           1
11/ 7/2018 17: 2:23         270         270         270         270       81000               270    21870000  2785466666    10143000      274.62           1
11/ 7/2018 17: 2:26         260         260         260         260       81000               260    21060000  2806526666    10224000     274.504           1
11/ 7/2018 17: 2:27         270         270         270         270       81000               270    21870000  2828396666    10305000     274.468           1
11/ 7/2018 17: 2:28         260         260         260         260       81000               260    21060000  2849456666    10386000     274.356           1
11/ 7/2018 17: 2:29         270         270         270         270       81000               270    21870000  2871326666    10467000     274.322           1
11/ 7/2018 17: 2:38         260         260         260         260         829               260      215540  2871542206    10467829     274.321           1
11/ 7/2018 17: 2:39         260         260         260         260       80171               260    20844460  2892386666    10548000     274.212           1
11/ 7/2018 17: 2:41         270         270         270         270       80171               270    21646170  2914032836    10628171      274.18           1
11/ 7/2018 17: 2:44         260         260         260         260       80171               260    20844460  2934877296    10708342     274.074           1
11/ 7/2018 19: 2: 0         270         270         270         270       80171               270    21646170  2956523466    10788513     274.044           1
11/ 7/2018 19: 2: 2         260         260         260         260       80171               260    20844460  2977367926    10868684      273.94           1
12/ 7/2018  9: 2:52         250         250         250         250       80171               250    20042750  2997410676    10948855     273.765           1
12/ 7/2018 10: 2:10         260         260         260         260       80171               260    20844460  3018255136    11029026     273.665           1
12/ 7/2018 11: 2:31         250         250         250         250       80171               250    20042750  3038297886    11109197     273.494           1
12/ 7/2018 11: 2:32         260         260         260         260       80171               260    20844460  3059142346    11189368     273.397           1
12/ 7/2018 11: 2:37         250         250         250         250       80171               250    20042750  3079185096    11269539     273.231           1
12/ 7/2018 13: 2:10         260         260         260         260       80171               260    20844460  3100029556    11349710     273.137           1
12/ 7/2018 15: 2:37         250         250         250         250       80171               250    20042750  3120072306    11429881     272.975           1
12/ 7/2018 15: 2:44         260         260         260         260       80171               260    20844460  3140916766    11510052     272.885           1
12/ 7/2018 16: 2:13         250         250         250         250       80171               250    20042750  3160959516    11590223     272.726           1
12/ 7/2018 16: 2:16         260         260         260         260       80171               260    20844460  3181803976    11670394     272.639           1
12/ 7/2018 16: 2:18         250         250         250         250       80171               250    20042750  3201846726    11750565     272.484           1
12/ 7/2018 16: 2:21         260         260         260         260       80171               260    20844460  3222691186    11830736       272.4           1
12/ 7/2018 16: 2:22         250         250         250         250       80171               250    20042750  3242733936    11910907     272.249           1
12/ 7/2018 16: 2:28         260         260         260         260       80171               260    20844460  3263578396    11991078     272.167           1
12/ 7/2018 16: 2:29         250         250         250         250       80171               250    20042750  3283621146    12071249      272.02           1
12/ 7/2018 16: 2:32         260         260         260         260       80171               260    20844460  3304465606    12151420     271.941           1
12/ 7/2018 16: 2:34         250         250         250         250       80171               250    20042750  3324508356    12231591     271.797           1
12/ 7/2018 16: 2:51         260         260         260         260       80171               260    20844460  3345352816    12311762      271.72           1
12/ 7/2018 16: 2:52         250         250         250         250       80171               250    20042750  3365395566    12391933      271.58           1
12/ 7/2018 17: 2: 1         260         260         260         260       80171               260    20844460  3386240026    12472104     271.505           1
12/ 7/2018 17: 2: 3         250         250         250         250       80171               250    20042750  3406282776    12552275     271.368           1
12/ 7/2018 17: 2:10         260         260         260         260       80171               260    20844460  3427127236    12632446     271.296           1
12/ 7/2018 17: 2:16         250         250         250         250       80171               250    20042750  3447169986    12712617     271.161           1
12/ 7/2018 17: 2:24         260         260         260         260       80171               260    20844460  3468014446    12792788     271.091           1
12/ 7/2018 17: 2:30         250         250         250         250       80171               250    20042750  3488057196    12872959      270.96           1
12/ 7/2018 17: 2:32         260         260         260         260       80171               260    20844460  3508901656    12953130     270.892           1
12/ 7/2018 17: 2:36         250         250         250         250       80171               250    20042750  3528944406    13033301     270.764           1
12/ 7/2018 17: 2:43         260         260         260         260       80171               260    20844460  3549788866    13113472     270.698           1
12/ 7/2018 17: 2:45         250         250         250         250       80171               250    20042750  3569831616    13193643     270.572           1
12/ 7/2018 17: 2:46         260         260         260         260       80171               260    20844460  3590676076    13273814     270.508           1
12/ 7/2018 17: 2:48         250         250         250         250       80171               250    20042750  3610718826    13353985     270.385           1
12/ 7/2018 17: 2:51         260         260         260         260       80171               260    20844460  3631563286    13434156     270.323           1
12/ 7/2018 17: 2:52         250         250         250         250       80171               250    20042750  3651606036    13514327     270.203           1
12/ 7/2018 21: 2:49         260         260         260         260       80171               260    20844460  3672450496    13594498     270.142           1
12/ 7/2018 21: 2:50         250         250         250         250       80171               250    20042750  3692493246    13674669     270.024           1
12/ 7/2018 21: 2:57         260         260         260         260       80171               260    20844460  3713337706    13754840     269.966           1
12/ 7/2018 22: 2: 1         250         250         250         250       80171               250    20042750  3733380456    13835011      269.85           1
12/ 7/2018 22: 2: 7         260         260         260         260       80171               260    20844460  3754224916    13915182     269.793           1
12/ 7/2018 22: 2:15         250         250         250         250       80171               250    20042750  3774267666    13995353      269.68           1
12/ 7/2018 22: 2:24         260         260         260         260       80171               260    20844460  3795112126    14075524     269.625           1
12/ 7/2018 22: 2:26         250         250         250         250       80171               250    20042750  3815154876    14155695     269.514           1
12/ 7/2018 22: 2:31         260         260         260         260       80171               260    20844460  3835999336    14235866      269.46           1
12/ 7/2018 22: 2:32         250         250         250         250       80171               250    20042750  3856042086    14316037     269.351           1
12/ 7/2018 22: 2:39         260         260         260         260       80171               260    20844460  3876886546    14396208     269.299           1
12/ 7/2018 22: 2:41         250         250         250         250       80171               250    20042750  3896929296    14476379     269.192           1
12/ 7/2018 22: 2:44         260         260         250         250       80171           253.333    20309986  3917239282    14556550     269.105           2
12/ 7/2018 22: 2:52         260         260         260         260       80171               260    20844460  3938083742    14636721     269.055           1
12/ 7/2018 22: 2:53         250         250         250         250       80171               250    20042750  3958126492    14716892     268.951           1
12/ 7/2018 23: 2: 1         260         260         260         260       80171               260    20844460  3978970952    14797063     268.903           1
12/ 7/2018 23: 2: 2         250         250         250         250       80171               250    20042750  3999013702    14877234     268.801           1
12/ 7/2018 24: 2:20         260         260         260         260       80171               260    20844460  4019858162    14957405     268.754           1
12/ 7/2018 24: 2:23         250         250         250         250       80171               250    20042750  4039900912    15037576     268.654           1
12/ 7/2018 24: 2:52         260         260         260         260       80171               260    20844460  4060745372    15117747     268.608           1
12/ 7/2018 24: 2:53         250         250         250         250       80171               250    20042750  4080788122    15197918      268.51           1
12/ 7/2018 24: 2:58         260         260         260         260       80171               260    20844460  4101632582    15278089     268.465           1
