         Date              Open        High         Low       Close      Volume    Typical Price         V*P    Total VP     Total V            VWAP
 2/ 7/2018  9:55: 1      276000      330800      276000      279900           4           295567     1182266     1182266           4           295566
 2/ 7/2018 10: 1:11      275400      275400      275400      275400          10           275400     2754000     3936266          14           281162
 2/ 7/2018 10: 6:38      274400      284400      265100      265100         900           271533   244379999   248316265         914           271681
 2/ 7/2018 10: 6:39      271200      274700      271200      274100         100           273333    27333333   275649598        1014           271844
 2/ 7/2018 10: 6:48      274400      274400      274100      274100         100           274200    27420000   303069598        1114           272055
 2/ 7/2018 10: 6:49      274200      274700      274200      274700         100           274533    27453333   330522931        1214           272259
 2/ 7/2018 10: 6:50      274400      274400      274400      274400         100           274400    27440000   357962931        1314           272422
 2/ 7/2018 10: 6:51      274500      274800      274500      274800         100           274700    27470000   385432931        1414           272583
 2/ 7/2018 10: 6:53      274700      274700      274700      274700         100           274700    27470000   412902931        1514           272723
 2/ 7/2018 10: 6:57      274800      274800      274800      274800         100           274800    27480000   440382931        1614           272852
 2/ 7/2018 10: 6:58      274700      274700      274700      274700         100           274700    27470000   467852931        1714           272960
 2/ 7/2018 10: 7: 0      273900      282900      273900      274000         100           276933    27693333   495546264        1814           273179
 2/ 7/2018 10: 7:12      274500      274500      274100      274100         100           274233    27423333   522969597        1914           273234
 2/ 7/2018 10: 7:13      273900      274500      273900      274500         100           274300    27430000   550399597        2014           273287
 2/ 7/2018 10: 7:14      274000      274000      274000      274000         100           274000    27400000   577799597        2114           273321
 2/ 7/2018 10: 7:15      274100      274100      274100      274100         100           274100    27410000   605209597        2214           273356
 2/ 7/2018 10: 7:19      274600      274600      274600      274600         100           274600    27460000   632669597        2314           273410
 2/ 7/2018 10: 7:27      274100      274100      274100      274100         100           274100    27410000   660079597        2414           273438
 2/ 7/2018 10: 7:28      274600      274600      274200      274200         100           274333    27433333   687512930        2514           273474
 2/ 7/2018 10: 7:30      274100      274100      274100      274100         100           274100    27410000   714922930        2614           273498
 2/ 7/2018 10: 7:31      274200      274200      274200      274200         100           274200    27420000   742342930        2714           273524
 2/ 7/2018 10: 7:32      274700      274700      274700      274700         100           274700    27470000   769812930        2814           273565
 2/ 7/2018 10: 7:35      274600      274600      274600      274600         100           274600    27460000   797272930        2914           273601
