         Date              Open        High         Low       Close      Volume    Typical Price         V*P    Total VP     Total V            VWAP
 2/ 7/2018 10: 0: 0          50          50          40          40       14866          43.3333      644193      644193       14866          43.3333
 2/ 7/2018 10: 0:24          30          30          30          30        5000               30      150000      794193       19866          39.9775
 2/ 7/2018 10: 2:29          20          20          20          20      100000               20     2000000     2794193      119866           23.311
 2/ 7/2018 10:16:42          20          20          20          20       12211               20      244220     3038413      132077          23.0049
 2/ 7/2018 10:18:33          20          20          20          20        1000               20       20000     3058413      133077          22.9823
 2/ 7/2018 10:23:57          20          20          20          20          10               20         200     3058613      133087          22.9821
 2/ 7/2018 10:27:46          20          20          20          20         100               20        2000     3060613      133187          22.9798
 2/ 7/2018 10:33:19          20          20          20          20        4000               20       80000     3140613      137187          22.8929
 2/ 7/2018 10:34:48          20          20          20          20       90000               20     1800000     4940613      227187          21.7469
 2/ 7/2018 10:37:39          30          30          30          30       63020               30     1890600     6831213      290207          23.5391
 2/ 7/2018 10:37:50          10          10          10          10       50000               10      500000     7331213      340207          21.5493
 2/ 7/2018 10:38: 1          10          10          10          10       50000               10      500000     7831213      390207          20.0694
 2/ 7/2018 10:38:12          50          50          50          50       13300               50      665000     8496213      403507          21.0559
 2/ 7/2018 10:38:13          10          10          10          10       50000               10      500000     8996213      453507           19.837
 2/ 7/2018 10:38:25          10          10          10          10       50000               10      500000     9496213      503507          18.8601
 2/ 7/2018 10:38:37          10          10          10          10       50000               10      500000     9996213      553507          18.0598
 2/ 7/2018 10:38:48          10          10          10          10       50000               10      500000    10496213      603507           17.392
 2/ 7/2018 10:39: 0          10          10          10          10       50000               10      500000    10996213      653507          16.8265
 2/ 7/2018 10:39:12          10          10          10          10       50000               10      500000    11496213      703507          16.3413
 2/ 7/2018 10:39:24          10          10          10          10       50000               10      500000    11996213      753507          15.9205
 2/ 7/2018 10:39:35          10          10          10          10       50000               10      500000    12496213      803507          15.5521
 2/ 7/2018 10:39:40          50          50          50          50       14866               50      743300    13239513      818373          16.1778
 2/ 7/2018 10:39:47          10          10          10          10       50000               10      500000    13739513      868373          15.8221
 2/ 7/2018 10:39:59          10          10          10          10       50000               10      500000    14239513      918373          15.5052
 2/ 7/2018 10:40:10          30          30          30          30        1980               30       59400    14298913      920353          15.5363
 2/ 7/2018 10:40:11          40          40          40          40       13300               40      532000    14830913      933653          15.8848
 2/ 7/2018 10:40:22          30          30          30          30        5000               30      150000    14980913      938653            15.96
 2/ 7/2018 10:41:56          20          20          20          20       50000               20     1000000    15980913      988653          16.1643
 2/ 7/2018 10:46:40          30          30          30          30        5000               30      150000    16130913      993653          16.2339
 2/ 7/2018 10:49:49          40          40          40          40        5000               40      200000    16330913      998653          16.3529
 2/ 7/2018 10:52:49          40          40          40          40       66501               40     2660040    18990953     1065154          17.8293
 2/ 7/2018 10:52:51          30          30          30          30        5000               30      150000    19140953     1070154          17.8862
 2/ 7/2018 10:52:52          40          40          40          40        5000               40      200000    19340953     1075154           17.989
 2/ 7/2018 10:52:53          30          30          30          30        5000               30      150000    19490953     1080154          18.0446
 2/ 7/2018 10:52:54          40          40          40          40        5000               40      200000    19690953     1085154          18.1458
 2/ 7/2018 10:52:56          30          30          30          30        5000               30      150000    19840953     1090154          18.2001
 2/ 7/2018 10:54:46          40          40          40          40        2997               40      119880    19960833     1093151          18.2599
 2/ 7/2018 10:55: 9          30          30          30          30        2997               30       89910    20050743     1096148           18.292
 2/ 7/2018 10:55:17          40          40          40          40        2997               40      119880    20170623     1099145          18.3512
 2/ 7/2018 10:55:19          30          30          30          30        2997               30       89910    20260533     1102142          18.3829
 2/ 7/2018 10:55:20          40          40          40          40        2997               40      119880    20380413     1105139          18.4415
 2/ 7/2018 10:55:21          30          30          30          30        2997               30       89910    20470323     1108136          18.4728
 2/ 7/2018 10:55:43          40          40          40          40        2997               40      119880    20590203     1111133          18.5308
 2/ 7/2018 10:55:53          30          30          30          30        2997               30       89910    20680113     1114130          18.5617
 2/ 7/2018 10:56: 9          40          40          40          40        2997               40      119880    20799993     1117127          18.6192
 2/ 7/2018 10:56:10          30          30          30          30        2997               30       89910    20889903     1120124          18.6496
 2/ 7/2018 10:56:18          40          40          40          40        2997               40      119880    21009783     1123121          18.7066
 2/ 7/2018 11: 5:54          30          30          30          30           4               30         120    21009903     1123125          18.7066
 2/ 7/2018 11: 6:53          30          30          30          30       59000               30     1770000    22779903     1182125          19.2703
 2/ 7/2018 11: 9:11          30          30          30          30        1500               30       45000    22824903     1183625          19.2839
 2/ 7/2018 11:13:10          50          50          50          50        2500               50      125000    22949903     1186125          19.3486
 2/ 7/2018 11:21:52          50          50          50          50        1500               50       75000    23024903     1187625          19.3874
 2/ 7/2018 11:23:21          30          30          30          30           8               30         240    23025143     1187633          19.3874
 2/ 7/2018 11:34:56          10          10          10          10       50000               10      500000    23525143     1237633          19.0082
 2/ 7/2018 11:34:57          20          20          20          20       50000               20     1000000    24525143     1287633          19.0467
 2/ 7/2018 11:35: 5          10          10          10          10       50000               10      500000    25025143     1337633          18.7085
 2/ 7/2018 11:35: 8          10          10          10          10       50000               10      500000    25525143     1387633          18.3947
 2/ 7/2018 11:35:20          10          10          10          10       50000               10      500000    26025143     1437633          18.1028
 2/ 7/2018 11:35:31          10          10          10          10       50000               10      500000    26525143     1487633          17.8304
 2/ 7/2018 11:35:43          10          10          10          10       50000               10      500000    27025143     1537633          17.5758
 2/ 7/2018 11:35:55          10          10          10          10       50000               10      500000    27525143     1587633          17.3372
 2/ 7/2018 11:36: 5          20          20          20          20       50000               20     1000000    28525143     1637633          17.4185
 2/ 7/2018 11:36: 7          40          40          40          40        5000               40      200000    28725143     1642633          17.4873
 2/ 7/2018 11:38:50          30          30          30          30        1000               30       30000    28755143     1643633          17.4949
 2/ 7/2018 11:39: 1          10          10          10          10       50000               10      500000    29255143     1693633          17.2736
 2/ 7/2018 11:39: 3          20          20          20          20       50000               20     1000000    30255143     1743633          17.3518
 2/ 7/2018 11:39:13          40          40          40          40        5000               40      200000    30455143     1748633          17.4165
 2/ 7/2018 11:44:15          30          30          30          30       34549               30     1036470    31491613     1783182          17.6603
 2/ 7/2018 11:48:31          30          30          30          30         500               30       15000    31506613     1783682          17.6638
 2/ 7/2018 11:54:18          30          30          30          30       27473               30      824190    32330803     1811155          17.8509
 2/ 7/2018 11:56:10          30          30          30          30           3               30          90    32330893     1811158           17.851
 2/ 7/2018 11:57:10          30          30          30          30       11785               30      353550    32684443     1822943          17.9295
 2/ 7/2018 12: 6:48          40          40          40          40        1000               40       40000    32724443     1823943          17.9416
 2/ 7/2018 12: 8:25          40          40          40          40        1000               40       40000    32764443     1824943          17.9537
 2/ 7/2018 12:22:57          30          30          30          30       10000               30      300000    33064443     1834943          18.0193
 2/ 7/2018 12:24:35          30          30          30          30        3926               30      117780    33182223     1838869          18.0449
 2/ 7/2018 12:38:19          30          30          30          30       20000               30      600000    33782223     1858869          18.1735
 2/ 7/2018 14: 0:31          40          40          40          40        5000               40      200000    33982223     1863869          18.2321
 2/ 7/2018 14: 6:40          40          40          40          40        5322               40      212880    34195103     1869191          18.2941
 2/ 7/2018 14: 6:51          20          20          20          20       50000               20     1000000    35195103     1919191          18.3385
 2/ 7/2018 14: 7: 2          40          40          40          40        4678               40      187120    35382223     1923869          18.3912
 2/ 7/2018 14:16: 7          40          40          40          40        1000               40       40000    35422223     1924869          18.4024
 2/ 7/2018 14:35:44          40          40          40          40         750               40       30000    35452223     1925619          18.4108
 2/ 7/2018 14:53: 8          40          40          40          40        1000               40       40000    35492223     1926619           18.422
 2/ 7/2018 16:22:28          30          40          30          40        3941          36.6667      144503    35636726     1930560          18.4593
 2/ 7/2018 16:27:34          20          20          20          20      100000               20     2000000    37636726     2030560          18.5351
 2/ 7/2018 16:29:59          20          20          20          20       80000               20     1600000    39236726     2110560          18.5907
 2/ 7/2018 16:30:10          30          30          30          30       68404               30     2052120    41288846     2178964          18.9488
 2/ 7/2018 16:40: 2          30          30          30          30         150               30        4500    41293346     2179114          18.9496
 2/ 7/2018 16:41:26          40          40          40          40       11596               40      463840    41757186     2190710           19.061
 2/ 7/2018 16:47:33          30          30          30          30         250               30        7500    41764686     2190960          19.0623
 2/ 7/2018 17: 3:11          30          30          30          30       12152               30      364560    42129246     2203112          19.1226
 2/ 7/2018 17: 5:20          40          40          40          40        1000               40       40000    42169246     2204112          19.1321
 2/ 7/2018 17:41: 0          50          50          50          50        4662               50      233100    42402346     2208774          19.1972
 2/ 7/2018 17:41: 3          40          40          40          40        4662               40      186480    42588826     2213436           19.241
 2/ 7/2018 17:41:29          50          50          50          50        4662               50      233100    42821926     2218098          19.3057
 2/ 7/2018 17:41:30          40          40          40          40        4662               40      186480    43008406     2222760          19.3491
