         Date              Open        High         Low       Close      Volume    Typical Price         V*P    Total VP     Total V            VWAP
 2/ 7/2018 10: 0: 3        1770        1770        1770        1770        5000             1770     8850000     8850000        5000             1770
 2/ 7/2018 10: 0: 9        1760        1760        1760        1760        5000             1760     8800000    17650000       10000             1765
 2/ 7/2018 10: 0:16        1780        1780        1780        1780        5000             1780     8900000    26550000       15000             1770
 2/ 7/2018 10: 0:23        1790        1790        1790        1790        5000             1790     8950000    35500000       20000             1775
 2/ 7/2018 10: 1: 5        1800        1800        1800        1800        5000             1800     9000000    44500000       25000             1780
 2/ 7/2018 10: 1:12        1810        1810        1810        1810        5000             1810     9050000    53550000       30000             1785
 2/ 7/2018 10: 1:19        1820        1820        1820        1820        5000             1820     9100000    62650000       35000             1790
 2/ 7/2018 10: 2:24        1830        1830        1830        1830        5000             1830     9150000    71800000       40000             1795
 2/ 7/2018 10: 2:45        1820        1820        1820        1820        5000             1820     9100000    80900000       45000          1797.78
 2/ 7/2018 10: 2:52        1830        1830        1830        1830        5000             1830     9150000    90050000       50000             1801
 2/ 7/2018 10: 3:34        1840        1840        1840        1840        5000             1840     9200000    99250000       55000          1804.55
 2/ 7/2018 10: 3:41        1830        1830        1830        1830        5000             1830     9150000   108400000       60000          1806.67
 2/ 7/2018 10: 4: 2        1820        1820        1820        1820        5000             1820     9100000   117500000       65000          1807.69
 2/ 7/2018 10: 4: 9        1830        1830        1830        1830        5000             1830     9150000   126650000       70000          1809.29
 2/ 7/2018 10: 5:28        1840        1840        1840        1840        5000             1840     9200000   135850000       75000          1811.33
 2/ 7/2018 10: 5:35        1850        1850        1850        1850        5000             1850     9250000   145100000       80000          1813.75
 2/ 7/2018 10: 5:42        1840        1840        1840        1840        5000             1840     9200000   154300000       85000          1815.29
 2/ 7/2018 10: 5:44        1830        1830        1830        1830           1             1830        1830   154301830       85001          1815.29
 2/ 7/2018 10: 5:49        1860        1860        1860        1860        5000             1860     9300000   163601830       90001          1817.78
 2/ 7/2018 10: 6: 4        1830        1830        1830        1830        5000             1830     9150000   172751830       95001          1818.42
 2/ 7/2018 10: 6:11        1840        1840        1840        1840        5000             1840     9200000   181951830      100001           1819.5
 2/ 7/2018 10: 6:18        1850        1850        1850        1850        5000             1850     9250000   191201830      105001          1820.95
