         Date              Open        High         Low       Close      Volume     Typical Price         V*P    Total VP     Total V        VWAP    Message Count
10/ 7/2018  0: 2: 3          50          50          50          50      100000                50     5000000     5000000      100000          50           1
10/ 7/2018 28: 2:14          50          50          50          50      100000                50     5000000    10000000      200000          50           1
10/ 7/2018 50: 2: 7          50          50          50          50      100000                50     5000000    15000000      300000          50           1
11/ 7/2018  1: 2: 1          50          50          50          50      100000                50     5000000    20000000      400000          50           1
14/ 7/2018  0: 2: 0          50          50          50          50      100000                50     5000000    25000000      500000          50           1
14/ 7/2018 52: 2:22          50          50          50          50      100000                50     5000000    30000000      600000          50           1
16/ 7/2018 14: 2:25          40          40          40          40      100000                40     4000000    34000000      700000     48.5714           1
16/ 7/2018 20: 2: 9          50          50          50          50      100000                50     5000000    39000000      800000       48.75           1
16/ 7/2018 38: 2:23          40          40          40          40      100000                40     4000000    43000000      900000     47.7778           1
16/ 7/2018 41: 2:50          50          50          50          50      100000                50     5000000    48000000     1000000          48           1
16/ 7/2018 45: 2:45          40          40          40          40      100000                40     4000000    52000000     1100000     47.2727           1
16/ 7/2018 45: 2:46          50          50          50          50      100000                50     5000000    57000000     1200000        47.5           1
16/ 7/2018 45: 2:47          40          40          40          40      100000                40     4000000    61000000     1300000     46.9231           1
16/ 7/2018 45: 2:51          50          50          50          50      100000                50     5000000    66000000     1400000     47.1429           1
16/ 7/2018 45: 2:52          40          40          40          40      100000                40     4000000    70000000     1500000     46.6667           1
16/ 7/2018 46: 2: 1          50          50          50          50      100000                50     5000000    75000000     1600000      46.875           1
16/ 7/2018 46: 2: 2          40          40          40          40      100000                40     4000000    79000000     1700000     46.4706           1
16/ 7/2018 46: 2: 6          50          50          50          50      100000                50     5000000    84000000     1800000     46.6667           1
16/ 7/2018 46: 2: 7          40          40          40          40      100000                40     4000000    88000000     1900000     46.3158           1
16/ 7/2018 46: 2: 8          40          40          40          40      100000                40     4000000    92000000     2000000          46           1
16/ 7/2018 46: 2: 9          50          50          50          50      100000                50     5000000    97000000     2100000     46.1905           1
16/ 7/2018 46: 2:10          50          50          50          50      100000                50     5000000   102000000     2200000     46.3636           1
16/ 7/2018 46: 2:11          50          50          50          50      100000                50     5000000   107000000     2300000     46.5217           1
16/ 7/2018 46: 2:12          40          40          40          40      100000                40     4000000   111000000     2400000       46.25           1
16/ 7/2018 46: 2:16          50          50          50          50      100000                50     5000000   116000000     2500000        46.4           1
16/ 7/2018 46: 2:17          50          50          50          50      100000                50     5000000   121000000     2600000     46.5385           1
16/ 7/2018 46: 2:18          40          40          40          40      100000                40     4000000   125000000     2700000     46.2963           1
16/ 7/2018 46: 2:19          50          50          50          50      100000                50     5000000   130000000     2800000     46.4286           1
16/ 7/2018 46: 2:21          40          40          40          40      100000                40     4000000   134000000     2900000     46.2069           1
16/ 7/2018 46: 2:23          50          50          50          50      100000                50     5000000   139000000     3000000     46.3333           1
16/ 7/2018 46: 2:24          40          40          40          40      100000                40     4000000   143000000     3100000      46.129           1
16/ 7/2018 46: 2:25          50          50          50          50      100000                50     5000000   148000000     3200000       46.25           1
16/ 7/2018 46: 2:31          40          40          40          40      100000                40     4000000   152000000     3300000     46.0606           1
16/ 7/2018 46: 2:32          50          50          50          50      100000                50     5000000   157000000     3400000     46.1765           1
16/ 7/2018 46: 2:37          40          40          40          40      100000                40     4000000   161000000     3500000          46           1
16/ 7/2018 46: 2:39          50          50          50          50      100000                50     5000000   166000000     3600000     46.1111           1
16/ 7/2018 46: 2:40          40          40          40          40      100000                40     4000000   170000000     3700000     45.9459           1
16/ 7/2018 46: 2:43          50          50          50          50      100000                50     5000000   175000000     3800000     46.0526           1
16/ 7/2018 46: 2:46          40          40          40          40      100000                40     4000000   179000000     3900000     45.8974           1
16/ 7/2018 46: 2:47          50          50          50          50      100000                50     5000000   184000000     4000000          46           1
16/ 7/2018 47: 2: 2          40          40          40          40      100000                40     4000000   188000000     4100000     45.8537           1
16/ 7/2018 47: 2: 3          50          50          50          50      100000                50     5000000   193000000     4200000     45.9524           1
16/ 7/2018 47: 2: 8          40          40          40          40      100000                40     4000000   197000000     4300000      45.814           1
16/ 7/2018 47: 2: 9          40          40          40          40      100000                40     4000000   201000000     4400000     45.6818           1
16/ 7/2018 47: 2:10          50          50          50          50      100000                50     5000000   206000000     4500000     45.7778           1
16/ 7/2018 47: 2:11          40          40          40          40      100000                40     4000000   210000000     4600000     45.6522           1
16/ 7/2018 47: 2:16          50          50          50          50      100000                50     5000000   215000000     4700000     45.7447           1
16/ 7/2018 47: 2:17          40          40          40          40      100000                40     4000000   219000000     4800000      45.625           1
16/ 7/2018 47: 2:19          50          50          50          50      100000                50     5000000   224000000     4900000     45.7143           1
16/ 7/2018 47: 2:20          40          40          40          40      100000                40     4000000   228000000     5000000        45.6           1
16/ 7/2018 47: 2:21          50          50          50          50      100000                50     5000000   233000000     5100000     45.6863           1
16/ 7/2018 47: 2:22          50          50          50          50      100000                50     5000000   238000000     5200000     45.7692           1
16/ 7/2018 47: 2:23          40          40          40          40      100000                40     4000000   242000000     5300000     45.6604           1
16/ 7/2018 47: 2:26          50          50          50          50      100000                50     5000000   247000000     5400000     45.7407           1
16/ 7/2018 47: 2:29          40          40          40          40      100000                40     4000000   251000000     5500000     45.6364           1
16/ 7/2018 47: 2:31          50          50          50          50      100000                50     5000000   256000000     5600000     45.7143           1
16/ 7/2018 47: 2:32          40          40          40          40      100000                40     4000000   260000000     5700000      45.614           1
16/ 7/2018 47: 2:36          50          50          50          50      100000                50     5000000   265000000     5800000     45.6897           1
16/ 7/2018 47: 2:37          40          40          40          40      100000                40     4000000   269000000     5900000     45.5932           1
16/ 7/2018 47: 2:47          50          50          50          50      100000                50     5000000   274000000     6000000     45.6667           1
16/ 7/2018 47: 2:48          40          40          40          40      100000                40     4000000   278000000     6100000     45.5738           1
16/ 7/2018 48: 2:13          50          50          50          50      100000                50     5000000   283000000     6200000     45.6452           1
16/ 7/2018 48: 2:14          40          40          40          40      100000                40     4000000   287000000     6300000     45.5556           1
16/ 7/2018 48: 2:15          50          50          50          50      100000                50     5000000   292000000     6400000      45.625           1
