         Date              Open        High         Low       Close      Volume     Typical Price         V*P    Total VP     Total V        VWAP    Message Count
10/ 7/2018  0: 2:24         150         150         150         150      100000               150    15000000    15000000      100000         150           1
10/ 7/2018  9: 2:46         140         140         140         140      100000               140    14000000    29000000      200000         145           1
10/ 7/2018  9: 2:49         150         150         150         150      100000               150    15000000    44000000      300000     146.667           1
10/ 7/2018 10: 2: 1         140         140         140         140      100000               140    14000000    58000000      400000         145           1
10/ 7/2018 11: 2:52         150         150         150         150      100000               150    15000000    73000000      500000         146           1
10/ 7/2018 11: 2:54         140         140         140         140      100000               140    14000000    87000000      600000         145           1
10/ 7/2018 12: 2:10         150         150         150         150      100000               150    15000000   102000000      700000     145.714           1
10/ 7/2018 12: 2:11         140         150         140         150      100000           146.667    14666666   116666666      800000     145.833           2
10/ 7/2018 12: 2:21         140         140         140         140      100000               140    14000000   130666666      900000     145.185           1
10/ 7/2018 12: 2:26         150         150         150         150      100000               150    15000000   145666666     1000000     145.667           1
10/ 7/2018 17: 2:29         140         140         140         140      100000               140    14000000   159666666     1100000     145.152           1
10/ 7/2018 17: 2:33         150         150         150         150      100000               150    15000000   174666666     1200000     145.556           1
10/ 7/2018 18: 2: 8         140         140         140         140      100000               140    14000000   188666666     1300000     145.128           1
10/ 7/2018 26: 2: 6         150         150         150         150      100000               150    15000000   203666666     1400000     145.476           1
10/ 7/2018 26: 2: 8         140         140         140         140      100000               140    14000000   217666666     1500000     145.111           1
10/ 7/2018 26: 2:16         150         150         150         150      100000               150    15000000   232666666     1600000     145.417           1
10/ 7/2018 26: 2:18         140         140         140         140      100000               140    14000000   246666666     1700000     145.098           1
10/ 7/2018 26: 2:25         150         150         150         150      100000               150    15000000   261666666     1800000      145.37           1
10/ 7/2018 27: 2:37         140         140         140         140      100000               140    14000000   275666666     1900000     145.088           1
10/ 7/2018 27: 2:50         150         150         150         150      100000               150    15000000   290666666     2000000     145.333           1
10/ 7/2018 29: 2:35         140         140         140         140      100000               140    14000000   304666666     2100000     145.079           1
10/ 7/2018 31: 2: 5         150         150         150         150      100000               150    15000000   319666666     2200000     145.303           1
10/ 7/2018 31: 2:16         140         140         140         140      100000               140    14000000   333666666     2300000     145.072           1
10/ 7/2018 31: 2:17         150         150         150         150      100000               150    15000000   348666666     2400000     145.278           1
