         Date              Open        High         Low       Close      Volume    Typical Price         V*P    Total VP     Total V            VWAP
 2/ 7/2018  9:55: 1         730         900         730         790        2490          806.667     2008600     2008600        2490          806.667
 2/ 7/2018 10: 0: 0         790         790         790         790        2500              790     1975000     3983600        4990          798.317
 2/ 7/2018 10: 0: 1         760         760         760         760        1434              760     1089840     5073440        6424          789.763
 2/ 7/2018 10: 0: 2         740         750         740         750        1000          746.667      746666     5820106        7424          783.958
 2/ 7/2018 10: 0: 9         800         800         800         800        5646              800     4516800    10336906       13070          790.888
 2/ 7/2018 10: 0:30         760         760         760         760         600              760      456000    10792906       13670          789.532
 2/ 7/2018 10: 1: 1         750         750         750         750        9000              750     6750000    17542906       22670          773.838
 2/ 7/2018 10: 1:39         750         750         750         750         250              750      187500    17730406       22920          773.578
 2/ 7/2018 10: 1:50         710         710         710         710        1430              710     1015300    18745706       24350          769.844
 2/ 7/2018 10: 2:16         750         750         750         750       10000              750     7500000    26245706       34350          764.067
 2/ 7/2018 10: 6:20         760         760         760         760         466              760      354160    26599866       34816          764.013
 2/ 7/2018 10: 6:40         760         760         760         760       15600              760    11856000    38455866       50416          762.771
 2/ 7/2018 10: 6:48         750         750         750         750         500              750      375000    38830866       50916          762.646
 2/ 7/2018 10: 6:56         760         760         760         760        3800              760     2888000    41718866       54716          762.462
 2/ 7/2018 10: 6:58         760         760         760         760           2              760        1520    41720386       54718          762.462
 2/ 7/2018 10: 7:15         780         780         780         780        1000              780      780000    42500386       55718          762.777
 2/ 7/2018 10: 7:18         770         770         770         770         100              770       77000    42577386       55818           762.79
 2/ 7/2018 10: 7:51         750         750         750         750        1000              750      750000    43327386       56818          762.564
 2/ 7/2018 10: 8: 2         760         760         760         760           1              760         760    43328146       56819          762.564
 2/ 7/2018 10: 9:18         760         760         760         760        1000              760      760000    44088146       57819           762.52
 2/ 7/2018 10: 9:35         770         770         760         760          50          763.333       38166    44126312       57869          762.521
 2/ 7/2018 10:10: 8         760         760         760         760        1000              760      760000    44886312       58869          762.478
 2/ 7/2018 10:10:13         770         770         770         770        1000              770      770000    45656312       59869          762.604
 2/ 7/2018 10:10:15         760         760         760         760        7000              760     5320000    50976312       66869          762.331
 2/ 7/2018 10:10:20         810         810         810         810          30              810       24300    51000612       66899          762.352
 2/ 7/2018 10:10:27         770         770         770         770        1500              770     1155000    52155612       68399           762.52
 2/ 7/2018 10:10:29         770         770         770         770          50              770       38500    52194112       68449          762.526
 2/ 7/2018 10:10:30         750         780         750         780        1000              770      770000    52964112       69449          762.633
 2/ 7/2018 10:10:32         780         780         780         780        1200              780      936000    53900112       70649          762.928
 2/ 7/2018 10:10:49         790         790         790         790       14445              790    11411550    65311662       85094          767.524
 2/ 7/2018 10:11: 9         810         810         810         810        7000              810     5670000    70981662       92094          770.752
 2/ 7/2018 10:11:11         750         750         750         750         100              750       75000    71056662       92194           770.73
 2/ 7/2018 10:11:12         740         740         730         730         100          733.333       73333    71129995       92294          770.689
 2/ 7/2018 10:11:13         730         730         720         720         100          723.333       72333    71202328       92394          770.638
 2/ 7/2018 10:11:21         770         770         770         770          50              770       38500    71240828       92444          770.638
 2/ 7/2018 10:11:32         780         780         780         780         520              780      405600    71646428       92964           770.69
 2/ 7/2018 10:11:37         760         760         760         760        8888              760     6754880    78401308      101852          769.757
 2/ 7/2018 10:11:55         780         780         780         780          30              780       23400    78424708      101882           769.76
 2/ 7/2018 10:12: 6         790         790         790         790        2000              790     1580000    80004708      103882           770.15
