         Date              Open        High         Low       Close      Volume     Typical Price         V*P    Total VP     Total V        VWAP    Message Count
10/ 7/2018  0: 2: 0         270         270         270         270      162222               270    43799940    43799940      162222         270           1
10/ 7/2018  0: 2: 4         170         170         170         170      100000               170    17000000    60799940      262222     231.864           1
10/ 7/2018  9: 2:19         160         160         160         160      100000               160    16000000    76799940      362222     212.025           1
10/ 7/2018 13: 2: 3         170         170         170         170      100000               170    17000000    93799940      462222     202.933           1
10/ 7/2018 13: 2: 4         160         160         160         160      100000               160    16000000   109799940      562222     195.296           1
10/ 7/2018 13: 2:10         170         170         170         170      100000               170    17000000   126799940      662222     191.476           1
10/ 7/2018 13: 2:11         160         160         160         160      100000               160    16000000   142799940      762222     187.347           1
10/ 7/2018 13: 2:41         170         170         170         170      100000               170    17000000   159799940      862222     185.335           1
10/ 7/2018 13: 2:42         160         160         160         160      100000               160    16000000   175799940      962222     182.702           1
10/ 7/2018 13: 2:56         170         170         170         170      100000               170    17000000   192799940     1062222     181.506           1
10/ 7/2018 13: 2:57         160         160         160         160      100000               160    16000000   208799940     1162222     179.656           1
10/ 7/2018 28: 2:14         160         160         160         160      100000               160    16000000   224799940     1262222     178.099           1
10/ 7/2018 50: 2: 7         160         160         160         160      100000               160    16000000   240799940     1362222      176.77           1
11/ 7/2018  1: 2: 1         160         160         160         160      100000               160    16000000   256799940     1462222     175.623           1
11/ 7/2018  2: 2: 7         170         170         170         170      100000               170    17000000   273799940     1562222     175.263           1
11/ 7/2018  2: 2:29         160         160         160         160      100000               160    16000000   289799940     1662222     174.345           1
11/ 7/2018 13: 2:58         200         200         200         200          34               200        6800   289806740     1662256     174.345           1
11/ 7/2018 17: 2: 7         170         170         170         170      100000               170    17000000   306806740     1762256     174.099           1
11/ 7/2018 33: 2:48         160         160         160         160      100000               160    16000000   322806740     1862256     173.342           1
11/ 7/2018 37: 2: 3         170         170         170         170      100000               170    17000000   339806740     1962256     173.171           1
11/ 7/2018 50: 2:13         160         160         150         150       15000           153.333     2300000   342106740     1977256     173.021           2
12/ 7/2018 13: 2: 5         160         170         160         170       10000           166.667     1666666   343773406     1987256     172.989           2
12/ 7/2018 17: 2:23         170         170         170         170      100000               170    17000000   360773406     2087256     172.846           1
12/ 7/2018 37: 2:47         160         160         160         160      100000               160    16000000   376773406     2187256     172.258           1
12/ 7/2018 37: 2:49         170         170         170         170      100000               170    17000000   393773406     2287256      172.16           1
12/ 7/2018 37: 2:50         160         160         160         160      100000               160    16000000   409773406     2387256      171.65           1
12/ 7/2018 37: 2:51         160         160         160         160      100000               160    16000000   425773406     2487256     171.182           1
12/ 7/2018 37: 2:52         170         170         170         170      100000               170    17000000   442773406     2587256     171.136           1
12/ 7/2018 37: 2:53         160         160         160         160      100000               160    16000000   458773406     2687256     170.722           1
12/ 7/2018 37: 2:54         160         160         160         160      100000               160    16000000   474773406     2787256     170.337           1
12/ 7/2018 37: 2:56         170         170         170         170      100000               170    17000000   491773406     2887256     170.326           1
12/ 7/2018 37: 2:57         160         160         160         160      100000               160    16000000   507773406     2987256      169.98           1
12/ 7/2018 37: 2:58         170         170         170         170      100000               170    17000000   524773406     3087256     169.981           1
12/ 7/2018 37: 2:59         170         170         170         170      100000               170    17000000   541773406     3187256     169.981           1
12/ 7/2018 38: 2: 0         160         160         160         160      100000               160    16000000   557773406     3287256     169.678           1
12/ 7/2018 38: 2: 2         170         170         170         170      100000               170    17000000   574773406     3387256     169.687           1
12/ 7/2018 38: 2: 4         160         160         160         160      100000               160    16000000   590773406     3487256     169.409           1
12/ 7/2018 38: 2: 5         170         170         170         170      100000               170    17000000   607773406     3587256     169.426           1
12/ 7/2018 38: 2:22         160         160         160         160      100000               160    16000000   623773406     3687256      169.17           1
12/ 7/2018 38: 2:23         170         170         170         170      100000               170    17000000   640773406     3787256     169.192           1
12/ 7/2018 38: 2:31         160         160         160         160      100000               160    16000000   656773406     3887256     168.956           1
12/ 7/2018 38: 2:32         170         170         170         170      100000               170    17000000   673773406     3987256     168.982           1
12/ 7/2018 38: 2:34         160         160         160         160      100000               160    16000000   689773406     4087256     168.762           1
12/ 7/2018 38: 2:35         170         170         170         170      100000               170    17000000   706773406     4187256     168.792           1
12/ 7/2018 38: 2:46         160         160         160         160      100000               160    16000000   722773406     4287256     168.586           1
12/ 7/2018 38: 2:47         170         170         170         170      100000               170    17000000   739773406     4387256     168.619           1
12/ 7/2018 39: 2: 1         160         160         160         160      100000               160    16000000   755773406     4487256     168.427           1
12/ 7/2018 39: 2: 3         170         170         170         170      100000               170    17000000   772773406     4587256     168.461           1
12/ 7/2018 40: 2:35         160         160         160         160      100000               160    16000000   788773406     4687256      168.28           1
12/ 7/2018 40: 2:36         170         170         170         170      100000               170    17000000   805773406     4787256     168.316           1
12/ 7/2018 40: 2:43         160         160         160         160      100000               160    16000000   821773406     4887256     168.146           1
12/ 7/2018 40: 2:45         170         170         170         170      100000               170    17000000   838773406     4987256     168.183           1
12/ 7/2018 41: 2: 4         160         160         160         160      100000               160    16000000   854773406     5087256     168.022           1
12/ 7/2018 41: 2: 5         170         170         170         170      100000               170    17000000   871773406     5187256     168.061           1
12/ 7/2018 41: 2:11         160         160         160         160      100000               160    16000000   887773406     5287256     167.908           1
12/ 7/2018 41: 2:12         160         160         160         160      100000               160    16000000   903773406     5387256     167.761           1
12/ 7/2018 41: 2:20         170         170         170         170      100000               170    17000000   920773406     5487256     167.802           1
12/ 7/2018 41: 2:23         160         160         160         160      100000               160    16000000   936773406     5587256     167.663           1
12/ 7/2018 41: 2:24         170         170         170         170      100000               170    17000000   953773406     5687256     167.704           1
12/ 7/2018 41: 2:25         160         160         160         160      100000               160    16000000   969773406     5787256     167.571           1
12/ 7/2018 41: 2:26         170         170         170         170      100000               170    17000000   986773406     5887256     167.612           1
12/ 7/2018 41: 2:27         160         160         160         160      100000               160    16000000  1002773406     5987256     167.485           1
12/ 7/2018 41: 2:28         160         160         160         160      100000               160    16000000  1018773406     6087256     167.362           1
12/ 7/2018 41: 2:29         160         160         160         160      100000               160    16000000  1034773406     6187256     167.243           1
12/ 7/2018 41: 2:30         160         160         160         160      100000               160    16000000  1050773406     6287256     167.128           1
12/ 7/2018 41: 2:31         170         170         170         170      100000               170    17000000  1067773406     6387256     167.172           1
12/ 7/2018 41: 2:32         170         170         170         170      100000               170    17000000  1084773406     6487256     167.216           1
12/ 7/2018 41: 2:33         160         160         160         160      100000               160    16000000  1100773406     6587256     167.107           1
12/ 7/2018 41: 2:35         170         170         170         170      100000               170    17000000  1117773406     6687256      167.15           1
12/ 7/2018 41: 2:36         160         160         160         160      100000               160    16000000  1133773406     6787256     167.044           1
12/ 7/2018 41: 2:37         170         170         170         170      100000               170    17000000  1150773406     6887256     167.087           1
12/ 7/2018 41: 2:38         160         160         160         160      100000               160    16000000  1166773406     6987256     166.986           1
12/ 7/2018 41: 2:39         170         170         170         170      100000               170    17000000  1183773406     7087256     167.028           1
12/ 7/2018 41: 2:42         160         160         160         160      100000               160    16000000  1199773406     7187256     166.931           1
12/ 7/2018 41: 2:43         170         170         170         170      100000               170    17000000  1216773406     7287256     166.973           1
12/ 7/2018 41: 2:45         160         160         160         160      100000               160    16000000  1232773406     7387256     166.878           1
12/ 7/2018 41: 2:46         170         170         170         170      100000               170    17000000  1249773406     7487256      166.92           1
12/ 7/2018 41: 2:47         160         160         160         160      100000               160    16000000  1265773406     7587256     166.829           1
12/ 7/2018 41: 2:50         170         170         170         170      100000               170    17000000  1282773406     7687256      166.87           1
12/ 7/2018 41: 2:51         160         160         160         160      100000               160    16000000  1298773406     7787256     166.782           1
12/ 7/2018 41: 2:52         160         160         160         160      100000               160    16000000  1314773406     7887256     166.696           1
12/ 7/2018 41: 2:56         170         170         170         170      100000               170    17000000  1331773406     7987256     166.737           1
12/ 7/2018 41: 2:57         170         170         170         170      100000               170    17000000  1348773406     8087256     166.778           1
12/ 7/2018 41: 2:58         170         170         170         170      100000               170    17000000  1365773406     8187256     166.817           1
12/ 7/2018 41: 2:59         170         170         170         170      100000               170    17000000  1382773406     8287256     166.855           1
12/ 7/2018 42: 2: 1         160         160         160         160      100000               160    16000000  1398773406     8387256     166.774           1
12/ 7/2018 42: 2: 3         170         170         170         170      100000               170    17000000  1415773406     8487256     166.812           1
12/ 7/2018 42: 2: 6         160         160         160         160      100000               160    16000000  1431773406     8587256     166.732           1
12/ 7/2018 42: 2: 7         170         170         170         170      100000               170    17000000  1448773406     8687256      166.77           1
12/ 7/2018 42: 2:11         160         160         160         160      100000               160    16000000  1464773406     8787256     166.693           1
12/ 7/2018 42: 2:12         170         170         170         170      100000               170    17000000  1481773406     8887256      166.73           1
