         Date              Open        High         Low       Close      Volume     Typical Price         V*P    Total VP     Total V        VWAP    Message Count
10/ 7/2018  0: 2: 1         200         200         200         200        1000               200      200000      200000        1000         200           1
10/ 7/2018  0: 2: 2          60          60          60          60         200                60       12000      212000        1200     176.667           1
10/ 7/2018  0: 2:30          60          60          60          60       49800                60     2988000     3200000       51000     62.7451           1
10/ 7/2018 12: 2:45          50          50          50          50        5600                50      280000     3480000       56600     61.4841           1
10/ 7/2018 15: 2:34          70          70          70          70       42800                70     2996000     6476000       99400     65.1509           1
10/ 7/2018 15: 2:35          60          60          60          60       42800                60     2568000     9044000      142200     63.6006           1
10/ 7/2018 45: 2:44          50          50          50          50       21368                50     1068400    10112400      163568     61.8238           1
10/ 7/2018 45: 2:55          50          50          50          50       50000                50     2500000    12612400      213568     59.0557           1
10/ 7/2018 49: 2:11          40          40          40          40          10                40         400    12612800      213578     59.0548           1
11/ 7/2018 30: 2:10          40          40          40          40        8000                40      320000    12932800      221578     58.3668           1
11/ 7/2018 44: 2:21          60          60          60          60       42015                60     2520900    15453700      263593     58.6271           1
11/ 7/2018 46: 2:18          50          50          50          50        5000                50      250000    15703700      268593     58.4665           1
12/ 7/2018 21: 2: 9          60          60          60          60        7986                60      479160    16182860      276579     58.5108           1
12/ 7/2018 31: 2:15          70          70          70          70       42014                70     2940980    19123840      318593     60.0259           1
12/ 7/2018 31: 2:30          60          60          60          60       42014                60     2520840    21644680      360607     60.0229           1
12/ 7/2018 40: 2:49          70          70          70          70       42014                70     2940980    24585660      402621      61.064           1
12/ 7/2018 41: 2:39          50          50          50          50        1000                50       50000    24635660      403621     61.0366           1
12/ 7/2018 41: 2:59          60          60          60          60       42014                60     2520840    27156500      445635     60.9389           1
12/ 7/2018 42: 2: 3          70          70          70          70       42014                70     2940980    30097480      487649     61.7196           1
12/ 7/2018 42: 2:58          60          60          60          60       42014                60     2520840    32618320      529663     61.5832           1
12/ 7/2018 45: 2:53          70          70          60          60       42014           63.3333     2660886    35279206      571677     61.7118           2
12/ 7/2018 45: 2:58          70          70          70          70       42014                70     2940980    38220186      613691     62.2792           1
12/ 7/2018 46: 2:34          60          60          60          60       42014                60     2520840    40741026      655705     62.1332           1
12/ 7/2018 47: 2:17          70          70          70          70       42014                70     2940980    43682006      697719     62.6069           1
12/ 7/2018 48: 2:23          60          60          60          60       42014                60     2520840    46202846      739733     62.4588           1
12/ 7/2018 48: 2:43          70          70          70          70       42014                70     2940980    49143826      781747     62.8641           1
12/ 7/2018 49: 2: 1          60          60          60          60       42014                60     2520840    51664666      823761      62.718           1
12/ 7/2018 49: 2: 5          70          70          70          70       42014                70     2940980    54605646      865775     63.0714           1
12/ 7/2018 49: 2:22          60          60          60          60       42014                60     2520840    57126486      907789     62.9293           1
12/ 7/2018 50: 2:11          70          70          70          70       42014                70     2940980    60067466      949803      63.242           1
12/ 7/2018 50: 2:19          60          60          60          60       42014                60     2520840    62588306      991817     63.1047           1
14/ 7/2018  0: 2:21          60          60          60          60       50000                60     3000000    65588306     1041817     62.9557           1
14/ 7/2018 23: 2:15          50          50          50          50        6539                50      326950    65915256     1048356     62.8749           1
14/ 7/2018 24: 2: 6          70          70          70          70       50000                70     3500000    69415256     1098356     63.1992           1
14/ 7/2018 25: 2:58          60          60          60          60       50000                60     3000000    72415256     1148356     63.0599           1
14/ 7/2018 26: 2: 0          70          70          70          70       50000                70     3500000    75915256     1198356     63.3495           1
14/ 7/2018 27: 2:38          60          60          60          60       50000                60     3000000    78915256     1248356     63.2153           1
14/ 7/2018 27: 2:48          70          70          70          70       50000                70     3500000    82415256     1298356     63.4766           1
14/ 7/2018 28: 2:26          60          60          60          60       50000                60     3000000    85415256     1348356     63.3477           1
14/ 7/2018 29: 2:26          70          70          70          70       50000                70     3500000    88915256     1398356     63.5856           1
14/ 7/2018 39: 2:28          60          60          60          60       50000                60     3000000    91915256     1448356     63.4618           1
