         Date              Open        High         Low       Close      Volume    Typical Price         V*P    Total VP     Total V            VWAP
 2/ 7/2018 10: 0:33         300         300         300         300       10000              300     3000000     3000000       10000              300
 2/ 7/2018 10: 0:34         130         130         130         130       50000              130     6500000     9500000       60000          158.333
 2/ 7/2018 11: 6: 2         120         120         120         120       50000              120     6000000    15500000      110000          140.909
 2/ 7/2018 11:13:28         110         110         110         110       50000              110     5500000    21000000      160000           131.25
 2/ 7/2018 11:14: 8         120         120         120         120       50000              120     6000000    27000000      210000          128.571
 2/ 7/2018 11:14:15         110         110         110         110       50000              110     5500000    32500000      260000              125
 2/ 7/2018 11:14:17         120         120         120         120       50000              120     6000000    38500000      310000          124.194
 2/ 7/2018 11:17: 5         110         110         110         110       50000              110     5500000    44000000      360000          122.222
 2/ 7/2018 11:18:14         120         120         120         120       50000              120     6000000    50000000      410000          121.951
 2/ 7/2018 11:18:18         110         120         110         120       50000          116.667     5833333    55833333      460000          121.377
 2/ 7/2018 11:18:23         110         110         110         110       50000              110     5500000    61333333      510000          120.261
 2/ 7/2018 11:19: 2         120         120         120         120       50000              120     6000000    67333333      560000          120.238
 2/ 7/2018 11:19:12         110         110         110         110       50000              110     5500000    72833333      610000          119.399
 2/ 7/2018 11:19:19         120         120         120         120       50000              120     6000000    78833333      660000          119.444
 2/ 7/2018 11:19:21         110         110         110         110       50000              110     5500000    84333333      710000          118.779
 2/ 7/2018 11:19:54         120         120         120         120       50000              120     6000000    90333333      760000           118.86
 2/ 7/2018 11:21:39         110         110         110         110       50000              110     5500000    95833333      810000          118.313
 2/ 7/2018 11:21:43         120         120         120         120       50000              120     6000000   101833333      860000          118.411
 2/ 7/2018 11:21:45         110         110         110         110       50000              110     5500000   107333333      910000          117.949
 2/ 7/2018 11:22:24         120         120         120         120       50000              120     6000000   113333333      960000          118.056
 2/ 7/2018 11:22:29         110         110         110         110       50000              110     5500000   118833333     1010000          117.657
 2/ 7/2018 11:22:30         120         120         120         120       50000              120     6000000   124833333     1060000          117.767
 2/ 7/2018 11:22:34         110         110         110         110       50000              110     5500000   130333333     1110000          117.417
 2/ 7/2018 11:22:46         120         120         120         120       50000              120     6000000   136333333     1160000          117.529
 2/ 7/2018 12:20:41         110         110         110         110       50000              110     5500000   141833333     1210000          117.218
 2/ 7/2018 12:22: 1         120         120         120         120       50000              120     6000000   147833333     1260000          117.328
 2/ 7/2018 12:22: 2         110         110         110         110       50000              110     5500000   153333333     1310000          117.048
 2/ 7/2018 12:22: 7         120         120         120         120       50000              120     6000000   159333333     1360000          117.157
 2/ 7/2018 12:22: 9         110         110         110         110       50000              110     5500000   164833333     1410000          116.903
 2/ 7/2018 12:22:40         120         120         120         120       50000              120     6000000   170833333     1460000          117.009
 2/ 7/2018 12:22:43         110         110         110         110       50000              110     5500000   176333333     1510000          116.777
 2/ 7/2018 12:23:23         120         120         120         120       50000              120     6000000   182333333     1560000           116.88
 2/ 7/2018 12:23:54         110         110         110         110       50000              110     5500000   187833333     1610000          116.667
 2/ 7/2018 12:57: 4         120         120         120         120       50000              120     6000000   193833333     1660000          116.767
 2/ 7/2018 12:57:13         110         110         110         110       50000              110     5500000   199333333     1710000          116.569
 2/ 7/2018 12:57:18         120         120         120         120       50000              120     6000000   205333333     1760000          116.667
 2/ 7/2018 14: 0:26         120         120         120         120       50000              120     6000000   211333333     1810000          116.759
 2/ 7/2018 14: 3: 2         110         120         110         120       50000          116.667     5833333   217166666     1860000          116.756
 2/ 7/2018 14: 3:48         110         110         110         110       50000              110     5500000   222666666     1910000          116.579
 2/ 7/2018 14: 3:51         120         120         120         120       50000              120     6000000   228666666     1960000          116.667
 2/ 7/2018 14: 4: 0         140         140         140         140        1594              140      223160   228889826     1961594          116.686
 2/ 7/2018 14: 8:50         110         110         110         110       50000              110     5500000   234389826     2011594          116.519
 2/ 7/2018 14: 9: 0         120         120         120         120       50000              120     6000000   240389826     2061594          116.604
 2/ 7/2018 14:11: 1         110         110         110         110       50000              110     5500000   245889826     2111594          116.447
 2/ 7/2018 15:55:10         120         120         120         120       50000              120     6000000   251889826     2161594           116.53
 2/ 7/2018 17: 0: 6         110         110         110         110       50000              110     5500000   257389826     2211594          116.382
 2/ 7/2018 17: 0:18         120         120         120         120       50000              120     6000000   263389826     2261594          116.462
 2/ 7/2018 17: 0:38         110         110         110         110       50000              110     5500000   268889826     2311594          116.322
 2/ 7/2018 17: 1:21         120         120         120         120       50000              120     6000000   274889826     2361594            116.4
 2/ 7/2018 17: 1:37         110         110         110         110       50000              110     5500000   280389826     2411594          116.267
 2/ 7/2018 17: 1:38         120         120         120         120       50000              120     6000000   286389826     2461594          116.343
 2/ 7/2018 17: 9:29         110         110         110         110       50000              110     5500000   291889826     2511594          116.217
 2/ 7/2018 17:37:14         110         110         110         110       50000              110     5500000   297389826     2561594          116.096
 2/ 7/2018 17:57:34         120         120         120         120       50000              120     6000000   303389826     2611594           116.17
 2/ 7/2018 17:57:48         110         110         110         110       50000              110     5500000   308889826     2661594          116.054
 2/ 7/2018 17:57:51         120         120         120         120       50000              120     6000000   314889826     2711594          116.127
 2/ 7/2018 17:58:14         110         110         110         110       50000              110     5500000   320389826     2761594          116.016
