         Date              Open        High         Low       Close      Volume    Typical Price         V*P    Total VP     Total V            VWAP
 2/ 7/2018 10: 0:34         200         200         200         200       50000              200    10000000    10000000       50000              200
 2/ 7/2018 10:17:37         210         210         210         210       50000              210    10500000    20500000      100000              205
 2/ 7/2018 10:18:58         200         200         200         200       50000              200    10000000    30500000      150000          203.333
 2/ 7/2018 10:19: 9         210         210         210         210       50000              210    10500000    41000000      200000              205
 2/ 7/2018 10:19:10         200         200         200         200       50000              200    10000000    51000000      250000              204
 2/ 7/2018 10:19:13         210         210         210         210       50000              210    10500000    61500000      300000              205
 2/ 7/2018 10:19:18         200         200         200         200       50000              200    10000000    71500000      350000          204.286
 2/ 7/2018 10:19:22         210         210         210         210       50000              210    10500000    82000000      400000              205
 2/ 7/2018 10:19:37         200         210         200         210       50000          206.667    10333333    92333333      450000          205.185
 2/ 7/2018 10:19:38         200         210         200         210       50000          206.667    10333333   102666666      500000          205.333
 2/ 7/2018 10:19:42         200         200         200         200       50000              200    10000000   112666666      550000          204.848
 2/ 7/2018 10:20: 4         210         210         210         210       50000              210    10500000   123166666      600000          205.278
 2/ 7/2018 10:20: 5         200         200         200         200       50000              200    10000000   133166666      650000          204.872
 2/ 7/2018 10:20: 6         210         210         210         210       50000              210    10500000   143666666      700000          205.238
 2/ 7/2018 10:20:28         200         200         200         200       50000              200    10000000   153666666      750000          204.889
 2/ 7/2018 12:13: 9         190         190         190         190       50000              190     9500000   163166666      800000          203.958
 2/ 7/2018 14: 0:25         190         190         190         190       50000              190     9500000   172666666      850000          203.137
 2/ 7/2018 15:55:54         200         200         200         200       50000              200    10000000   182666666      900000          202.963
 2/ 7/2018 15:56:32         190         190         190         190       50000              190     9500000   192166666      950000          202.281
 2/ 7/2018 16: 6: 6         200         200         200         200       50000              200    10000000   202166666     1000000          202.167
 2/ 7/2018 17:11:37         190         190         190         190       50000              190     9500000   211666666     1050000          201.587
 2/ 7/2018 17:20:28         200         200         190         190       50000          193.333     9666666   221333332     1100000          201.212
 2/ 7/2018 17:31:29         200         200         200         200       50000              200    10000000   231333332     1150000          201.159
 2/ 7/2018 17:38:58         190         190         190         190       50000              190     9500000   240833332     1200000          200.694
 2/ 7/2018 17:48:29         200         200         190         190       50000          193.333     9666666   250499998     1250000            200.4
 2/ 7/2018 17:49: 9         200         200         200         200       50000              200    10000000   260499998     1300000          200.385
