         Date              Open        High         Low       Close      Volume    Typical Price         V*P    Total VP     Total V            VWAP
 2/ 7/2018 10: 0: 3         120         120         120         120       10000              120     1200000     1200000       10000              120
 2/ 7/2018 10: 1: 0         110         110         110         110       10000              110     1100000     2300000       20000              115
 2/ 7/2018 10: 2:53         120         120         120         120       10000              120     1200000     3500000       30000          116.667
 2/ 7/2018 10: 2:55         110         110         110         110       10000              110     1100000     4600000       40000              115
 2/ 7/2018 10: 5:18         120         120         120         120       10000              120     1200000     5800000       50000              116
 2/ 7/2018 10: 5:22         110         110         110         110       10000              110     1100000     6900000       60000              115
 2/ 7/2018 10: 5:23         120         120         120         120       10000              120     1200000     8100000       70000          115.714
 2/ 7/2018 10: 5:30         110         110         110         110       10000              110     1100000     9200000       80000              115
 2/ 7/2018 10:17:52         120         120         120         120       10000              120     1200000    10400000       90000          115.556
 2/ 7/2018 10:18:53         110         110         110         110       10000              110     1100000    11500000      100000              115
 2/ 7/2018 10:19:28         120         120         120         120       10000              120     1200000    12700000      110000          115.455
 2/ 7/2018 10:19:36         110         110         110         110       10000              110     1100000    13800000      120000              115
 2/ 7/2018 10:28:14         110         110         110         110       10000              110     1100000    14900000      130000          114.615
 2/ 7/2018 12:11:22         100         100         100         100       10000              100     1000000    15900000      140000          113.571
 2/ 7/2018 12:11:25         110         110         110         110       10000              110     1100000    17000000      150000          113.333
 2/ 7/2018 12:11:27         100         100         100         100       10000              100     1000000    18000000      160000            112.5
 2/ 7/2018 12:11:41         110         110         110         110       10000              110     1100000    19100000      170000          112.353
 2/ 7/2018 12:11:50         100         100         100         100       10000              100     1000000    20100000      180000          111.667
 2/ 7/2018 12:14:26         110         110         110         110       10000              110     1100000    21200000      190000          111.579
 2/ 7/2018 12:15:10         100         100         100         100       10000              100     1000000    22200000      200000              111
 2/ 7/2018 12:15:11         110         110         110         110       10000              110     1100000    23300000      210000          110.952
 2/ 7/2018 12:15:44         100         100         100         100       10000              100     1000000    24300000      220000          110.455
 2/ 7/2018 12:16: 1         110         110         110         110       10000              110     1100000    25400000      230000          110.435
 2/ 7/2018 12:16:22         100         100         100         100       10000              100     1000000    26400000      240000              110
 2/ 7/2018 12:16:23         110         110         110         110       10000              110     1100000    27500000      250000              110
 2/ 7/2018 12:16:45         100         100         100         100       10000              100     1000000    28500000      260000          109.615
 2/ 7/2018 14: 0: 1         100         100         100         100       10000              100     1000000    29500000      270000          109.259
 2/ 7/2018 14:37:10          90          90          90          90       10000               90      900000    30400000      280000          108.571
 2/ 7/2018 14:37:19         100         100         100         100       10000              100     1000000    31400000      290000          108.276
 2/ 7/2018 14:37:23          90          90          90          90       10000               90      900000    32300000      300000          107.667
 2/ 7/2018 14:37:44         100         100         100         100       10000              100     1000000    33300000      310000          107.419
 2/ 7/2018 14:37:56          90          90          90          90       10000               90      900000    34200000      320000          106.875
 2/ 7/2018 14:37:58         100         100         100         100       10000              100     1000000    35200000      330000          106.667
 2/ 7/2018 14:38:30          90          90          90          90       10000               90      900000    36100000      340000          106.176
 2/ 7/2018 14:38:31         100         100         100         100       10000              100     1000000    37100000      350000              106
 2/ 7/2018 16:22:26         110         110         110         110       10000              110     1100000    38200000      360000          106.111
 2/ 7/2018 16:40:33         100         100         100         100       10000              100     1000000    39200000      370000          105.946
 2/ 7/2018 16:40:34         110         110         110         110       10000              110     1100000    40300000      380000          106.053
 2/ 7/2018 16:40:46         100         100         100         100       10000              100     1000000    41300000      390000          105.897
 2/ 7/2018 16:40:56         110         110         110         110       10000              110     1100000    42400000      400000              106
 2/ 7/2018 16:41:30         100         100         100         100       10000              100     1000000    43400000      410000          105.854
 2/ 7/2018 16:42:34         110         110         110         110       10000              110     1100000    44500000      420000          105.952
 2/ 7/2018 17:13:27         100         100         100         100       10000              100     1000000    45500000      430000          105.814
 2/ 7/2018 17:13:34         110         110         110         110       10000              110     1100000    46600000      440000          105.909
 2/ 7/2018 17:13:41         100         100         100         100       10000              100     1000000    47600000      450000          105.778
 2/ 7/2018 17:13:49         110         110         110         110       10000              110     1100000    48700000      460000           105.87
 2/ 7/2018 17:13:56         100         100         100         100       10000              100     1000000    49700000      470000          105.745
 2/ 7/2018 17:14: 4         110         110         110         110       10000              110     1100000    50800000      480000          105.833
 2/ 7/2018 17:14:34         100         100         100         100       10000              100     1000000    51800000      490000          105.714
 2/ 7/2018 17:14:37         110         110         110         110       10000              110     1100000    52900000      500000            105.8
 2/ 7/2018 17:30:22         100         100         100         100       10000              100     1000000    53900000      510000          105.686
 2/ 7/2018 17:30:49         110         110         110         110       10000              110     1100000    55000000      520000          105.769
 2/ 7/2018 17:35: 7         100         100         100         100       10000              100     1000000    56000000      530000           105.66
 2/ 7/2018 17:35:19         110         110         110         110       10000              110     1100000    57100000      540000          105.741
 2/ 7/2018 17:35:50         100         100         100         100       10000              100     1000000    58100000      550000          105.636
 2/ 7/2018 17:57:47         110         110         110         110       10000              110     1100000    59200000      560000          105.714
 2/ 7/2018 17:58:50         100         100         100         100       10000              100     1000000    60200000      570000          105.614
