         Date              Open        High         Low       Close      Volume     Typical Price         V*P    Total VP     Total V        VWAP    Message Count
10/ 7/2018  0: 2:24         530         530         530         530      100000               530    53000000    53000000      100000         530           1
10/ 7/2018 55: 2: 0         540         540         540         540      100000               540    54000000   107000000      200000         535           1
10/ 7/2018 55: 2: 6         530         530         530         530      100000               530    53000000   160000000      300000     533.333           1
10/ 7/2018 55: 2:48         540         540         540         540      100000               540    54000000   214000000      400000         535           1
10/ 7/2018 55: 2:57         530         530         530         530      100000               530    53000000   267000000      500000         534           1
10/ 7/2018 55: 2:59         540         540         530         530      100000           533.333    53333333   320333333      600000     533.889           2
10/ 7/2018 56: 2: 0         540         540         540         540      100000               540    54000000   374333333      700000     534.762           1
10/ 7/2018 56: 2: 7         530         530         530         530      100000               530    53000000   427333333      800000     534.167           1
10/ 7/2018 56: 2: 8         540         540         540         540      100000               540    54000000   481333333      900000     534.815           1
10/ 7/2018 56: 2:14         530         530         530         530      100000               530    53000000   534333333     1000000     534.333           1
10/ 7/2018 56: 2:16         540         540         540         540      100000               540    54000000   588333333     1100000     534.848           1
10/ 7/2018 56: 2:19         530         530         530         530      100000               530    53000000   641333333     1200000     534.444           1
10/ 7/2018 56: 2:20         540         540         540         540      100000               540    54000000   695333333     1300000     534.872           1
10/ 7/2018 56: 2:23         530         530         530         530      100000               530    53000000   748333333     1400000     534.524           1
10/ 7/2018 56: 2:24         540         540         540         540      100000               540    54000000   802333333     1500000     534.889           1
10/ 7/2018 57: 2: 5         530         530         530         530      100000               530    53000000   855333333     1600000     534.583           1
10/ 7/2018 57: 2: 7         540         540         540         540      100000               540    54000000   909333333     1700000     534.902           1
10/ 7/2018 57: 2:13         530         530         530         530      100000               530    53000000   962333333     1800000      534.63           1
10/ 7/2018 57: 2:15         540         540         540         540      100000               540    54000000  1016333333     1900000     534.912           1
10/ 7/2018 57: 2:29         530         530         530         530      100000               530    53000000  1069333333     2000000     534.667           1
10/ 7/2018 57: 2:30         540         540         540         540      100000               540    54000000  1123333333     2100000     534.921           1
10/ 7/2018 57: 2:31         530         530         530         530      100000               530    53000000  1176333333     2200000     534.697           1
10/ 7/2018 57: 2:32         540         540         540         540      100000               540    54000000  1230333333     2300000     534.928           1
10/ 7/2018 57: 2:36         530         530         530         530      100000               530    53000000  1283333333     2400000     534.722           1
10/ 7/2018 57: 2:38         540         540         540         540      100000               540    54000000  1337333333     2500000     534.933           1
10/ 7/2018 58: 2: 3         530         540         530         540      100000           536.667    53666666  1390999999     2600000         535           2
10/ 7/2018 58: 2:10         530         530         530         530      100000               530    53000000  1443999999     2700000     534.815           1
10/ 7/2018 58: 2:11         540         540         540         540      100000               540    54000000  1497999999     2800000         535           1
10/ 7/2018 58: 2:20         530         530         530         530      100000               530    53000000  1550999999     2900000     534.828           1
10/ 7/2018 58: 2:25         540         540         540         540      100000               540    54000000  1604999999     3000000         535           1
10/ 7/2018 58: 2:30         530         530         530         530      100000               530    53000000  1657999999     3100000     534.839           1
10/ 7/2018 58: 2:42         540         540         540         540      100000               540    54000000  1711999999     3200000         535           1
10/ 7/2018 59: 2:19         530         530         530         530      100000               530    53000000  1764999999     3300000     534.848           1
10/ 7/2018 59: 2:20         540         540         540         540      100000               540    54000000  1818999999     3400000         535           1
10/ 7/2018 59: 2:25         530         530         530         530      100000               530    53000000  1871999999     3500000     534.857           1
10/ 7/2018 59: 2:26         540         540         540         540      100000               540    54000000  1925999999     3600000         535           1
10/ 7/2018 59: 2:50         530         530         530         530      100000               530    53000000  1978999999     3700000     534.865           1
10/ 7/2018 59: 2:51         540         540         540         540      100000               540    54000000  2032999999     3800000         535           1
11/ 7/2018  0: 2: 8         530         530         530         530      100000               530    53000000  2085999999     3900000     534.872           1
14/ 7/2018  0: 2:31         530         530         530         530      100000               530    53000000  2138999999     4000000      534.75           1
15/ 7/2018 23: 2:21         520         520         520         520      100000               520    52000000  2190999999     4100000      534.39           1
15/ 7/2018 23: 2:22         530         530         530         530      100000               530    53000000  2243999999     4200000     534.286           1
15/ 7/2018 23: 2:30         520         520         520         520      100000               520    52000000  2295999999     4300000     533.953           1
15/ 7/2018 23: 2:31         530         530         530         530      100000               530    53000000  2348999999     4400000     533.864           1
15/ 7/2018 23: 2:46         520         520         520         520      100000               520    52000000  2400999999     4500000     533.556           1
15/ 7/2018 23: 2:47         530         530         530         530      100000               530    53000000  2453999999     4600000     533.478           1
15/ 7/2018 23: 2:48         520         520         520         520      100000               520    52000000  2505999999     4700000     533.191           1
15/ 7/2018 23: 2:50         530         530         520         520      100000           523.333    52333333  2558333332     4800000     532.986           2
15/ 7/2018 23: 2:51         530         530         530         530      100000               530    53000000  2611333332     4900000     532.925           1
15/ 7/2018 49: 2:40         520         520         520         520      100000               520    52000000  2663333332     5000000     532.667           1
15/ 7/2018 49: 2:47         530         530         530         530      100000               530    53000000  2716333332     5100000     532.614           1
15/ 7/2018 50: 2:15         520         520         520         520      100000               520    52000000  2768333332     5200000     532.372           1
15/ 7/2018 50: 2:16         530         530         530         530      100000               530    53000000  2821333332     5300000     532.327           1
15/ 7/2018 50: 2:29         520         520         520         520      100000               520    52000000  2873333332     5400000     532.099           1
15/ 7/2018 52: 2:18         530         530         530         530      100000               530    53000000  2926333332     5500000     532.061           1
15/ 7/2018 52: 2:19         520         520         520         520      100000               520    52000000  2978333332     5600000     531.845           1
15/ 7/2018 52: 2:20         530         530         530         530      100000               530    53000000  3031333332     5700000     531.813           1
15/ 7/2018 52: 2:21         520         520         520         520      100000               520    52000000  3083333332     5800000     531.609           1
15/ 7/2018 52: 2:22         530         530         530         530      100000               530    53000000  3136333332     5900000     531.582           1
15/ 7/2018 52: 2:23         520         520         520         520      100000               520    52000000  3188333332     6000000     531.389           1
15/ 7/2018 52: 2:26         530         530         530         530      100000               530    53000000  3241333332     6100000     531.366           1
16/ 7/2018  7: 2:56         540         540         540         540      100000               540    54000000  3295333332     6200000     531.505           1
16/ 7/2018  7: 2:57         530         530         530         530      100000               530    53000000  3348333332     6300000     531.481           1
16/ 7/2018  7: 2:58         540         540         540         540      100000               540    54000000  3402333332     6400000     531.615           1
16/ 7/2018  7: 2:59         530         530         530         530      100000               530    53000000  3455333332     6500000      531.59           1
16/ 7/2018  9: 2:43         540         540         540         540      100000               540    54000000  3509333332     6600000     531.717           1
16/ 7/2018  9: 2:44         530         530         530         530      100000               530    53000000  3562333332     6700000     531.692           1
16/ 7/2018 10: 2:14         540         540         540         540      100000               540    54000000  3616333332     6800000     531.814           1
16/ 7/2018 10: 2:15         530         530         530         530      100000               530    53000000  3669333332     6900000     531.787           1
16/ 7/2018 10: 2:19         540         540         540         540      100000               540    54000000  3723333332     7000000     531.905           1
16/ 7/2018 16: 2:40         530         530         530         530      100000               530    53000000  3776333332     7100000     531.878           1
16/ 7/2018 16: 2:49         540         540         540         540      100000               540    54000000  3830333332     7200000     531.991           1
