         Date              Open        High         Low       Close      Volume    Typical Price         V*P    Total VP     Total V            VWAP
 2/ 7/2018 10: 0: 0         310         310         260         300       20000              290     5800000     5800000       20000              290
 2/ 7/2018 10: 0: 3         400         400         400         400      100000              400    40000000    45800000      120000          381.667
 2/ 7/2018 10: 0:13         390         390         390         390      100000              390    39000000    84800000      220000          385.455
 2/ 7/2018 10: 0:34         380         380         380         380        2500              380      950000    85750000      222500          385.393
 2/ 7/2018 10: 0:54         370         370         370         370        2500              370      925000    86675000      225000          385.222
 2/ 7/2018 10: 1:13         380         380         380         380       97500              380    37050000   123725000      322500          383.643
 2/ 7/2018 10: 1:29         390         390         390         390      100000              390    39000000   162725000      422500          385.148
 2/ 7/2018 10: 1:32         380         380         380         380      100000              380    38000000   200725000      522500          384.163
 2/ 7/2018 10: 2:33         340         340         340         340       20000              340     6800000   207525000      542500          382.535
 2/ 7/2018 10: 3:32         370         370         370         370       97500              370    36075000   243600000      640000          380.625
 2/ 7/2018 10: 3:38         380         380         380         380      100000              380    38000000   281600000      740000          380.541
 2/ 7/2018 10: 4:18         360         360         360         360       20000              360     7200000   288800000      760000              380
 2/ 7/2018 10: 5: 1         370         370         370         370        1000              370      370000   289170000      761000          379.987
 2/ 7/2018 10: 5:25         370         370         370         370       99000              370    36630000   325800000      860000          378.837
 2/ 7/2018 10: 6: 1         380         380         380         380      100000              380    38000000   363800000      960000          378.958
 2/ 7/2018 10: 6: 8         360         360         360         360        2500              360      900000   364700000      962500          378.909
 2/ 7/2018 10: 6:11         370         370         370         370      100000              370    37000000   401700000     1062500          378.071
 2/ 7/2018 10: 6:15         380         380         380         380      100000              380    38000000   439700000     1162500          378.237
 2/ 7/2018 10: 6:16         380         380         380         380      100000              380    38000000   477700000     1262500          378.376
 2/ 7/2018 10: 6:18         370         370         370         370      100000              370    37000000   514700000     1362500          377.761
 2/ 7/2018 10: 6:24         380         380         380         380      100000              380    38000000   552700000     1462500          377.915
 2/ 7/2018 10: 6:30         370         370         370         370      100000              370    37000000   589700000     1562500          377.408
 2/ 7/2018 10: 6:31         380         380         380         380      100000              380    38000000   627700000     1662500          377.564
 2/ 7/2018 10: 6:44         350         350         350         350        2500              350      875000   628575000     1665000          377.523
 2/ 7/2018 10: 7:41         370         370         360         360        1388          363.333      504306   629079306     1666388          377.511
 2/ 7/2018 10: 9:53         390         390         390         390      100000              390    39000000   668079306     1766388          378.218
 2/ 7/2018 10:10:11         370         370         370         370        1000              370      370000   668449306     1767388          378.213
 2/ 7/2018 10:10:30         400         400         400         400      100000              400    40000000   708449306     1867388           379.38
 2/ 7/2018 10:10:31         390         390         390         390      100000              390    39000000   747449306     1967388           379.92
 2/ 7/2018 10:10:34         380         380         380         380        5000              380     1900000   749349306     1972388           379.92
 2/ 7/2018 10:10:37         380         380         380         380        2500              380      950000   750299306     1974888           379.92
 2/ 7/2018 10:10:55         400         400         400         400      100000              400    40000000   790299306     2074888          380.888
 2/ 7/2018 10:10:56         400         400         400         400      100000              400    40000000   830299306     2174888          381.766
 2/ 7/2018 10:10:57         400         400         400         400      100000              400    40000000   870299306     2274888          382.568
 2/ 7/2018 10:10:58         390         390         390         390      100000              390    39000000   909299306     2374888          382.881
 2/ 7/2018 10:10:59         400         400         400         400      100000              400    40000000   949299306     2474888          383.573
 2/ 7/2018 10:11: 0         390         390         390         390      100000              390    39000000   988299306     2574888          383.822
 2/ 7/2018 10:11: 2         400         400         400         400      100000              400    40000000  1028299306     2674888          384.427
 2/ 7/2018 10:11: 8         390         390         390         390      100000              390    39000000  1067299306     2774888          384.628
 2/ 7/2018 10:11: 9         400         400         400         400      100000              400    40000000  1107299306     2874888          385.163
 2/ 7/2018 10:11:12         320         320         320         320       20000              320     6400000  1113699306     2894888          384.712
 2/ 7/2018 10:11:16         390         390         390         390      100000              390    39000000  1152699306     2994888          384.889
 2/ 7/2018 10:11:17         400         400         400         400      100000              400    40000000  1192699306     3094888          385.377
 2/ 7/2018 10:12:35         390         390         390         390      100000              390    39000000  1231699306     3194888          385.522
 2/ 7/2018 10:13:31         370         370         370         370       15000              370     5550000  1237249306     3209888          385.449
 2/ 7/2018 10:16: 5         380         380         380         380       92500              380    35150000  1272399306     3302388          385.297
 2/ 7/2018 10:19:19         370         370         370         370       81500              370    30155000  1302554306     3383888          384.928
 2/ 7/2018 10:19:41         380         380         380         380      100000              380    38000000  1340554306     3483888          384.787
 2/ 7/2018 10:19:58         370         370         370         370        3000              370     1110000  1341664306     3486888          384.774
 2/ 7/2018 10:20:11         370         370         370         370        5000              370     1850000  1343514306     3491888          384.753
 2/ 7/2018 10:20:20         390         390         390         390      100000              390    39000000  1382514306     3591888          384.899
 2/ 7/2018 10:20:29         380         380         380         380      100000              380    38000000  1420514306     3691888          384.766
