         Date              Open        High         Low       Close      Volume     Typical Price         V*P    Total VP     Total V        VWAP    Message Count
10/ 7/2018  0: 2: 3         830         830         830         830      100000               830    83000000    83000000      100000         830           1
10/ 7/2018  2: 2:40         840         840         840         840      100000               840    84000000   167000000      200000         835           1
10/ 7/2018 14: 2:14         850         850         850         850      100000               850    85000000   252000000      300000         840           1
10/ 7/2018 17: 2:28         840         840         840         840      100000               840    84000000   336000000      400000         840           1
10/ 7/2018 19: 2:22         850         850         850         850      100000               850    85000000   421000000      500000         842           1
10/ 7/2018 27: 2:54         850         850         850         850      100000               850    85000000   506000000      600000     843.333           1
10/ 7/2018 31: 2:39         840         840         840         840      100000               840    84000000   590000000      700000     842.857           1
10/ 7/2018 32: 2:26         850         850         850         850      100000               850    85000000   675000000      800000      843.75           1
10/ 7/2018 41: 2:34         840         840         840         840      100000               840    84000000   759000000      900000     843.333           1
10/ 7/2018 49: 2:50         850         850         850         850      100000               850    85000000   844000000     1000000         844           1
10/ 7/2018 56: 2:39         860         860         860         860      100000               860    86000000   930000000     1100000     845.455           1
11/ 7/2018  0: 2: 9         850         850         850         850      100000               850    85000000  1015000000     1200000     845.833           1
11/ 7/2018 15: 2: 7         840         840         840         840      100000               840    84000000  1099000000     1300000     845.385           1
11/ 7/2018 19: 2:15         830         830         830         830      100000               830    83000000  1182000000     1400000     844.286           1
11/ 7/2018 25: 2:46         840         840         840         840      100000               840    84000000  1266000000     1500000         844           1
11/ 7/2018 30: 2:42         830         830         830         830      100000               830    83000000  1349000000     1600000     843.125           1
11/ 7/2018 33: 2:28         840         840         840         840      100000               840    84000000  1433000000     1700000     842.941           1
11/ 7/2018 53: 2: 1         850         850         850         850      100000               850    85000000  1518000000     1800000     843.333           1
11/ 7/2018 53: 2: 2         840         840         840         840      100000               840    84000000  1602000000     1900000     843.158           1
11/ 7/2018 53: 2: 3         850         850         850         850      100000               850    85000000  1687000000     2000000       843.5           1
11/ 7/2018 53: 2: 4         840         840         840         840      100000               840    84000000  1771000000     2100000     843.333           1
11/ 7/2018 53: 2:15         850         850         850         850      100000               850    85000000  1856000000     2200000     843.636           1
11/ 7/2018 53: 2:20         840         840         840         840      100000               840    84000000  1940000000     2300000     843.478           1
11/ 7/2018 53: 2:21         840         840         840         840      100000               840    84000000  2024000000     2400000     843.333           1
11/ 7/2018 53: 2:30         850         850         850         850      100000               850    85000000  2109000000     2500000       843.6           1
11/ 7/2018 53: 2:31         840         840         840         840      100000               840    84000000  2193000000     2600000     843.462           1
11/ 7/2018 53: 2:34         850         850         850         850      100000               850    85000000  2278000000     2700000     843.704           1
11/ 7/2018 53: 2:35         840         840         840         840      100000               840    84000000  2362000000     2800000     843.571           1
11/ 7/2018 53: 2:45         850         850         850         850      100000               850    85000000  2447000000     2900000     843.793           1
11/ 7/2018 53: 2:46         840         840         840         840      100000               840    84000000  2531000000     3000000     843.667           1
11/ 7/2018 53: 2:47         840         840         840         840      100000               840    84000000  2615000000     3100000     843.548           1
11/ 7/2018 54: 2:46         850         850         850         850      100000               850    85000000  2700000000     3200000      843.75           1
11/ 7/2018 54: 2:47         840         840         840         840      100000               840    84000000  2784000000     3300000     843.636           1
11/ 7/2018 55: 2: 3         850         850         850         850      100000               850    85000000  2869000000     3400000     843.824           1
11/ 7/2018 55: 2: 4         840         840         840         840      100000               840    84000000  2953000000     3500000     843.714           1
11/ 7/2018 55: 2: 8         850         850         850         850      100000               850    85000000  3038000000     3600000     843.889           1
11/ 7/2018 55: 2:10         840         840         840         840      100000               840    84000000  3122000000     3700000     843.784           1
11/ 7/2018 55: 2:11         850         850         850         850      100000               850    85000000  3207000000     3800000     843.947           1
11/ 7/2018 55: 2:12         840         840         840         840      100000               840    84000000  3291000000     3900000     843.846           1
11/ 7/2018 55: 2:15         850         850         850         850      100000               850    85000000  3376000000     4000000         844           1
11/ 7/2018 55: 2:16         840         840         840         840      100000               840    84000000  3460000000     4100000     843.902           1
11/ 7/2018 55: 2:18         850         850         850         850      100000               850    85000000  3545000000     4200000     844.048           1
11/ 7/2018 55: 2:19         840         840         840         840      100000               840    84000000  3629000000     4300000     843.953           1
11/ 7/2018 55: 2:20         850         850         850         850      100000               850    85000000  3714000000     4400000     844.091           1
11/ 7/2018 55: 2:30         840         840         840         840      100000               840    84000000  3798000000     4500000         844           1
11/ 7/2018 55: 2:31         850         850         850         850      100000               850    85000000  3883000000     4600000      844.13           1
11/ 7/2018 55: 2:58         840         840         840         840      100000               840    84000000  3967000000     4700000     844.043           1
11/ 7/2018 55: 2:59         850         850         850         850      100000               850    85000000  4052000000     4800000     844.167           1
11/ 7/2018 56: 2: 4         840         840         840         840      100000               840    84000000  4136000000     4900000     844.082           1
11/ 7/2018 56: 2: 6         850         850         850         850      100000               850    85000000  4221000000     5000000       844.2           1
11/ 7/2018 56: 2:16         840         840         840         840      100000               840    84000000  4305000000     5100000     844.118           1
11/ 7/2018 56: 2:17         850         850         850         850      100000               850    85000000  4390000000     5200000     844.231           1
11/ 7/2018 56: 2:31         840         840         840         840      100000               840    84000000  4474000000     5300000     844.151           1
11/ 7/2018 56: 2:38         850         850         850         850      100000               850    85000000  4559000000     5400000     844.259           1
11/ 7/2018 56: 2:46         840         840         840         840      100000               840    84000000  4643000000     5500000     844.182           1
11/ 7/2018 56: 2:47         850         850         850         850      100000               850    85000000  4728000000     5600000     844.286           1
11/ 7/2018 56: 2:56         840         840         840         840      100000               840    84000000  4812000000     5700000     844.211           1
11/ 7/2018 57: 2: 3         850         850         850         850      100000               850    85000000  4897000000     5800000      844.31           1
11/ 7/2018 57: 2:16         840         840         840         840      100000               840    84000000  4981000000     5900000     844.237           1
11/ 7/2018 57: 2:19         850         850         850         850      100000               850    85000000  5066000000     6000000     844.333           1
11/ 7/2018 57: 2:22         840         840         840         840      100000               840    84000000  5150000000     6100000     844.262           1
11/ 7/2018 57: 2:24         850         850         850         850      100000               850    85000000  5235000000     6200000     844.355           1
11/ 7/2018 57: 2:31         840         840         840         840      100000               840    84000000  5319000000     6300000     844.286           1
11/ 7/2018 57: 2:34         850         850         850         850      100000               850    85000000  5404000000     6400000     844.375           1
11/ 7/2018 57: 2:46         840         840         840         840      100000               840    84000000  5488000000     6500000     844.308           1
11/ 7/2018 57: 2:49         850         850         850         850      100000               850    85000000  5573000000     6600000     844.394           1
11/ 7/2018 57: 2:50         840         840         840         840      100000               840    84000000  5657000000     6700000     844.328           1
11/ 7/2018 57: 2:54         850         850         850         850      100000               850    85000000  5742000000     6800000     844.412           1
11/ 7/2018 58: 2: 1         840         840         840         840      100000               840    84000000  5826000000     6900000     844.348           1
11/ 7/2018 58: 2: 5         850         850         850         850      100000               850    85000000  5911000000     7000000     844.429           1
11/ 7/2018 58: 2: 6         840         840         840         840      100000               840    84000000  5995000000     7100000     844.366           1
11/ 7/2018 58: 2: 7         850         850         850         850      100000               850    85000000  6080000000     7200000     844.444           1
11/ 7/2018 58: 2:16         840         840         840         840      100000               840    84000000  6164000000     7300000     844.384           1
11/ 7/2018 58: 2:17         850         850         850         850      100000               850    85000000  6249000000     7400000     844.459           1
11/ 7/2018 58: 2:18         840         840         840         840      100000               840    84000000  6333000000     7500000       844.4           1
11/ 7/2018 58: 2:19         850         850         850         850      100000               850    85000000  6418000000     7600000     844.474           1
11/ 7/2018 58: 2:28         840         840         840         840      100000               840    84000000  6502000000     7700000     844.416           1
11/ 7/2018 58: 2:29         850         850         850         850      100000               850    85000000  6587000000     7800000     844.487           1
11/ 7/2018 58: 2:31         840         840         840         840      100000               840    84000000  6671000000     7900000      844.43           1
11/ 7/2018 58: 2:34         850         850         850         850      100000               850    85000000  6756000000     8000000       844.5           1
11/ 7/2018 58: 2:41         840         840         840         840      100000               840    84000000  6840000000     8100000     844.444           1
11/ 7/2018 58: 2:42         850         850         850         850      100000               850    85000000  6925000000     8200000     844.512           1
11/ 7/2018 58: 2:43         840         840         840         840      100000               840    84000000  7009000000     8300000     844.458           1
11/ 7/2018 58: 2:44         850         850         850         850      100000               850    85000000  7094000000     8400000     844.524           1
11/ 7/2018 58: 2:45         840         840         840         840      100000               840    84000000  7178000000     8500000     844.471           1
11/ 7/2018 58: 2:47         850         850         850         850      100000               850    85000000  7263000000     8600000     844.535           1
11/ 7/2018 58: 2:48         850         850         850         850      100000               850    85000000  7348000000     8700000     844.598           1
11/ 7/2018 58: 2:49         840         840         840         840      100000               840    84000000  7432000000     8800000     844.545           1
11/ 7/2018 58: 2:51         850         850         850         850      100000               850    85000000  7517000000     8900000     844.607           1
11/ 7/2018 58: 2:52         840         840         840         840      100000               840    84000000  7601000000     9000000     844.556           1
11/ 7/2018 58: 2:55         850         850         850         850      100000               850    85000000  7686000000     9100000     844.615           1
11/ 7/2018 58: 2:56         840         840         840         840      100000               840    84000000  7770000000     9200000     844.565           1
11/ 7/2018 59: 2: 1         850         850         850         850      100000               850    85000000  7855000000     9300000     844.624           1
11/ 7/2018 59: 2: 2         850         850         850         850      100000               850    85000000  7940000000     9400000     844.681           1
11/ 7/2018 59: 2: 7         840         840         840         840      100000               840    84000000  8024000000     9500000     844.632           1
11/ 7/2018 59: 2: 8         850         850         850         850      100000               850    85000000  8109000000     9600000     844.688           1
11/ 7/2018 59: 2:10         840         840         840         840      100000               840    84000000  8193000000     9700000     844.639           1
11/ 7/2018 59: 2:11         840         840         840         840      100000               840    84000000  8277000000     9800000     844.592           1
11/ 7/2018 59: 2:16         850         850         850         850      100000               850    85000000  8362000000     9900000     844.646           1
11/ 7/2018 59: 2:20         840         840         840         840      100000               840    84000000  8446000000    10000000       844.6           1
11/ 7/2018 59: 2:21         850         850         850         850      100000               850    85000000  8531000000    10100000     844.653           1
11/ 7/2018 59: 2:22         840         840         840         840      100000               840    84000000  8615000000    10200000     844.608           1
11/ 7/2018 59: 2:23         840         840         840         840      100000               840    84000000  8699000000    10300000     844.563           1
11/ 7/2018 59: 2:24         850         850         850         850      100000               850    85000000  8784000000    10400000     844.615           1
11/ 7/2018 59: 2:26         840         840         840         840      100000               840    84000000  8868000000    10500000     844.571           1
11/ 7/2018 59: 2:27         850         850         850         850      100000               850    85000000  8953000000    10600000     844.623           1
11/ 7/2018 59: 2:31         840         840         840         840      100000               840    84000000  9037000000    10700000     844.579           1
11/ 7/2018 59: 2:35         850         850         850         850      100000               850    85000000  9122000000    10800000      844.63           1
11/ 7/2018 59: 2:36         850         850         850         850      100000               850    85000000  9207000000    10900000     844.679           1
11/ 7/2018 59: 2:37         840         840         840         840      100000               840    84000000  9291000000    11000000     844.636           1
11/ 7/2018 59: 2:38         850         850         850         850      100000               850    85000000  9376000000    11100000     844.685           1
11/ 7/2018 59: 2:40         840         840         840         840      100000               840    84000000  9460000000    11200000     844.643           1
11/ 7/2018 59: 2:44         850         850         850         850      100000               850    85000000  9545000000    11300000      844.69           1
11/ 7/2018 59: 2:47         840         840         840         840      100000               840    84000000  9629000000    11400000     844.649           1
11/ 7/2018 59: 2:48         850         850         850         850      100000               850    85000000  9714000000    11500000     844.696           1
11/ 7/2018 59: 2:51         840         840         840         840      100000               840    84000000  9798000000    11600000     844.655           1
11/ 7/2018 59: 2:52         850         850         850         850      100000               850    85000000  9883000000    11700000     844.701           1
11/ 7/2018 59: 2:56         840         840         840         840      100000               840    84000000  9967000000    11800000     844.661           1
