         Date              Open        High         Low       Close      Volume     Typical Price         V*P    Total VP     Total V        VWAP    Message Count
 9/ 7/2018 55: 2: 1        5120        5120        3860        4130        4456              4370    19472720    19472720        4456        4370          36
10/ 7/2018  0: 2: 0        4310        4420        4310        4420        3456           4383.33    15148799    34621519        7912     4375.82          12
10/ 7/2018  5: 2:54        4270        4270        4270        4270           1              4270        4270    34625789        7913     4375.81           1
10/ 7/2018 10: 2: 3        4270        4270        4270        4270        2000              4270     8540000    43165789        9913     4354.46           1
10/ 7/2018 12: 2:53        4440        4440        4440        4440        2000              4440     8880000    52045789       11913     4368.82           1
10/ 7/2018 13: 2: 5        4450        4450        4450        4450        3000              4450    13350000    65395789       14913     4385.15           1
10/ 7/2018 13: 2:15        4460        4460        4460        4460        2000              4460     8920000    74315789       16913        4394           1
10/ 7/2018 24: 2:44        4170        4260        4170        4260          60              4230      253800    74569589       16973     4393.42           2
10/ 7/2018 25: 2: 4        4270        4270        4270        4270        3619              4270    15453130    90022719       20592     4371.73           1
10/ 7/2018 34: 2:13        4270        4270        4270        4270         150              4270      640500    90663219       20742        4371           1
10/ 7/2018 34: 2:53        4270        4270        4270        4270         200              4270      854000    91517219       20942     4370.03           1
10/ 7/2018 53: 2:35        4250        4250        4250        4250          10              4250       42500    91559719       20952     4369.98           1
10/ 7/2018 53: 2:54        4420        4420        4420        4420         100              4420      442000    92001719       21052     4370.21           1
11/ 7/2018 16: 2:59        4260        4260        4260        4260          10              4260       42600    92044319       21062     4370.16           1
11/ 7/2018 36: 2:49        4000        4000        4000        4000         459              4000     1836000    93880319       21521     4362.27           1
11/ 7/2018 37: 2:47        4000        4000        4000        4000          30              4000      120000    94000319       21551     4361.76           1
12/ 7/2018 23: 2:22        4260        4260        4260        4260         500              4260     2130000    96130319       22051     4359.45           1
12/ 7/2018 37: 2:24        4260        4260        4260        4260        1000              4260     4260000   100390319       23051     4355.14           1
12/ 7/2018 54: 2:59        4260        4260        4260        4260        1500              4260     6390000   106780319       24551     4349.33           1
13/ 7/2018 55: 2:19        5120        5120        3860        4440           5           4473.33       22366   106802685       24556     4349.35          58
14/ 7/2018  3: 2: 4        4260        4260        4260        4260        2000              4260     8520000   115322685       26556     4342.62           1
14/ 7/2018  5: 2:56        4220        4220        4220        4220           1              4220        4220   115326905       26557     4342.62           1
14/ 7/2018 12: 2:26        4270        4270        4270        4270        1000              4270     4270000   119596905       27557     4339.98           1
14/ 7/2018 18: 2:47        4260        4260        4260        4260        2000              4260     8520000   128116905       29557     4334.57           1
14/ 7/2018 28: 2:17        4260        4260        4260        4260        2000              4260     8520000   136636905       31557     4329.84           1
14/ 7/2018 28: 2:27        4250        4250        4250        4250        2000              4250     8500000   145136905       33557     4325.09           1
14/ 7/2018 37: 2:20        4270        4270        4270        4270        2000              4270     8540000   153676905       35557     4321.99           1
14/ 7/2018 43: 2:53        4260        4260        4260        4260         290              4260     1235400   154912305       35847     4321.49           1
14/ 7/2018 44: 2:35        4260        4260        4260        4260         500              4260     2130000   157042305       36347     4320.64           1
14/ 7/2018 45: 2:39        4270        4270        4270        4270        6708              4270    28643160   185685465       43055     4312.75           1
14/ 7/2018 46: 2:43        4260        4260        4260        4260         290              4260     1235400   186920865       43345      4312.4           1
14/ 7/2018 47: 2:37        4250        4250        4250        4250         170              4250      722500   187643365       43515     4312.15           1
14/ 7/2018 47: 2:52        4260        4260        4260        4260        2149              4260     9154740   196798105       45664      4309.7           1
14/ 7/2018 49: 2:52        4260        4260        4260        4260         250              4260     1065000   197863105       45914     4309.43           1
14/ 7/2018 49: 2:54        4260        4260        4260        4260        2500              4260    10650000   208513105       48414     4306.88           1
14/ 7/2018 49: 2:57        4270        4270        4270        4270        2500              4270    10675000   219188105       50914     4305.07           1
15/ 7/2018 30: 2: 9        4250        4250        4250        4250          35              4250      148750   219336855       50949     4305.03           1
15/ 7/2018 30: 2:37        4250        4250        4250        4250          30              4250      127500   219464355       50979        4305           1
15/ 7/2018 31: 2:24        4250        4250        4250        4250          70              4250      297500   219761855       51049     4304.92           1
15/ 7/2018 31: 2:48        4250        4250        4250        4250          30              4250      127500   219889355       51079     4304.89           1
15/ 7/2018 31: 2:50        4250        4250        4250        4250          30              4250      127500   220016855       51109     4304.86           1
15/ 7/2018 32: 2:20        4250        4250        4250        4250          30              4250      127500   220144355       51139     4304.82           1
15/ 7/2018 32: 2:58        4250        4250        4250        4250          30              4250      127500   220271855       51169     4304.79           1
15/ 7/2018 33: 2:45        4250        4250        4250        4250          30              4250      127500   220399355       51199     4304.76           1
15/ 7/2018 34: 2: 9        4250        4250        4250        4250          30              4250      127500   220526855       51229     4304.73           1
15/ 7/2018 34: 2:15        4250        4250        4250        4250          30              4250      127500   220654355       51259     4304.69           1
15/ 7/2018 34: 2:45        4250        4250        4250        4250          30              4250      127500   220781855       51289     4304.66           1
15/ 7/2018 34: 2:54        4260        4260        4260        4260        1000              4260     4260000   225041855       52289     4303.81           1
15/ 7/2018 36: 2:39        4250        4250        4250        4250         368              4250     1564000   226605855       52657     4303.43           1
15/ 7/2018 37: 2:19        4250        4250        4250        4250          22              4250       93500   226699355       52679     4303.41           2
15/ 7/2018 37: 2:20        4250        4250        4250        4250          22              4250       93500   226792855       52701     4303.39           2
16/ 7/2018  1: 2:19        4250        4250        4250        4250          20              4250       85000   226877855       52721     4303.37           1
16/ 7/2018 14: 2: 6        4250        4250        4250        4250        1980              4250     8415000   235292855       54701     4301.44           1
16/ 7/2018 15: 2:35        4250        4250        4250        4250        2214              4250     9409500   244702355       56915     4299.44           1
