         Date              Open        High         Low       Close      Volume     Typical Price         V*P    Total VP     Total V        VWAP    Message Count
10/ 7/2018  0: 2: 3         190         190         190         190      100000               190    19000000    19000000      100000         190           1
10/ 7/2018  3: 2:11         200         200         200         200        3000               200      600000    19600000      103000     190.291           1
10/ 7/2018 13: 2: 4         180         180         180         180      100000               180    18000000    37600000      203000     185.222           1
10/ 7/2018 13: 2: 5         180         180         180         180      100000               180    18000000    55600000      303000     183.498           1
10/ 7/2018 13: 2: 6         180         180         180         180      100000               180    18000000    73600000      403000      182.63           1
10/ 7/2018 13: 2: 7         180         180         180         180      100000               180    18000000    91600000      503000     182.107           1
10/ 7/2018 13: 2: 8         180         180         180         180      100000               180    18000000   109600000      603000     181.758           1
10/ 7/2018 13: 2: 9         180         180         180         180      100000               180    18000000   127600000      703000     181.508           1
10/ 7/2018 13: 2:10         190         190         190         190      100000               190    19000000   146600000      803000     182.565           1
10/ 7/2018 13: 2:11         180         180         180         180      100000               180    18000000   164600000      903000     182.281           1
10/ 7/2018 13: 2:12         190         190         190         190      100000               190    19000000   183600000     1003000     183.051           1
10/ 7/2018 13: 2:13         190         190         190         190      100000               190    19000000   202600000     1103000     183.681           1
10/ 7/2018 13: 2:14         190         190         190         190      100000               190    19000000   221600000     1203000     184.206           1
10/ 7/2018 13: 2:18         180         180         180         180      100000               180    18000000   239600000     1303000     183.883           1
10/ 7/2018 13: 2:19         190         190         190         190      100000               190    19000000   258600000     1403000     184.319           1
10/ 7/2018 13: 2:31         180         180         180         180      100000               180    18000000   276600000     1503000     184.032           1
10/ 7/2018 13: 2:32         190         190         190         190      100000               190    19000000   295600000     1603000     184.404           1
10/ 7/2018 13: 2:33         180         180         180         180      100000               180    18000000   313600000     1703000     184.146           1
10/ 7/2018 13: 2:38         190         190         190         190      100000               190    19000000   332600000     1803000      184.47           1
10/ 7/2018 13: 2:41         180         180         180         180      100000               180    18000000   350600000     1903000     184.235           1
10/ 7/2018 13: 2:42         180         180         180         180      100000               180    18000000   368600000     2003000     184.024           1
10/ 7/2018 13: 2:43         190         190         190         190      100000               190    19000000   387600000     2103000     184.308           1
10/ 7/2018 13: 2:45         180         180         180         180      100000               180    18000000   405600000     2203000     184.113           1
10/ 7/2018 13: 2:48         190         190         190         190      100000               190    19000000   424600000     2303000     184.368           1
10/ 7/2018 13: 2:55         180         180         180         180      100000               180    18000000   442600000     2403000     184.186           1
10/ 7/2018 13: 2:56         190         190         190         190      100000               190    19000000   461600000     2503000     184.419           1
10/ 7/2018 13: 2:57         190         190         190         190      100000               190    19000000   480600000     2603000     184.633           1
10/ 7/2018 13: 2:58         180         180         180         180      100000               180    18000000   498600000     2703000     184.462           1
10/ 7/2018 18: 2:27         170         170         170         170       20000               170     3400000   502000000     2723000     184.355           1
10/ 7/2018 27: 2:54         180         180         180         180      100000               180    18000000   520000000     2823000     184.201           1
10/ 7/2018 28: 2: 1         190         190         190         190      100000               190    19000000   539000000     2923000       184.4           1
10/ 7/2018 28: 2: 2         180         180         180         180      100000               180    18000000   557000000     3023000     184.254           1
10/ 7/2018 29: 2:17         190         190         190         190      100000               190    19000000   576000000     3123000     184.438           1
10/ 7/2018 29: 2:18         180         180         180         180      100000               180    18000000   594000000     3223000       184.3           1
10/ 7/2018 29: 2:19         190         190         190         190      100000               190    19000000   613000000     3323000     184.472           1
10/ 7/2018 29: 2:26         180         180         180         180      100000               180    18000000   631000000     3423000     184.341           1
10/ 7/2018 29: 2:27         190         190         190         190      100000               190    19000000   650000000     3523000     184.502           1
10/ 7/2018 29: 2:28         190         190         190         190      100000               190    19000000   669000000     3623000     184.654           1
10/ 7/2018 29: 2:29         180         180         180         180      100000               180    18000000   687000000     3723000     184.529           1
10/ 7/2018 29: 2:30         190         190         190         190      100000               190    19000000   706000000     3823000     184.672           1
10/ 7/2018 31: 2:11         180         180         180         180      100000               180    18000000   724000000     3923000     184.553           1
10/ 7/2018 31: 2:58         190         190         190         190      100000               190    19000000   743000000     4023000     184.688           1
10/ 7/2018 32: 2:49         180         180         180         180      100000               180    18000000   761000000     4123000     184.574           1
10/ 7/2018 38: 2: 4         190         190         190         190      100000               190    19000000   780000000     4223000     184.703           1
10/ 7/2018 39: 2:26         180         180         180         180      100000               180    18000000   798000000     4323000     184.594           1
10/ 7/2018 41: 2:56         190         190         190         190      100000               190    19000000   817000000     4423000     184.716           1
10/ 7/2018 42: 2: 6         180         180         180         180      100000               180    18000000   835000000     4523000     184.612           1
10/ 7/2018 42: 2: 9         190         190         190         190      100000               190    19000000   854000000     4623000     184.729           1
10/ 7/2018 42: 2:12         180         180         180         180      100000               180    18000000   872000000     4723000     184.628           1
10/ 7/2018 42: 2:14         180         180         180         180      100000               180    18000000   890000000     4823000     184.532           1
10/ 7/2018 42: 2:35         190         190         190         190      100000               190    19000000   909000000     4923000     184.644           1
10/ 7/2018 42: 2:38         180         180         180         180      100000               180    18000000   927000000     5023000     184.551           1
10/ 7/2018 42: 2:43         190         190         190         190      100000               190    19000000   946000000     5123000     184.657           1
10/ 7/2018 42: 2:45         180         180         180         180      100000               180    18000000   964000000     5223000     184.568           1
10/ 7/2018 42: 2:46         190         190         190         190      100000               190    19000000   983000000     5323000      184.67           1
10/ 7/2018 42: 2:47         190         190         190         190      100000               190    19000000  1002000000     5423000     184.769           1
10/ 7/2018 42: 2:48         180         180         180         180      100000               180    18000000  1020000000     5523000     184.682           1
10/ 7/2018 42: 2:50         190         190         190         190      100000               190    19000000  1039000000     5623000     184.777           1
10/ 7/2018 42: 2:54         180         180         180         180      100000               180    18000000  1057000000     5723000     184.693           1
10/ 7/2018 42: 2:59         190         190         190         190      100000               190    19000000  1076000000     5823000     184.784           1
10/ 7/2018 43: 2: 0         180         180         180         180      100000               180    18000000  1094000000     5923000     184.704           1
10/ 7/2018 43: 2: 1         180         180         180         180      100000               180    18000000  1112000000     6023000     184.626           1
10/ 7/2018 43: 2: 3         190         190         190         190      100000               190    19000000  1131000000     6123000     184.713           1
10/ 7/2018 43: 2: 4         180         180         180         180      100000               180    18000000  1149000000     6223000     184.638           1
10/ 7/2018 43: 2: 5         190         190         190         190      100000               190    19000000  1168000000     6323000     184.722           1
10/ 7/2018 43: 2: 8         180         180         180         180      100000               180    18000000  1186000000     6423000     184.649           1
10/ 7/2018 43: 2: 9         190         190         190         190      100000               190    19000000  1205000000     6523000     184.731           1
10/ 7/2018 43: 2:10         190         190         190         190      100000               190    19000000  1224000000     6623000     184.811           1
10/ 7/2018 43: 2:16         180         180         180         180      100000               180    18000000  1242000000     6723000     184.739           1
10/ 7/2018 43: 2:17         190         190         190         190      100000               190    19000000  1261000000     6823000     184.816           1
10/ 7/2018 43: 2:18         180         180         180         180      100000               180    18000000  1279000000     6923000     184.746           1
10/ 7/2018 43: 2:19         190         190         190         190      100000               190    19000000  1298000000     7023000     184.821           1
10/ 7/2018 43: 2:21         180         180         180         180      100000               180    18000000  1316000000     7123000     184.754           1
10/ 7/2018 43: 2:22         190         190         190         190      100000               190    19000000  1335000000     7223000     184.826           1
10/ 7/2018 43: 2:25         180         180         180         180      100000               180    18000000  1353000000     7323000      184.76           1
10/ 7/2018 43: 2:26         190         190         190         190      100000               190    19000000  1372000000     7423000     184.831           1
10/ 7/2018 43: 2:27         180         180         180         180      100000               180    18000000  1390000000     7523000     184.767           1
10/ 7/2018 43: 2:28         190         190         190         190      100000               190    19000000  1409000000     7623000     184.835           1
10/ 7/2018 43: 2:30         180         180         180         180      100000               180    18000000  1427000000     7723000     184.773           1
10/ 7/2018 43: 2:31         190         190         190         190      100000               190    19000000  1446000000     7823000      184.84           1
10/ 7/2018 43: 2:35         180         180         180         180      100000               180    18000000  1464000000     7923000     184.778           1
10/ 7/2018 43: 2:36         190         190         190         190      100000               190    19000000  1483000000     8023000     184.844           1
10/ 7/2018 43: 2:42         180         180         180         180      100000               180    18000000  1501000000     8123000     184.784           1
10/ 7/2018 43: 2:43         190         190         190         190      100000               190    19000000  1520000000     8223000     184.847           1
10/ 7/2018 43: 2:50         180         180         180         180      100000               180    18000000  1538000000     8323000     184.789           1
10/ 7/2018 43: 2:51         190         190         190         190      100000               190    19000000  1557000000     8423000     184.851           1
10/ 7/2018 44: 2:31         180         180         180         180      100000               180    18000000  1575000000     8523000     184.794           1
10/ 7/2018 44: 2:32         190         190         190         190      100000               190    19000000  1594000000     8623000     184.854           1
10/ 7/2018 44: 2:33         180         180         180         180      100000               180    18000000  1612000000     8723000     184.799           1
10/ 7/2018 44: 2:34         190         190         190         190      100000               190    19000000  1631000000     8823000     184.858           1
10/ 7/2018 44: 2:36         180         180         180         180      100000               180    18000000  1649000000     8923000     184.803           1
10/ 7/2018 44: 2:37         190         190         190         190      100000               190    19000000  1668000000     9023000     184.861           1
10/ 7/2018 44: 2:39         180         180         180         180      100000               180    18000000  1686000000     9123000     184.808           1
10/ 7/2018 49: 2:50         190         190         190         190      100000               190    19000000  1705000000     9223000     184.864           1
10/ 7/2018 49: 2:51         190         190         190         190      100000               190    19000000  1724000000     9323000     184.919           1
10/ 7/2018 49: 2:52         190         190         190         190      100000               190    19000000  1743000000     9423000     184.973           1
10/ 7/2018 49: 2:54         180         180         180         180      100000               180    18000000  1761000000     9523000     184.921           1
10/ 7/2018 49: 2:55         190         190         190         190      100000               190    19000000  1780000000     9623000     184.974           1
10/ 7/2018 50: 2: 0         180         180         180         180      100000               180    18000000  1798000000     9723000     184.922           1
10/ 7/2018 59: 2: 5         170         170         170         170       15777               170     2682090  1800682090     9738777     184.898           1
11/ 7/2018 10: 2:42         190         190         190         190      100000               190    19000000  1819682090     9838777      184.95           1
11/ 7/2018 10: 2:43         190         190         190         190      100000               190    19000000  1838682090     9938777     185.001           1
11/ 7/2018 10: 2:44         180         180         180         180      100000               180    18000000  1856682090    10038777     184.951           1
11/ 7/2018 10: 2:45         190         190         190         190      100000               190    19000000  1875682090    10138777     185.001           1
11/ 7/2018 10: 2:50         180         180         180         180      100000               180    18000000  1893682090    10238777     184.952           1
11/ 7/2018 10: 2:51         180         180         180         180      100000               180    18000000  1911682090    10338777     184.904           1
11/ 7/2018 10: 2:55         190         190         190         190      100000               190    19000000  1930682090    10438777     184.953           1
11/ 7/2018 10: 2:56         180         180         180         180      100000               180    18000000  1948682090    10538777     184.906           1
11/ 7/2018 10: 2:57         190         190         190         190      100000               190    19000000  1967682090    10638777     184.954           1
11/ 7/2018 10: 2:58         180         180         180         180      100000               180    18000000  1985682090    10738777     184.908           1
11/ 7/2018 11: 2: 2         190         190         190         190      100000               190    19000000  2004682090    10838777     184.955           1
11/ 7/2018 11: 2: 3         180         180         180         180      100000               180    18000000  2022682090    10938777     184.909           1
11/ 7/2018 11: 2: 7         190         190         190         190      100000               190    19000000  2041682090    11038777     184.955           1
11/ 7/2018 11: 2: 8         180         180         180         180      100000               180    18000000  2059682090    11138777     184.911           1
11/ 7/2018 11: 2:11         190         190         190         190      100000               190    19000000  2078682090    11238777     184.956           1
