         Date              Open        High         Low       Close      Volume    Typical Price         V*P    Total VP     Total V            VWAP
 2/ 7/2018  9:55: 1        1200        1200         800        1020        4000          1006.67     4026666     4026666        4000          1006.67
 2/ 7/2018 10: 0: 0        1020        1020        1020        1020         100             1020      102000     4128666        4100          1006.99
 2/ 7/2018 10: 0: 2        1010        1010        1010        1010         761             1010      768610     4897276        4861          1007.46
 2/ 7/2018 10: 0: 3        1020        1020        1000        1000       12256          1006.67    12337706    17234982       17117          1006.89
 2/ 7/2018 10: 0: 9        1010        1010        1010        1010        4000             1010     4040000    21274982       21117          1007.48
 2/ 7/2018 10: 0:26        1160        1160        1160        1160          10             1160       11600    21286582       21127          1007.55
 2/ 7/2018 10: 1:45         990         990         990         990        6700              990     6633000    27919582       27827          1003.33
 2/ 7/2018 10: 2:22        1150        1150        1150        1150         700             1150      805000    28724582       28527          1006.93
 2/ 7/2018 10: 2:24        1100        1100        1100        1100        3001             1100     3301100    32025682       31528          1015.79
 2/ 7/2018 10: 3:35        1000        1000        1000        1000        4000             1000     4000000    36025682       35528          1014.01
 2/ 7/2018 10: 3:38        1050        1050        1050        1050        1500             1050     1575000    37600682       37028          1015.47
 2/ 7/2018 10: 3:53        1080        1080        1080        1080        1500             1080     1620000    39220682       38528          1017.98
 2/ 7/2018 10: 4: 1        1110        1110        1110        1110        1500             1110     1665000    40885682       40028          1021.43
 2/ 7/2018 10: 4:20        1000        1000        1000        1000         500             1000      500000    41385682       40528          1021.16
 2/ 7/2018 10: 4:33        1000        1000        1000        1000         200             1000      200000    41585682       40728          1021.06
 2/ 7/2018 10: 4:48        1010        1010        1010        1010        1000             1010     1010000    42595682       41728          1020.79
 2/ 7/2018 10: 5: 5        1020        1020        1020        1020       20003             1020    20403060    62998742       61731          1020.54
 2/ 7/2018 10: 5:30        1020        1020        1020        1020        1000             1020     1020000    64018742       62731          1020.53
 2/ 7/2018 10: 5:52         960         960         960         960       20000              960    19200000    83218742       82731           1005.9
 2/ 7/2018 10: 6:47        1030        1030        1030        1030        1000             1030     1030000    84248742       83731          1006.18
 2/ 7/2018 10: 6:50        1000        1000        1000        1000        1300             1000     1300000    85548742       85031          1006.09
 2/ 7/2018 10: 7:15        1160        1160        1160        1160        3000             1160     3480000    89028742       88031          1011.33
 2/ 7/2018 10: 7:51        1000        1000        1000        1000         200             1000      200000    89228742       88231          1011.31
 2/ 7/2018 10: 8:37        1110        1110        1110        1110         747             1110      829170    90057912       88978          1012.14
 2/ 7/2018 10: 8:40         990         990         990         990        9000              990     8910000    98967912       97978           1010.1
 2/ 7/2018 10: 8:42        1040        1040        1040        1040        1000             1040     1040000   100007912       98978          1010.41
 2/ 7/2018 10: 9:16         990         990         990         990        1000              990      990000   100997912       99978           1010.2
 2/ 7/2018 10: 9:20        1050        1050        1050        1050        1000             1050     1050000   102047912      100978           1010.6
 2/ 7/2018 10:10:56        1000        1000        1000        1000        1325             1000     1325000   103372912      102303          1010.46
 2/ 7/2018 10:11: 5         980         980         980         980        2000              980     1960000   105332912      104303          1009.87
 2/ 7/2018 10:11:14        1000        1000        1000        1000        2000             1000     2000000   107332912      106303          1009.69
 2/ 7/2018 10:11:57         990         990         990         990        2449              990     2424510   109757422      108752          1009.25
 2/ 7/2018 10:13:27        1000        1000        1000        1000         500             1000      500000   110257422      109252           1009.2
 2/ 7/2018 10:13:34        1020        1020        1020        1020         300             1020      306000   110563422      109552          1009.23
 2/ 7/2018 10:13:44        1010        1010        1010        1010         200             1010      202000   110765422      109752          1009.23
 2/ 7/2018 10:14:31        1080        1080        1080        1080         200             1080      216000   110981422      109952          1009.36
 2/ 7/2018 10:15:19         980         980         980         980         103              980      100940   111082362      110055          1009.33
 2/ 7/2018 10:16:31        1060        1060        1060        1060        2001             1060     2121060   113203422      112056          1010.24
 2/ 7/2018 10:16:38        1000        1000        1000        1000          72             1000       72000   113275422      112128          1010.23
 2/ 7/2018 10:17:19        1030        1030        1030        1030        4980             1030     5129400   118404822      117108          1011.07
 2/ 7/2018 10:17:29        1010        1010        1010        1010         750             1010      757500   119162322      117858          1011.07
 2/ 7/2018 10:17:50        1020        1020        1020        1020          40             1020       40800   119203122      117898          1011.07
 2/ 7/2018 10:17:56        1010        1010        1010        1010         500             1010      505000   119708122      118398          1011.07
 2/ 7/2018 10:18: 6        1020        1020        1020        1020          40             1020       40800   119748922      118438          1011.07
 2/ 7/2018 10:18:22        1010        1010        1010        1010          10             1010       10100   119759022      118448          1011.07
 2/ 7/2018 10:18:30        1010        1010        1010        1010        1005             1010     1015050   120774072      119453          1011.06
 2/ 7/2018 10:18:41        1000        1000        1000        1000        2250             1000     2250000   123024072      121703          1010.85
 2/ 7/2018 10:18:45        1000        1000        1000        1000        1005             1000     1005000   124029072      122708          1010.77
 2/ 7/2018 10:18:53        1010        1010        1010        1010         747             1010      754470   124783542      123455          1010.76
 2/ 7/2018 10:18:57        1000        1000        1000        1000        5000             1000     5000000   129783542      128455          1010.34
 2/ 7/2018 10:19:13        1000        1000        1000        1000          95             1000       95000   129878542      128550          1010.33
 2/ 7/2018 10:19:24        1010        1010        1010        1010        1075             1010     1085750   130964292      129625          1010.33
 2/ 7/2018 10:19:41         990         990         990         990       10000              990     9900000   140864292      139625          1008.88
 2/ 7/2018 10:20:12        1020        1020        1020        1020        4980             1020     5079600   145943892      144605          1009.26
 2/ 7/2018 10:20:16        1000        1000        1000        1000        1091             1000     1091000   147034892      145696          1009.19
 2/ 7/2018 10:20:41        1000        1000        1000        1000       10091             1000    10091000   157125892      155787          1008.59
 2/ 7/2018 10:22:47        1010        1010        1010        1010         504             1010      509040   157634932      156291           1008.6
 2/ 7/2018 10:22:52        1000        1000        1000        1000         747             1000      747000   158381932      157038          1008.56
 2/ 7/2018 10:23: 1        1010        1010        1010        1010         300             1010      303000   158684932      157338          1008.56
 2/ 7/2018 10:23:20        1010        1010        1010        1010         330             1010      333300   159018232      157668          1008.56
 2/ 7/2018 10:24:46        1000        1000        1000        1000        1000             1000     1000000   160018232      158668          1008.51
 2/ 7/2018 10:26:10        1000        1000        1000        1000         504             1000      504000   160522232      159172          1008.48
 2/ 7/2018 10:26:39        1000        1000        1000        1000           2             1000        2000   160524232      159174          1008.48
 2/ 7/2018 10:27: 0         990         990         990         990        4600              990     4554000   165078232      163774          1007.96
 2/ 7/2018 10:28:56         980         980         980         980         300              980      294000   165372232      164074          1007.91
 2/ 7/2018 10:29: 5         990         990         990         990        7000              990     6930000   172302232      171074          1007.18
 2/ 7/2018 10:29:47        1100        1100        1100        1100         496             1100      545600   172847832      171570          1007.45
 2/ 7/2018 10:30:22        1040        1040        1040        1040        1000             1040     1040000   173887832      172570          1007.64
 2/ 7/2018 10:30:36        1180        1180        1180        1180         444             1180      523920   174411752      173014          1008.08
 2/ 7/2018 10:31:30        1000        1000        1000        1000         300             1000      300000   174711752      173314          1008.06
 2/ 7/2018 10:33:17         990         990         990         990        2000              990     1980000   176691752      175314          1007.86
 2/ 7/2018 10:35: 1         990         990         990         990        1000              990      990000   177681752      176314          1007.76
 2/ 7/2018 10:35:15         990         990         990         990        1000              990      990000   178671752      177314          1007.66
 2/ 7/2018 10:37:56         990         990         990         990        3000              990     2970000   181641752      180314          1007.36
 2/ 7/2018 10:38:51         990         990         990         990         800              990      792000   182433752      181114          1007.29
 2/ 7/2018 10:41: 0        1000        1000        1000        1000        2078             1000     2078000   184511752      183192           1007.2
 2/ 7/2018 10:41: 1         990         990         990         990         100              990       99000   184610752      183292          1007.19
 2/ 7/2018 10:41: 5         990         990         990         990         444              990      439560   185050312      183736          1007.15
 2/ 7/2018 10:41:13        1150        1150        1150        1150        7500             1150     8625000   193675312      191236          1012.76
 2/ 7/2018 10:41:48         990         990         990         990        3000              990     2970000   196645312      194236           1012.4
 2/ 7/2018 10:42:36        1010        1010        1010        1010        5000             1010     5050000   201695312      199236          1012.34
 2/ 7/2018 10:43: 8         990         990         990         990          20              990       19800   201715112      199256          1012.34
 2/ 7/2018 10:43:37        1020        1020         990         990         270             1000      270000   201985112      199526          1012.32
 2/ 7/2018 10:44:46        1030        1030        1030        1030        5000             1030     5150000   207135112      204526          1012.76
 2/ 7/2018 10:45:53         990         990         990         990         500              990      495000   207630112      205026           1012.7
