         Date              Open        High         Low       Close      Volume    Typical Price         V*P    Total VP     Total V            VWAP
 2/ 7/2018  9:55: 1        2560        3450        2560        3020        3000             3010     9030000     9030000        3000             3010
 2/ 7/2018 10: 0: 0        2820        3000        2820        2850        3000             2890     8670000    17700000        6000             2950
 2/ 7/2018 10: 0: 1        2840        2980        2770        2850         567          2866.67     1625400    19325400        6567           2942.8
 2/ 7/2018 10: 0: 2        2850        2880        2770        2860         619          2836.67     1755896    21081296        7186          2933.66
 2/ 7/2018 10: 0: 3        2860        2860        2820        2840         500             2840     1420000    22501296        7686          2927.57
 2/ 7/2018 10: 0: 4        2860        2860        2860        2860         411             2860     1175460    23676756        8097          2924.14
 2/ 7/2018 10: 0: 5        2850        2850        2850        2850         374             2850     1065900    24742656        8471          2920.87
 2/ 7/2018 10: 0:10        2820        2820        2820        2820        6448             2820    18183360    42926016       14919          2877.27
 2/ 7/2018 10: 0:11        2850        2850        2850        2850       14705             2850    41909250    84835266       29624          2863.73
 2/ 7/2018 10: 0:19        2840        2840        2830        2830        3500          2833.33     9916666    94751932       33124          2860.52
 2/ 7/2018 10: 0:20        2880        2880        2880        2880        1800             2880     5184000    99935932       34924          2861.53
 2/ 7/2018 10: 0:25        2800        2800        2800        2800         179             2800      501200   100437132       35103          2861.21
 2/ 7/2018 10: 0:27        2840        2840        2840        2840         573             2840     1627320   102064452       35676          2860.87
 2/ 7/2018 10: 0:29        2850        2850        2850        2850        4947             2850    14098950   116163402       40623          2859.55
 2/ 7/2018 10: 0:32        2920        2920        2920        2920          50             2920      146000   116309402       40673          2859.62
 2/ 7/2018 10: 0:40        2910        2910        2910        2910          50             2910      145500   116454902       40723          2859.68
 2/ 7/2018 10: 0:42        2840        2840        2840        2840        2222             2840     6310480   122765382       42945          2858.67
 2/ 7/2018 10: 0:43        2850        2850        2850        2850        1278             2850     3642300   126407682       44223          2858.41
 2/ 7/2018 10: 0:45        2840        2840        2840        2840       10000             2840    28400000   154807682       54223          2855.02
 2/ 7/2018 10: 0:54        2870        2870        2870        2870        1800             2870     5166000   159973682       56023           2855.5
 2/ 7/2018 10: 0:55        2900        2900        2900        2900          50             2900      145000   160118682       56073          2855.54
 2/ 7/2018 10: 1: 3        2890        2890        2890        2890          50             2890      144500   160263182       56123          2855.57
 2/ 7/2018 10: 1:11        2750        2750        2750        2750        5000             2750    13750000   174013182       61123          2846.93
 2/ 7/2018 10: 1:20        2630        2630        2630        2630        5000             2630    13150000   187163182       66123          2830.53
 2/ 7/2018 10: 1:29        2830        2830        2830        2830         883             2830     2498890   189662072       67006          2830.52
 2/ 7/2018 10: 1:41        2700        2830        2700        2830        3000          2786.67     8360000   198022072       70006          2828.64
 2/ 7/2018 10: 1:42        2840        2840        2840        2840        3500             2840     9940000   207962072       73506          2829.18
 2/ 7/2018 10: 1:46        2650        2650        2650        2650        2500             2650     6625000   214587072       76006          2823.29
 2/ 7/2018 10: 2: 6        2900        2900        2900        2900         100             2900      290000   214877072       76106          2823.39
 2/ 7/2018 10: 2: 8        2850        2850        2850        2850       22534             2850    64221900   279098972       98640          2829.47
 2/ 7/2018 10: 2:10        2850        2850        2850        2850        3500             2850     9975000   289073972      102140          2830.17
 2/ 7/2018 10: 2:17        2950        2950        2950        2950        2500             2950     7375000   296448972      104640          2833.04
 2/ 7/2018 10: 2:19        2830        2840        2830        2840        3500          2836.67     9928333   306377305      108140          2833.15
 2/ 7/2018 10: 2:20        2750        2750        2750        2750        2000             2750     5500000   311877305      110140          2831.64
 2/ 7/2018 10: 2:21        2930        2930        2930        2930        2500             2930     7325000   319202305      112640          2833.83
 2/ 7/2018 10: 2:25        2850        2850        2850        2850        5000             2850    14250000   333452305      117640          2834.51
 2/ 7/2018 10: 2:26        2880        2880        2880        2880        4947             2880    14247360   347699665      122587          2836.35
 2/ 7/2018 10: 2:27        2940        2940        2840        2840        2828          2873.33     8125786   355825451      125415          2837.18
 2/ 7/2018 10: 2:33        2960        2960        2960        2960        2500             2960     7400000   363225451      127915          2839.58
