         Date              Open        High         Low       Close      Volume    Typical Price         V*P    Total VP     Total V            VWAP
 2/ 7/2018 10: 0: 2          70          70          70          70           2               70         140         140           2               70
 2/ 7/2018 10: 0:34          60          60          60          60       49998               60     2999880     3000020       50000          60.0004
 2/ 7/2018 10:36: 2          70          70          70          70       49998               70     3499860     6499880       99998          65.0001
 2/ 7/2018 10:36: 3          60          60          60          60       49998               60     2999880     9499760      149996          63.3334
 2/ 7/2018 11: 5:53          70          70          70          70       49998               70     3499860    12999620      199994          65.0001
 2/ 7/2018 11: 6:41          60          60          60          60       49998               60     2999880    15999500      249992               64
 2/ 7/2018 11: 6:45          70          70          70          70       49998               70     3499860    19499360      299990               65
 2/ 7/2018 11: 6:48          60          60          60          60       49998               60     2999880    22499240      349988          64.2857
 2/ 7/2018 11: 7:11          70          70          70          70       49998               70     3499860    25999100      399986               65
 2/ 7/2018 11: 7:48          60          60          60          60       49998               60     2999880    28998980      449984          64.4445
 2/ 7/2018 11:11:40          70          70          70          70       49998               70     3499860    32498840      499982               65
 2/ 7/2018 11:12:41          60          60          60          60       49998               60     2999880    35498720      549980          64.5455
 2/ 7/2018 11:12:45          70          70          70          70       49998               70     3499860    38998580      599978               65
 2/ 7/2018 11:34: 2          60          60          60          60       49998               60     2999880    41998460      649976          64.6154
 2/ 7/2018 11:34:13          70          70          70          70       49998               70     3499860    45498320      699974               65
 2/ 7/2018 14: 0:25          70          70          70          70       50000               70     3500000    48998320      749974          65.3334
 2/ 7/2018 16:10:33          60          60          60          60       50000               60     3000000    51998320      799974               65
 2/ 7/2018 16:36:46          70          70          70          70       50000               70     3500000    55498320      849974          65.2941
 2/ 7/2018 16:38:26          60          60          60          60       50000               60     3000000    58498320      899974               65
 2/ 7/2018 16:38:59          70          70          70          70       50000               70     3500000    61998320      949974          65.2632
 2/ 7/2018 16:40:13          60          60          60          60       50000               60     3000000    64998320      999974               65
 2/ 7/2018 16:52:46          70          70          70          70       50000               70     3500000    68498320     1049974          65.2381
 2/ 7/2018 16:54:15          60          60          60          60       50000               60     3000000    71498320     1099974               65
 2/ 7/2018 16:54:22          70          70          70          70       50000               70     3500000    74998320     1149974          65.2174
