         Date              Open        High         Low       Close      Volume    Typical Price         V*P    Total VP     Total V            VWAP
 2/ 7/2018 10: 0: 3         900         900         900         900       50000              900    45000000    45000000       50000              900
 2/ 7/2018 10: 2:26         890         890         890         890       50000              890    44500000    89500000      100000              895
 2/ 7/2018 10: 2:27         900         900         900         900       50000              900    45000000   134500000      150000          896.667
 2/ 7/2018 10: 2:39         890         890         890         890       50000              890    44500000   179000000      200000              895
 2/ 7/2018 10: 2:41         900         900         900         900       50000              900    45000000   224000000      250000              896
 2/ 7/2018 10: 3:29         890         890         890         890       50000              890    44500000   268500000      300000              895
 2/ 7/2018 10: 6:11         900         900         900         900       50000              900    45000000   313500000      350000          895.714
 2/ 7/2018 10: 7:47         890         890         890         890       50000              890    44500000   358000000      400000              895
 2/ 7/2018 10: 8:16         900         900         900         900       50000              900    45000000   403000000      450000          895.556
 2/ 7/2018 10: 8:19         890         890         890         890       50000              890    44500000   447500000      500000              895
 2/ 7/2018 10: 8:23         900         900         900         900       50000              900    45000000   492500000      550000          895.455
 2/ 7/2018 10:10:25         890         890         890         890       50000              890    44500000   537000000      600000              895
 2/ 7/2018 10:11:16         900         900         900         900       50000              900    45000000   582000000      650000          895.385
 2/ 7/2018 10:11:29         890         890         890         890       50000              890    44500000   626500000      700000              895
 2/ 7/2018 10:12: 1         900         900         900         900       50000              900    45000000   671500000      750000          895.333
 2/ 7/2018 10:15:47         910         910         910         910       50000              910    45500000   717000000      800000           896.25
 2/ 7/2018 10:16:12         920         920         920         920       50000              920    46000000   763000000      850000          897.647
 2/ 7/2018 10:16:45         910         910         910         910       50000              910    45500000   808500000      900000          898.333
 2/ 7/2018 10:17:40         920         920         920         920       50000              920    46000000   854500000      950000          899.474
 2/ 7/2018 10:28:14         910         910         910         910       50000              910    45500000   900000000     1000000              900
 2/ 7/2018 10:30:21         900         900         900         900       50000              900    45000000   945000000     1050000              900
 2/ 7/2018 10:46:12         910         910         910         910       50000              910    45500000   990500000     1100000          900.455
 2/ 7/2018 10:46:35         900         900         900         900       50000              900    45000000  1035500000     1150000          900.435
 2/ 7/2018 11: 4:26         890         890         890         890       50000              890    44500000  1080000000     1200000              900
 2/ 7/2018 11: 6: 9         880         880         880         880       50000              880    44000000  1124000000     1250000            899.2
 2/ 7/2018 11: 6:10         890         890         890         890       50000              890    44500000  1168500000     1300000          898.846
 2/ 7/2018 11:11:43         880         880         880         880       50000              880    44000000  1212500000     1350000          898.148
 2/ 7/2018 11:12:23         870         870         870         870       50000              870    43500000  1256000000     1400000          897.143
 2/ 7/2018 11:12:31         880         880         880         880       50000              880    44000000  1300000000     1450000          896.552
 2/ 7/2018 11:13: 6         870         870         870         870       50000              870    43500000  1343500000     1500000          895.667
 2/ 7/2018 11:13:10         880         880         880         880       50000              880    44000000  1387500000     1550000          895.161
 2/ 7/2018 11:13:27         870         870         870         870       50000              870    43500000  1431000000     1600000          894.375
 2/ 7/2018 11:13:47         880         880         880         880       50000              880    44000000  1475000000     1650000          893.939
 2/ 7/2018 11:13:59         870         870         870         870       50000              870    43500000  1518500000     1700000          893.235
 2/ 7/2018 11:14: 8         880         880         880         880       50000              880    44000000  1562500000     1750000          892.857
 2/ 7/2018 11:14:22         870         870         870         870       50000              870    43500000  1606000000     1800000          892.222
 2/ 7/2018 11:14:24         880         880         880         880       50000              880    44000000  1650000000     1850000          891.892
 2/ 7/2018 11:14:25         870         870         870         870       50000              870    43500000  1693500000     1900000          891.316
 2/ 7/2018 11:14:29         880         880         880         880       50000              880    44000000  1737500000     1950000          891.026
 2/ 7/2018 11:17: 2         870         870         870         870       50000              870    43500000  1781000000     2000000            890.5
 2/ 7/2018 11:17: 3         880         880         880         880       50000              880    44000000  1825000000     2050000          890.244
 2/ 7/2018 11:17: 7         870         870         870         870       50000              870    43500000  1868500000     2100000          889.762
 2/ 7/2018 11:21:58         860         860         860         860       50000              860    43000000  1911500000     2150000           889.07
 2/ 7/2018 11:21:59         870         870         870         870       50000              870    43500000  1955000000     2200000          888.636
 2/ 7/2018 11:22: 0         860         860         860         860       50000              860    43000000  1998000000     2250000              888
 2/ 7/2018 11:22:11         870         870         870         870       50000              870    43500000  2041500000     2300000          887.609
 2/ 7/2018 11:22:19         860         860         860         860       50000              860    43000000  2084500000     2350000          887.021
 2/ 7/2018 11:22:20         870         870         870         870       50000              870    43500000  2128000000     2400000          886.667
 2/ 7/2018 11:22:23         860         860         860         860       50000              860    43000000  2171000000     2450000          886.122
 2/ 7/2018 11:22:24         870         870         870         870       50000              870    43500000  2214500000     2500000            885.8
 2/ 7/2018 11:28: 5         880         880         880         880       50000              880    44000000  2258500000     2550000          885.686
 2/ 7/2018 11:39:13         870         870         870         870       50000              870    43500000  2302000000     2600000          885.385
 2/ 7/2018 12: 8:41         880         880         880         880       50000              880    44000000  2346000000     2650000          885.283
 2/ 7/2018 12: 8:52         870         870         870         870       50000              870    43500000  2389500000     2700000              885
 2/ 7/2018 12: 9:16         880         880         880         880       50000              880    44000000  2433500000     2750000          884.909
 2/ 7/2018 12:11: 9         870         870         870         870       50000              870    43500000  2477000000     2800000          884.643
 2/ 7/2018 12:21:36         860         860         860         860       50000              860    43000000  2520000000     2850000          884.211
 2/ 7/2018 12:22: 8         870         870         870         870       50000              870    43500000  2563500000     2900000          883.966
 2/ 7/2018 12:22:12         860         860         860         860       50000              860    43000000  2606500000     2950000          883.559
 2/ 7/2018 12:22:23         870         870         870         870       50000              870    43500000  2650000000     3000000          883.333
 2/ 7/2018 12:22:27         860         860         860         860       50000              860    43000000  2693000000     3050000          882.951
