         Date              Open        High         Low       Close      Volume    Typical Price         V*P    Total VP     Total V            VWAP
 2/ 7/2018  9:55: 1        4240        4240        2890        3540         500          3556.67     1778333     1778333         500          3556.67
 2/ 7/2018 10: 0: 0        3560        3560        3560        3560         908             3560     3232480     5010813        1408          3558.82
 2/ 7/2018 10: 0: 1        3560        3630        3540        3630         500             3600     1800000     6810813        1908          3569.61
 2/ 7/2018 10: 0: 4        3620        3710        3540        3550        4000             3600    14400000    21210813        5908          3590.19
 2/ 7/2018 10: 0: 5        3560        3560        3560        3560         500             3560     1780000    22990813        6408          3587.83
 2/ 7/2018 10: 0: 6        3800        3800        3800        3800         500             3800     1900000    24890813        6908          3603.19
 2/ 7/2018 10: 0: 8        3600        3600        3600        3600        1860             3600     6696000    31586813        8768          3602.51
 2/ 7/2018 10: 0:14        3540        3540        3540        3540          60             3540      212400    31799213        8828          3602.09
 2/ 7/2018 10: 0:19        3480        3480        3480        3480        1300             3480     4524000    36323213       10128          3586.42
 2/ 7/2018 10: 0:37        3500        3500        3500        3500        1300             3500     4550000    40873213       11428          3576.58
 2/ 7/2018 10: 0:39        3490        3490        3490        3490         300             3490     1047000    41920213       11728          3574.37
 2/ 7/2018 10: 0:46        3510        3510        3510        3510        1300             3510     4563000    46483213       13028          3567.95
 2/ 7/2018 10: 0:49        3520        3520        3520        3520         600             3520     2112000    48595213       13628          3565.84
 2/ 7/2018 10: 0:50        3500        3500        3500        3500         654             3500     2289000    50884213       14282          3562.82
 2/ 7/2018 10: 1: 1        3440        3440        3440        3440           1             3440        3440    50887653       14283          3562.81
 2/ 7/2018 10: 1: 4        3520        3520        3520        3520        4368             3520    15375360    66263013       18651          3552.79
 2/ 7/2018 10: 1:15        3510        3550        3510        3550        2500          3536.67     8841666    75104679       21151          3550.88
 2/ 7/2018 10: 1:16        3550        3570        3550        3570           1          3563.33        3563    75108242       21152          3550.88
 2/ 7/2018 10: 1:21        3390        3390        3390        3390           1             3390        3390    75111632       21153          3550.87
 2/ 7/2018 10: 1:28        3810        3810        3810        3810        2500             3810     9525000    84636632       23653          3578.26
 2/ 7/2018 10: 1:32        3390        3390        3390        3390          50             3390      169500    84806132       23703          3577.86
 2/ 7/2018 10: 1:35        3560        3560        3560        3560          76             3560      270560    85076692       23779          3577.81
 2/ 7/2018 10: 1:42        3820        3820        3820        3820        2500             3820     9550000    94626692       26279          3600.85
 2/ 7/2018 10: 1:48        3530        3530        3530        3530        1000             3530     3530000    98156692       27279          3598.25
 2/ 7/2018 10: 1:52        3530        3530        3530        3530        1000             3530     3530000   101686692       28279          3595.84
 2/ 7/2018 10: 2: 5        3830        3830        3830        3830        2500             3830     9575000   111261692       30779          3614.86
 2/ 7/2018 10: 2:27        3530        3530        3530        3530           2             3530        7060   111268752       30781          3614.85
 2/ 7/2018 10: 2:32        3530        3530        3530        3530        4368             3530    15419040   126687792       35149          3604.31
 2/ 7/2018 10: 2:50        3560        3560        3560        3560         100             3560      356000   127043792       35249          3604.18
 2/ 7/2018 10: 2:51        3540        3540        3540        3540        1500             3540     5310000   132353792       36749          3601.56
 2/ 7/2018 10: 2:53        3530        3530        3530        3530        3000             3530    10590000   142943792       39749          3596.16
 2/ 7/2018 10: 3:10        3550        3550        3550        3550        3500             3550    12425000   155368792       43249          3592.43
 2/ 7/2018 10: 3:29        3540        3540        3540        3540        3000             3540    10620000   165988792       46249          3589.02
 2/ 7/2018 10: 3:33        3540        3540        3540        3540        4368             3540    15462720   181451512       50617          3584.79
 2/ 7/2018 10: 3:58        3550        3550        3550        3550         543             3550     1927650   183379162       51160          3584.42
 2/ 7/2018 10: 4:15        3530        3530        3530        3530        2500             3530     8825000   192204162       53660          3581.89
 2/ 7/2018 10: 4:57        3540        3540        3540        3540        3000             3540    10620000   202824162       56660          3579.67
 2/ 7/2018 10: 5: 9        3600        3600        3600        3600         890             3600     3204000   206028162       57550          3579.99
 2/ 7/2018 10: 5:46        3540        3540        3540        3540         999             3540     3536460   209564622       58549           3579.3
 2/ 7/2018 10: 6: 8        3550        3550        3550        3550          25             3550       88750   209653372       58574          3579.29
 2/ 7/2018 10: 7: 6        3540        3550        3540        3550         908          3546.67     3220373   212873745       59482          3578.79
 2/ 7/2018 10: 7:23        3540        3540        3540        3540         908             3540     3214320   216088065       60390          3578.21
