         Date              Open        High         Low       Close      Volume     Typical Price         V*P    Total VP     Total V        VWAP    Message Count
10/ 7/2018  0: 2: 3          90          90          90          90       50000                90     4500000     4500000       50000          90           1
10/ 7/2018 28: 2:14          90          90          90          90       50000                90     4500000     9000000      100000          90           1
10/ 7/2018 46: 2: 1          80          80          80          80       50000                80     4000000    13000000      150000     86.6667           1
10/ 7/2018 46: 2: 2          90          90          90          90       50000                90     4500000    17500000      200000        87.5           1
10/ 7/2018 46: 2: 9          80          80          80          80       50000                80     4000000    21500000      250000          86           1
10/ 7/2018 46: 2:10          90          90          90          90       50000                90     4500000    26000000      300000     86.6667           1
10/ 7/2018 46: 2:11          80          80          80          80       50000                80     4000000    30000000      350000     85.7143           1
11/ 7/2018  4: 2:54          90          90          90          90       50000                90     4500000    34500000      400000       86.25           1
11/ 7/2018  7: 2:48          80          80          80          80       50000                80     4000000    38500000      450000     85.5556           1
11/ 7/2018 12: 2: 4          90          90          90          90       50000                90     4500000    43000000      500000          86           1
11/ 7/2018 12: 2:14          80          80          80          80       50000                80     4000000    47000000      550000     85.4545           1
11/ 7/2018 12: 2:16          90          90          90          90       50000                90     4500000    51500000      600000     85.8333           1
11/ 7/2018 16: 2: 7          80          80          80          80       50000                80     4000000    55500000      650000     85.3846           1
11/ 7/2018 16: 2:14          90          90          90          90       50000                90     4500000    60000000      700000     85.7143           1
11/ 7/2018 18: 2: 4          80          80          80          80       50000                80     4000000    64000000      750000     85.3333           1
11/ 7/2018 18: 2:26          90          90          90          90       50000                90     4500000    68500000      800000      85.625           1
11/ 7/2018 18: 2:27          80          80          80          80       50000                80     4000000    72500000      850000     85.2941           1
11/ 7/2018 18: 2:32          90          90          90          90       50000                90     4500000    77000000      900000     85.5556           1
11/ 7/2018 18: 2:33          80          80          80          80       50000                80     4000000    81000000      950000     85.2632           1
11/ 7/2018 18: 2:42          90          90          90          90       50000                90     4500000    85500000     1000000        85.5           1
11/ 7/2018 24: 2:59          80          80          80          80       50000                80     4000000    89500000     1050000     85.2381           1
11/ 7/2018 25: 2: 0          90          90          90          90       50000                90     4500000    94000000     1100000     85.4545           1
11/ 7/2018 25: 2: 1          80          80          80          80       50000                80     4000000    98000000     1150000     85.2174           1
11/ 7/2018 25: 2: 2          90          90          90          90       50000                90     4500000   102500000     1200000     85.4167           1
11/ 7/2018 25: 2: 5          80          80          80          80       50000                80     4000000   106500000     1250000        85.2           1
11/ 7/2018 25: 2: 6          90          90          90          90       50000                90     4500000   111000000     1300000     85.3846           1
11/ 7/2018 25: 2: 7          80          80          80          80       50000                80     4000000   115000000     1350000     85.1852           1
11/ 7/2018 25: 2: 8          80          80          80          80       50000                80     4000000   119000000     1400000          85           1
11/ 7/2018 28: 2:44          90          90          90          90       50000                90     4500000   123500000     1450000     85.1724           1
11/ 7/2018 33: 2:48          80          80          80          80       50000                80     4000000   127500000     1500000          85           1
11/ 7/2018 34: 2: 5          90          90          90          90       50000                90     4500000   132000000     1550000     85.1613           1
11/ 7/2018 34: 2:14          80          80          80          80       50000                80     4000000   136000000     1600000          85           1
11/ 7/2018 34: 2:15          90          90          90          90       50000                90     4500000   140500000     1650000     85.1515           1
11/ 7/2018 35: 2: 8          80          80          80          80       50000                80     4000000   144500000     1700000          85           1
11/ 7/2018 36: 2:16          90          90          90          90       50000                90     4500000   149000000     1750000     85.1429           1
12/ 7/2018 30: 2:22         100         100         100         100       50000               100     5000000   154000000     1800000     85.5556           1
12/ 7/2018 58: 2:16          90          90          90          90       50000                90     4500000   158500000     1850000     85.6757           1
12/ 7/2018 58: 2:46         100         100         100         100       50000               100     5000000   163500000     1900000     86.0526           1
12/ 7/2018 59: 2: 6          90          90          90          90       50000                90     4500000   168000000     1950000     86.1538           1
14/ 7/2018  0: 2: 1          90          90          90          90       50000                90     4500000   172500000     2000000       86.25           1
14/ 7/2018  1: 2:35         100         100         100         100       50000               100     5000000   177500000     2050000     86.5854           1
14/ 7/2018 43: 2: 0          90          90          90          90       50000                90     4500000   182000000     2100000     86.6667           1
14/ 7/2018 43: 2:30         100         100         100         100       50000               100     5000000   187000000     2150000     86.9767           1
14/ 7/2018 44: 2:21          90          90          90          90       50000                90     4500000   191500000     2200000     87.0455           1
17/ 7/2018  0: 2: 3         100         100         100         100       50000               100     5000000   196500000     2250000     87.3333           1
17/ 7/2018 20: 2: 2          90          90          90          90       50000                90     4500000   201000000     2300000     87.3913           1
17/ 7/2018 21: 2:46         100         100         100         100       50000               100     5000000   206000000     2350000     87.6596           1
17/ 7/2018 21: 2:56          90          90          90          90       50000                90     4500000   210500000     2400000     87.7083           1
17/ 7/2018 22: 2:49         100         100         100         100       50000               100     5000000   215500000     2450000     87.9592           1
17/ 7/2018 22: 2:52          90          90          90          90       50000                90     4500000   220000000     2500000          88           1
17/ 7/2018 22: 2:57         100         100         100         100       50000               100     5000000   225000000     2550000     88.2353           1
17/ 7/2018 22: 2:58          90          90          90          90       50000                90     4500000   229500000     2600000     88.2692           1
17/ 7/2018 22: 2:59         100         100         100         100       50000               100     5000000   234500000     2650000     88.4906           1
17/ 7/2018 23: 2:23          90          90          90          90       50000                90     4500000   239000000     2700000     88.5185           1
17/ 7/2018 23: 2:30         100         100         100         100       50000               100     5000000   244000000     2750000     88.7273           1
17/ 7/2018 24: 2: 5          90          90          90          90       50000                90     4500000   248500000     2800000       88.75           1
17/ 7/2018 24: 2:13         100         100         100         100       50000               100     5000000   253500000     2850000     88.9474           1
17/ 7/2018 52: 2:55          90          90          90          90       50000                90     4500000   258000000     2900000     88.9655           1
17/ 7/2018 53: 2:44         100         100         100         100       50000               100     5000000   263000000     2950000     89.1525           1
17/ 7/2018 56: 2:29          90          90          90          90       50000                90     4500000   267500000     3000000     89.1667           1
17/ 7/2018 57: 2:57         100         100         100         100       50000               100     5000000   272500000     3050000     89.3443           1
17/ 7/2018 58: 2:27          90          90          90          90       50000                90     4500000   277000000     3100000     89.3548           1
17/ 7/2018 58: 2:28         100         100         100         100       50000               100     5000000   282000000     3150000     89.5238           1
17/ 7/2018 58: 2:31          90          90          90          90       50000                90     4500000   286500000     3200000     89.5312           1
17/ 7/2018 58: 2:34         100         100         100         100       50000               100     5000000   291500000     3250000     89.6923           1
17/ 7/2018 58: 2:40          90          90          90          90       50000                90     4500000   296000000     3300000      89.697           1
17/ 7/2018 58: 2:48         100         100         100         100       50000               100     5000000   301000000     3350000     89.8507           1
