         Date              Open        High         Low       Close      Volume    Typical Price         V*P    Total VP     Total V            VWAP
 2/ 7/2018 10: 0: 0         310         310         300         300       22002          303.333     6673940     6673940       22002          303.333
 2/ 7/2018 10: 0: 2         330         330         330         330        9085              330     2998050     9671990       31087          311.127
 2/ 7/2018 10: 0: 3         300         300         300         300       50000              300    15000000    24671990       81087          304.266
 2/ 7/2018 10: 0: 6         340         340         340         340        4000              340     1360000    26031990       85087          305.946
 2/ 7/2018 10: 0:16         300         300         300         300       10000              300     3000000    29031990       95087           305.32
 2/ 7/2018 10: 0:54         300         300         300         300          40              300       12000    29043990       95127          305.318
 2/ 7/2018 10: 3:49         300         300         300         300        2000              300      600000    29643990       97127          305.209
 2/ 7/2018 10: 3:51         300         300         300         300          41              300       12300    29656290       97168          305.206
 2/ 7/2018 10: 4:31         310         310         310         310       50000              310    15500000    45156290      147168          306.835
 2/ 7/2018 10: 5: 8         300         300         300         300        4000              300     1200000    46356290      151168          306.654
 2/ 7/2018 10: 6: 7         300         300         300         300        3800              300     1140000    47496290      154968          306.491
 2/ 7/2018 10: 6:19         300         300         300         300           1              300         300    47496590      154969          306.491
 2/ 7/2018 10: 8:14         310         310         310         310        9085              310     2816350    50312940      164054          306.685
 2/ 7/2018 10:10:55         300         300         300         300       50000              300    15000000    65312940      214054          305.124
 2/ 7/2018 10:13:15         310         310         310         310       50000              310    15500000    80812940      264054          306.047
 2/ 7/2018 10:14:45         300         300         300         300       50000              300    15000000    95812940      314054          305.084
 2/ 7/2018 10:15:29         310         310         310         310       50000              310    15500000   111312940      364054          305.759
 2/ 7/2018 10:18:32         320         320         320         320       50000              320    16000000   127312940      414054          307.479
 2/ 7/2018 10:18:36         310         310         310         310       50000              310    15500000   142812940      464054          307.751
 2/ 7/2018 10:18:37         320         320         320         320       50000              320    16000000   158812940      514054          308.942
 2/ 7/2018 10:18:38         320         320         320         320       50000              320    16000000   174812940      564054          309.922
 2/ 7/2018 10:18:46         310         310         310         310       50000              310    15500000   190312940      614054          309.929
 2/ 7/2018 10:18:47         320         320         320         320       50000              320    16000000   206312940      664054          310.687
 2/ 7/2018 10:18:51         310         310         310         310       50000              310    15500000   221812940      714054          310.639
 2/ 7/2018 10:18:52         320         320         320         320       50000              320    16000000   237812940      764054          311.251
 2/ 7/2018 10:18:53         320         320         320         320       50000              320    16000000   253812940      814054          311.789
 2/ 7/2018 10:18:54         310         310         310         310       50000              310    15500000   269312940      864054          311.685
 2/ 7/2018 10:18:55         320         320         320         320       50000              320    16000000   285312940      914054           312.14
 2/ 7/2018 10:18:56         310         310         310         310       50000              310    15500000   300812940      964054          312.029
 2/ 7/2018 10:18:57         320         320         320         320       50000              320    16000000   316812940     1014054          312.422
 2/ 7/2018 10:18:58         310         310         310         310       50000              310    15500000   332312940     1064054          312.308
 2/ 7/2018 10:18:59         320         320         320         320       50000              320    16000000   348312940     1114054          312.654
 2/ 7/2018 10:19: 0         310         310         310         310       50000              310    15500000   363812940     1164054           312.54
 2/ 7/2018 10:19: 2         320         320         320         320       50000              320    16000000   379812940     1214054          312.847
 2/ 7/2018 10:19: 3         310         310         310         310       50000              310    15500000   395312940     1264054          312.734
 2/ 7/2018 10:19: 4         320         320         320         320       50000              320    16000000   411312940     1314054          313.011
 2/ 7/2018 10:19: 5         310         310         310         310       50000              310    15500000   426812940     1364054            312.9
 2/ 7/2018 10:19: 6         320         320         320         320       50000              320    16000000   442812940     1414054          313.151
 2/ 7/2018 10:19: 7         310         310         310         310       50000              310    15500000   458312940     1464054          313.044
 2/ 7/2018 10:19: 8         320         320         320         320       50000              320    16000000   474312940     1514054          313.273
 2/ 7/2018 10:19:14         310         310         310         310       50000              310    15500000   489812940     1564054          313.169
 2/ 7/2018 10:19:15         320         320         320         320       50000              320    16000000   505812940     1614054           313.38
 2/ 7/2018 10:28:14         310         310         310         310       50000              310    15500000   521312940     1664054          313.279
 2/ 7/2018 10:30:10         220         220         220         220        1000              220      220000   521532940     1665054          313.223
 2/ 7/2018 10:31:27         310         310         310         310        4000              310     1240000   522772940     1669054          313.215
 2/ 7/2018 10:32:27         300         300         300         300       50000              300    15000000   537772940     1719054          312.831
 2/ 7/2018 10:33: 4         300         300         300         300        4000              300     1200000   538972940     1723054          312.801
 2/ 7/2018 10:34:43         310         310         310         310       50000              310    15500000   554472940     1773054          312.722
 2/ 7/2018 10:34:51         300         300         300         300       50000              300    15000000   569472940     1823054          312.373
 2/ 7/2018 10:34:53         310         310         310         310       50000              310    15500000   584972940     1873054           312.31
 2/ 7/2018 10:34:54         300         300         300         300       50000              300    15000000   599972940     1923054           311.99
 2/ 7/2018 10:34:55         310         310         310         310       50000              310    15500000   615472940     1973054          311.939
 2/ 7/2018 10:34:59         300         300         300         300       50000              300    15000000   630472940     2023054          311.644
 2/ 7/2018 10:35: 0         310         310         310         310       50000              310    15500000   645972940     2073054          311.604
 2/ 7/2018 10:39:15         200         200         200         200        5000              200     1000000   646972940     2078054          311.336
 2/ 7/2018 10:49:14         300         300         300         300       50000              300    15000000   661972940     2128054           311.07
 2/ 7/2018 10:49:15         310         310         310         310       50000              310    15500000   677472940     2178054          311.045
 2/ 7/2018 10:49:16         310         310         310         310       50000              310    15500000   692972940     2228054          311.022
 2/ 7/2018 10:49:17         300         300         300         300       50000              300    15000000   707972940     2278054           310.78
 2/ 7/2018 10:49:51         290         290         290         290       50000              290    14500000   722472940     2328054          310.333
 2/ 7/2018 10:50:43         300         300         300         300       50000              300    15000000   737472940     2378054          310.116
 2/ 7/2018 11: 6:32         300         300         300         300       10000              300     3000000   740472940     2388054          310.074
 2/ 7/2018 11:10:41         290         290         290         290       50000              290    14500000   754972940     2438054          309.662
 2/ 7/2018 11:14:10         300         300         300         300       50000              300    15000000   769972940     2488054          309.468
 2/ 7/2018 11:15:16         290         290         290         290       50000              290    14500000   784472940     2538054          309.084
 2/ 7/2018 11:15:17         300         300         300         300       50000              300    15000000   799472940     2588054          308.909
 2/ 7/2018 11:17:52         290         290         290         290       50000              290    14500000   813972940     2638054          308.551
 2/ 7/2018 11:18:40         300         300         300         300       50000              300    15000000   828972940     2688054          308.391
 2/ 7/2018 11:40:59         290         290         290         290           5              290        1450   828974390     2688059          308.391
 2/ 7/2018 11:41:24         290         290         290         290       50000              290    14500000   843474390     2738059          308.056
